protein_id	fasta_headers	gene_symbols_or_id	MS1d4-S	MS2d4-S	MW1d4-S	MW2d4-S
P97464	>sp|P97464|EXT1_MOUSE Exostosin-1 OS=Mus musculus OX=10090 GN=Ext1 PE=2 SV=1	EXT1	19.3755681836042	19.2210889390539	19.5003814995463	19.6421587082516
P70428	>sp|P70428|EXT2_MOUSE Exostosin-2 OS=Mus musculus OX=10090 GN=Ext2 PE=1 SV=2	EXT2	17.7276654794522	17.6227765409515	18.1907254841608	18.2094624904209
P26040	>sp|P26040|EZRI_MOUSE Ezrin OS=Mus musculus OX=10090 GN=Ezr PE=1 SV=3	EZR	18.5254544824224	18.5669320223579	18.4163977743716	18.6427334476407
O88947	>sp|O88947|FA10_MOUSE Coagulation factor X OS=Mus musculus OX=10090 GN=F10 PE=1 SV=1	F10	18.6998788150511	18.3059531506472	19.0774370060816	18.2442184588324
Q80YC5	>sp|Q80YC5|FA12_MOUSE Coagulation factor XII OS=Mus musculus OX=10090 GN=F12 PE=1 SV=2	F12	19.5682351787008	19.0112014149564	19.5685307152311	19.2761947791841
Q07968	>sp|Q07968|F13B_MOUSE Coagulation factor XIII B chain OS=Mus musculus OX=10090 GN=F13b PE=1 SV=2	F13B	19.78312316888	19.4555486300164	19.7105221349878	19.6044965371139
P19221	>sp|P19221|THRB_MOUSE Prothrombin OS=Mus musculus OX=10090 GN=F2 PE=1 SV=1	F2	21.6073727173014	20.5794268482579	21.8108562593172	21.3664585403321
O88783	>sp|O88783|FA5_MOUSE Coagulation factor V OS=Mus musculus OX=10090 GN=F5 PE=1 SV=1	F5	18.9941469937108	18.9638994443773	19.1935488292764	18.5475043972201
P16294	>sp|P16294|FA9_MOUSE Coagulation factor IX OS=Mus musculus OX=10090 GN=F9 PE=2 SV=3	F9	19.4186876050774	19.3313865011552	19.749024614621	
P11404	>sp|P11404|FABPH_MOUSE Fatty acid-binding protein, heart OS=Mus musculus OX=10090 GN=Fabp3 PE=1 SV=5	FABP3	19.441391990505	20.0943208745295	20.1694094386149	20.3159089452405
P04117	>sp|P04117|FABP4_MOUSE Fatty acid-binding protein, adipocyte OS=Mus musculus OX=10090 GN=Fabp4 PE=1 SV=3	FABP4	18.055957578968	18.8490316777645	18.8618942049987	19.0197185631822
Q05816	>sp|Q05816|FABP5_MOUSE Fatty acid-binding protein 5 OS=Mus musculus OX=10090 GN=Fabp5 PE=1 SV=3	FABP5	19.6322998411024	20.458990300966	20.1330719487942	19.9822670528184
P51880	>sp|P51880|FABP7_MOUSE Fatty acid-binding protein, brain OS=Mus musculus OX=10090 GN=Fabp7 PE=1 SV=2	FABP7	20.6371517051425	20.9597098310286	20.4728278684241	20.4088229061039
P54731	>sp|P54731|FAF1_MOUSE FAS-associated factor 1 OS=Mus musculus OX=10090 GN=Faf1 PE=1 SV=2	FAF1	17.1427785054751	17.3687435698208	16.9868226360399	17.3974180682525
P35505	>sp|P35505|FAAA_MOUSE Fumarylacetoacetase OS=Mus musculus OX=10090 GN=Fah PE=1 SV=2	FAH	19.3220568123575	19.4603974517015	19.5791723466196	19.4752590967549
Q9D281	>sp|Q9D281|NXP20_MOUSE Protein Noxp20 OS=Mus musculus OX=10090 GN=Fam114a1 PE=1 SV=1	FAM114A1	19.4858380349451	19.9539631129508	19.7219090804552	19.6255041921776
Q9D6U8	>sp|Q9D6U8|F162A_MOUSE Protein FAM162A OS=Mus musculus OX=10090 GN=Fam162a PE=1 SV=1	FAM162A	18.4754166619435	18.4029443035083		17.7985366011739
Q8VCS3	>sp|Q8VCS3|XYLK_MOUSE Glycosaminoglycan xylosylkinase OS=Mus musculus OX=10090 GN=Fam20b PE=1 SV=1	FAM20B	18.102039633282	18.1401515096574	17.8367032794646	17.7831630756803
Q5MJS3	>sp|Q5MJS3|FA20C_MOUSE Extracellular serine/threonine protein kinase FAM20C OS=Mus musculus OX=10090 GN=Fam20c PE=1 SV=1	FAM20C	18.0232575230771	18.0663129640083	17.9714664753248	18.1932620327216
Q91VU0	>sp|Q91VU0|FAM3C_MOUSE Protein FAM3C OS=Mus musculus OX=10090 GN=Fam3c PE=1 SV=1	FAM3C	18.4995961379869	18.3542782743636	18.6696098367791	18.7974446497736
Q9WV03	>sp|Q9WV03|FA50A_MOUSE Protein FAM50A OS=Mus musculus OX=10090 GN=Fam50a PE=1 SV=1	FAM50A	17.5583624309503	18.3382445362185	17.8996854957798	16.9864796777693
Q80VD1	>sp|Q80VD1|FA98B_MOUSE Protein FAM98B OS=Mus musculus OX=10090 GN=Fam98b PE=1 SV=1	FAM98B	17.3505157496754	16.5483052526986	16.7829712682762	17.1185044467727
Q8C0C7	>sp|Q8C0C7|SYFA_MOUSE Phenylalanine--tRNA ligase alpha subunit OS=Mus musculus OX=10090 GN=Farsa PE=1 SV=1	FARSA	18.2901426159676	18.2612611074562	18.2946781415285	18.1601668982434
Q9WUA2	>sp|Q9WUA2|SYFB_MOUSE Phenylalanine--tRNA ligase beta subunit OS=Mus musculus OX=10090 GN=Farsb PE=1 SV=2	FARSB	18.0676246373532	18.3828747184141	18.2632959272801	18.0266763421136
P19096	>sp|P19096|FAS_MOUSE Fatty acid synthase OS=Mus musculus OX=10090 GN=Fasn PE=1 SV=2	FASN	18.0069852180752	17.6314150340934	18.0456343325487	17.9711126479355
A0A087WRT4;A0A1L1SQU7;F2Z4A3	>tr|A0A087WRT4|A0A087WRT4_MOUSE FAT atypical cadherin 1 OS=Mus musculus OX=10090 GN=Fat1 PE=1 SV=2;>tr|A0A1L1SQU7|A0A1L1SQU7_MOUSE Isoform of A0A087WRT4, FAT atypical cadherin 1 OS=Mus musculus OX=10090 GN=Fat1 PE=1 SV=1;>tr|F2Z4A3|F2Z4A3_MOUSE Isoform of A0A087WRT4, FAT atypical cadherin 1 OS=Mus musculus OX=10090 GN=Fat1 PE=1 SV=1	FAT1	18.7111955537762	18.68197184726	18.9938870389207	18.9120045107018
Q2PZL6	>sp|Q2PZL6|FAT4_MOUSE Protocadherin Fat 4 OS=Mus musculus OX=10090 GN=Fat4 PE=1 SV=2	FAT4	15.6933686080507			14.5577874708635
P62862	>sp|P62862|RS30_MOUSE Ubiquitin-like FUBI-ribosomal protein eS30 fusion protein OS=Mus musculus OX=10090 GN=Fau PE=1 SV=2	FAU	19.1526355862135	19.1896337982978	19.7091911646665	19.3589929923138
P35550	>sp|P35550|FBRL_MOUSE rRNA 2'-O-methyltransferase fibrillarin OS=Mus musculus OX=10090 GN=Fbl PE=1 SV=2	FBL	16.5250627096624	16.2816121363787	17.9121024691777	16.8011877094161
Q08879	>sp|Q08879|FBLN1_MOUSE Fibulin-1 OS=Mus musculus OX=10090 GN=Fbln1 PE=1 SV=2	FBLN1	20.6746198806344	19.1728619742186	20.2044200299214	20.2933770977844
P37889	>sp|P37889|FBLN2_MOUSE Fibulin-2 OS=Mus musculus OX=10090 GN=Fbln2 PE=1 SV=2	FBLN2	21.301420516914	20.3842589726188	21.2583993288994	20.9759551245479
Q9WVH9	>sp|Q9WVH9|FBLN5_MOUSE Fibulin-5 OS=Mus musculus OX=10090 GN=Fbln5 PE=1 SV=1	FBLN5	19.6328244821202	18.8680037770494	19.5429177115071	19.3952603330011
Q501P1	>sp|Q501P1|FBLN7_MOUSE Fibulin-7 OS=Mus musculus OX=10090 GN=Fbln7 PE=1 SV=1	FBLN7	19.2463113966302	19.500040677413	18.7957431246727	18.9270765768098
Q61554	>sp|Q61554|FBN1_MOUSE Fibrillin-1 OS=Mus musculus OX=10090 GN=Fbn1 PE=1 SV=2	FBN1	19.9102529683445	17.9159921906462	19.4750550882931	19.3161455891813
Q61555	>sp|Q61555|FBN2_MOUSE Fibrillin-2 OS=Mus musculus OX=10090 GN=Fbn2 PE=1 SV=2	FBN2	20.4173122868171	18.8423777334313	19.8385813002699	19.6254376480129
Q78JE5	>sp|Q78JE5|FBX22_MOUSE F-box only protein 22 OS=Mus musculus OX=10090 GN=Fbxo22 PE=1 SV=2	FBXO22	16.4165254263217		16.4154120226566	
Q8BJL1	>sp|Q8BJL1|FBX30_MOUSE F-box only protein 30 OS=Mus musculus OX=10090 GN=Fbxo30 PE=1 SV=2	FBXO30	18.0008177630265	17.2782349873844	17.4660032645336	18.2621182212241
Q5DRQ8	>sp|Q5DRQ8|FCRLB_MOUSE Fc receptor-like B OS=Mus musculus OX=10090 GN=Fcrlb PE=2 SV=2	FCRLB	18.1651847108076	17.930180117737	18.2027701140299	17.9338854584138
Q920E5	>sp|Q920E5|FPPS_MOUSE Farnesyl pyrophosphate synthase OS=Mus musculus OX=10090 GN=Fdps PE=1 SV=1	FDPS	18.3020408975712	18.4381700351154	18.661606490839	18.7350451462353
P70451	>sp|P70451|FER_MOUSE Tyrosine-protein kinase Fer OS=Mus musculus OX=10090 GN=Fer PE=1 SV=2	FER	18.9441657400324			18.6832103853604
Q8CIB5	>sp|Q8CIB5|FERM2_MOUSE Fermitin family homolog 2 OS=Mus musculus OX=10090 GN=Fermt2 PE=1 SV=1	FERMT2	17.9426130215001	18.1015047696184	17.8231036758721	17.705703453761
Q91YN0	>sp|Q91YN0|FERY3_MOUSE FERRY endosomal RAB5 effector complex subunit 3 OS=Mus musculus OX=10090 GN=Ferry3 PE=1 SV=1	FERRY3	20.5832085116101		20.3199322599725	
Q9JJN1	>sp|Q9JJN1|FGF21_MOUSE Fibroblast growth factor 21 OS=Mus musculus OX=10090 GN=Fgf21 PE=1 SV=1	FGF21	19.855670301937	19.8518549450691	19.7336335015011	19.6427875343694
P16092	>sp|P16092|FGFR1_MOUSE Fibroblast growth factor receptor 1 OS=Mus musculus OX=10090 GN=Fgfr1 PE=1 SV=2	FGFR1	18.6467354507987	18.6491145090124	18.8288113004564	18.9945196166398
P12804	>sp|P12804|FGL2_MOUSE Fibroleukin OS=Mus musculus OX=10090 GN=Fgl2 PE=1 SV=1	FGL2		16.9186473178743	15.6555454729285	
P97807	>sp|P97807|FUMH_MOUSE Fumarate hydratase, mitochondrial OS=Mus musculus OX=10090 GN=Fh PE=1 SV=3	FH	18.8316521510702	19.2427342788117	19.1581612153364	18.838987831659
A2AEX8	>tr|A2AEX8|A2AEX8_MOUSE Isoform of P97447, Four and a half LIM domains 1 OS=Mus musculus OX=10090 GN=Fhl1 PE=1 SV=1	FHL1	17.2850898014734	16.0975123872499	16.90161220467	17.1302684585225
Q9R059	>sp|Q9R059|FHL3_MOUSE Four and a half LIM domains protein 3 OS=Mus musculus OX=10090 GN=Fhl3 PE=1 SV=2	FHL3	18.8882601445026	17.7655916758814	18.7022109311537	18.8007871618038
Q9CQS3	>sp|Q9CQS3|FIBIN_MOUSE Fin bud initiation factor homolog OS=Mus musculus OX=10090 GN=Fibin PE=2 SV=1	FIBIN	18.7233193830071		18.7922452147077	17.7654561528023
Q9CQ92	>sp|Q9CQ92|FIS1_MOUSE Mitochondrial fission 1 protein OS=Mus musculus OX=10090 GN=Fis1 PE=1 SV=1	FIS1	14.5749424660567			15.2853456087834
Q61576	>sp|Q61576|FKB10_MOUSE Peptidyl-prolyl cis-trans isomerase FKBP10 OS=Mus musculus OX=10090 GN=Fkbp10 PE=1 SV=2	FKBP10	20.1137466941685	19.8665299145695	19.995451786822	19.9112430761246
P59024	>sp|P59024|FKB14_MOUSE Peptidyl-prolyl cis-trans isomerase FKBP14 OS=Mus musculus OX=10090 GN=Fkbp14 PE=1 SV=1	FKBP14	21.3833835442822	21.343623568792	21.3021111916926	21.0868560717428
P26883	>sp|P26883|FKB1A_MOUSE Peptidyl-prolyl cis-trans isomerase FKBP1A OS=Mus musculus OX=10090 GN=Fkbp1a PE=1 SV=2	FKBP1A	21.0647998862459	21.3310058839044	21.2527260543396	21.3041601164176
P45878	>sp|P45878|FKBP2_MOUSE Peptidyl-prolyl cis-trans isomerase FKBP2 OS=Mus musculus OX=10090 GN=Fkbp2 PE=1 SV=1	FKBP2	20.3354343478888	20.1907642516102	19.7555273515257	20.0568891867297
Q62446	>sp|Q62446|FKBP3_MOUSE Peptidyl-prolyl cis-trans isomerase FKBP3 OS=Mus musculus OX=10090 GN=Fkbp3 PE=1 SV=2	FKBP3	19.1429072051555	19.6688598735757	19.3564266800269	19.7065884771121
P30416	>sp|P30416|FKBP4_MOUSE Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Mus musculus OX=10090 GN=Fkbp4 PE=1 SV=5	FKBP4	19.0514598535004	19.638824409561	19.1308081930745	19.2170233133452
O54998	>sp|O54998|FKBP7_MOUSE Peptidyl-prolyl cis-trans isomerase FKBP7 OS=Mus musculus OX=10090 GN=Fkbp7 PE=1 SV=1	FKBP7	20.0408844748009	18.6383630994537	18.5028288758879	18.293081143874
Q9Z247	>sp|Q9Z247|FKBP9_MOUSE Peptidyl-prolyl cis-trans isomerase FKBP9 OS=Mus musculus OX=10090 GN=Fkbp9 PE=1 SV=1	FKBP9	20.4165492218062	19.7700332927651	19.9149177876199	19.9173652040587
Q8BTM8	>sp|Q8BTM8|FLNA_MOUSE Filamin-A OS=Mus musculus OX=10090 GN=Flna PE=1 SV=5	FLNA	19.5963398303405	19.7953179864321	19.7261955457434	19.6529092613768
Q80X90	>sp|Q80X90|FLNB_MOUSE Filamin-B OS=Mus musculus OX=10090 GN=Flnb PE=1 SV=3	FLNB	19.0774211441476	18.9944543315244	18.9668131469885	18.93259392821
Q8VHX6	>sp|Q8VHX6|FLNC_MOUSE Filamin-C OS=Mus musculus OX=10090 GN=Flnc PE=1 SV=3	FLNC	20.3094477329053	20.3227362484763	20.1119844022471	20.4401559117101
Q8BLU0	>sp|Q8BLU0|FLRT2_MOUSE Leucine-rich repeat transmembrane protein FLRT2 OS=Mus musculus OX=10090 GN=Flrt2 PE=1 SV=1	FLRT2	17.6668509988667	18.4267131733237	17.8495919712448	18.3193637365501
P50608	>sp|P50608|FMOD_MOUSE Fibromodulin OS=Mus musculus OX=10090 GN=Fmod PE=2 SV=1	FMOD	22.3037510573135	22.1403438659785	22.2609869884636	22.0828762939569
A0A087WR50;Q3UHL6	>tr|A0A087WR50|A0A087WR50_MOUSE Isoform of P11276, Fibronectin OS=Mus musculus OX=10090 GN=Fn1 PE=1 SV=1;>tr|Q3UHL6|Q3UHL6_MOUSE Isoform of P11276, Fibronectin OS=Mus musculus OX=10090 GN=Fn1 PE=1 SV=1	FN1	21.2495728602432	20.6756911672355	20.8686701782707	20.8016821623628
A0A6I8MWX0	>tr|A0A6I8MWX0|A0A6I8MWX0_MOUSE Fibronectin type III domain containing 1 OS=Mus musculus OX=10090 GN=Fndc1 PE=1 SV=1	FNDC1	19.4463211304558	19.2328851377268	19.0727925283443	18.7302995966627
Q8BX90	>sp|Q8BX90|FND3A_MOUSE Fibronectin type-III domain-containing protein 3A OS=Mus musculus OX=10090 GN=Fndc3a PE=1 SV=3	FNDC3A	18.1572573065958	18.241119662358	18.225000858224	17.9476086642004
Q61239	>sp|Q61239|FNTA_MOUSE Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha OS=Mus musculus OX=10090 GN=Fnta PE=1 SV=1	FNTA	18.2090312190908	18.3876899859844	18.2597345950511	18.4355580820834
Q6NVD0	>sp|Q6NVD0|FREM2_MOUSE FRAS1-related extracellular matrix protein 2 OS=Mus musculus OX=10090 GN=Frem2 PE=1 SV=2	FREM2	19.1927072583927	18.8011530360801	19.2731356422732	19.1858439147839
A2AKB4	>sp|A2AKB4|FRPD1_MOUSE FERM and PDZ domain-containing protein 1 OS=Mus musculus OX=10090 GN=Frmpd1 PE=1 SV=1	FRMPD1	20.6545389052235	20.0750981260857	20.9568456519348	20.7780630775792
Q8K385	>sp|Q8K385|FRRS1_MOUSE Ferric-chelate reductase 1 OS=Mus musculus OX=10090 GN=FRRS1 PE=1 SV=1	FRRS1	19.5988284675723	19.9032670483869	19.6594954224409	19.6260675821626
Q61553	>sp|Q61553|FSCN1_MOUSE Fascin OS=Mus musculus OX=10090 GN=Fscn1 PE=1 SV=4	FSCN1	19.1748954674628	18.7749571330041	19.0019510311459	19.1206612020564
P47931	>sp|P47931|FST_MOUSE Follistatin OS=Mus musculus OX=10090 GN=Fst PE=2 SV=1	FST	20.1585474832544	19.7312815987174	20.6344934431548	20.2964621736645
Q62356	>sp|Q62356|FSTL1_MOUSE Follistatin-related protein 1 OS=Mus musculus OX=10090 GN=Fstl1 PE=1 SV=2	FSTL1	22.1047408577028	21.4436329387549	22.4759116763236	22.5549407645171
Q9EQC7	>sp|Q9EQC7|FSTL3_MOUSE Follistatin-related protein 3 OS=Mus musculus OX=10090 GN=Fstl3 PE=1 SV=1	FSTL3	19.4740922766141	19.0286088259816	19.2210478678463	18.9597913557825
P09528	>sp|P09528|FRIH_MOUSE Ferritin heavy chain OS=Mus musculus OX=10090 GN=Fth1 PE=1 SV=2	FTH1	18.29186999548	18.405923963338	18.3912992629516	18.4063991449614
Q9CPX4	>tr|Q9CPX4|Q9CPX4_MOUSE Isoform of P29391, Ferritin OS=Mus musculus OX=10090 GN=Ftl1 PE=1 SV=1	FTL1	20.1910033411945	20.4343885822058	19.8225581415092	19.7387617332875
Q8BGW1	>sp|Q8BGW1|FTO_MOUSE Alpha-ketoglutarate-dependent dioxygenase FTO OS=Mus musculus OX=10090 GN=Fto PE=1 SV=1	FTO	17.8338694552347	17.5473493272003	17.7250422149411	17.7182626994024
Q9DBE9	>sp|Q9DBE9|SPB1_MOUSE pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3 OS=Mus musculus OX=10090 GN=Ftsj3 PE=1 SV=1	FTSJ3	18.800158224564	18.6773288454342	18.1440271561073	18.2717299098944
Q91WJ8	>sp|Q91WJ8|FUBP1_MOUSE Far upstream element-binding protein 1 OS=Mus musculus OX=10090 GN=Fubp1 PE=1 SV=1	FUBP1	19.1035213928254	19.4166410667552	18.7298679518709	19.1600449458562
A2AJ72;Q3TIX6	>tr|A2AJ72|A2AJ72_MOUSE Far upstream element (FUSE) binding protein 3 OS=Mus musculus OX=10090 GN=Fubp3 PE=1 SV=1;>tr|Q3TIX6|Q3TIX6_MOUSE Isoform of A2AJ72, Far upstream element (FUSE) binding protein 3 OS=Mus musculus OX=10090 GN=Fubp3 PE=1 SV=1	FUBP3		17.7234726736465	17.8703465730602	
P56959	>sp|P56959|FUS_MOUSE RNA-binding protein FUS OS=Mus musculus OX=10090 GN=Fus PE=1 SV=1	FUS	17.5409550389916	18.6245797485013	17.8841698971072	18.1553945744045
Q8BHC9	>sp|Q8BHC9|FUT11_MOUSE Alpha-(1,3)-fucosyltransferase 11 OS=Mus musculus OX=10090 GN=Fut11 PE=1 SV=1	FUT11	20.6926498050013	20.7131032401245	20.3238241793896	19.8220812597996
Q61584	>sp|Q61584|FXR1_MOUSE RNA-binding protein FXR1 OS=Mus musculus OX=10090 GN=Fxr1 PE=1 SV=2	FXR1	19.0918122880091	19.3222553406962	19.0417273143195	19.0246190066631
A0A991EKZ2	>tr|A0A991EKZ2|A0A991EKZ2_MOUSE Isoform of Q9WVR4, FMR1 autosomal homolog 2 OS=Mus musculus OX=10090 GN=Fxr2 PE=1 SV=1	FXR2	17.1940193852962		17.2695371622485	16.9435276924718
P39688	>sp|P39688|FYN_MOUSE Tyrosine-protein kinase Fyn OS=Mus musculus OX=10090 GN=Fyn PE=1 SV=4	FYN		16.4239332126965	14.9561425458776	
Q9JIP6	>sp|Q9JIP6|FZD2_MOUSE Frizzled-2 OS=Mus musculus OX=10090 GN=Fzd2 PE=2 SV=1	FZD2	19.1248012855418	18.762114978961	19.2554592645876	19.2515976862723
P97855	>sp|P97855|G3BP1_MOUSE Ras GTPase-activating protein-binding protein 1 OS=Mus musculus OX=10090 GN=G3bp1 PE=1 SV=1	G3BP1	19.0556636517937	19.3213474404416	19.1281894987602	19.2598565738426
P97379	>sp|P97379|G3BP2_MOUSE Ras GTPase-activating protein-binding protein 2 OS=Mus musculus OX=10090 GN=G3bp2 PE=1 SV=2	G3BP2	19.2676158615556	18.9859776166055	18.3627984358561	17.9175312908388
Q00612	>sp|Q00612|G6PD1_MOUSE Glucose-6-phosphate 1-dehydrogenase X OS=Mus musculus OX=10090 GN=G6pdx PE=1 SV=3	G6PDX	16.7450084277821			15.492644572325
P70699	>sp|P70699|LYAG_MOUSE Lysosomal alpha-glucosidase OS=Mus musculus OX=10090 GN=Gaa PE=1 SV=2	GAA	18.6340664977606	18.9471247499252	18.7817208172687	18.567881474111
P60521	>sp|P60521|GBRL2_MOUSE Gamma-aminobutyric acid receptor-associated protein-like 2 OS=Mus musculus OX=10090 GN=Gabarapl2 PE=1 SV=1	GABARAPL2	17.9604721280603	18.4118125162232	18.5386544747473	18.7850926111434
Q00422	>sp|Q00422|GABPA_MOUSE GA-binding protein alpha chain OS=Mus musculus OX=10090 GN=Gabpa PE=1 SV=2	GABPA	16.5238480102216	16.0560103432842	16.6705476261404	17.0503161986424
Q9R0N0	>sp|Q9R0N0|GALK1_MOUSE Galactokinase OS=Mus musculus OX=10090 GN=Galk1 PE=1 SV=2	GALK1	18.5481785201889		17.645617884774	17.7443435404797
Q8K157	>sp|Q8K157|GALM_MOUSE Galactose mutarotase OS=Mus musculus OX=10090 GN=Galm PE=1 SV=1	GALM	16.2475678095913	16.4425826690716	16.2097330487291	15.9424935373408
Q571E4	>sp|Q571E4|GALNS_MOUSE N-acetylgalactosamine-6-sulfatase OS=Mus musculus OX=10090 GN=Galns PE=1 SV=2	GALNS	18.7074955605032	18.5562706744213	18.6665864707852	19.0109149167078
Q6P9S7	>sp|Q6P9S7|GLT10_MOUSE Polypeptide N-acetylgalactosaminyltransferase 10 OS=Mus musculus OX=10090 GN=Galnt10 PE=2 SV=1	GALNT10	19.296485328876	19.7163284489611	19.5888753510541	19.6367153183847
Q7TT15	>sp|Q7TT15|GLT17_MOUSE Polypeptide N-acetylgalactosaminyltransferase 17 OS=Mus musculus OX=10090 GN=Galnt17 PE=1 SV=1	GALNT17	18.2393602387864		18.2605004474556	18.5318987028056
Q6PB93	>sp|Q6PB93|GALT2_MOUSE Polypeptide N-acetylgalactosaminyltransferase 2 OS=Mus musculus OX=10090 GN=Galnt2 PE=1 SV=1	GALNT2	19.3614288774016	19.5074143400095	19.3881018056928	19.4225723127221
O08832	>sp|O08832|GALT4_MOUSE Polypeptide N-acetylgalactosaminyltransferase 4 OS=Mus musculus OX=10090 GN=Galnt4 PE=1 SV=1	GALNT4	19.4894623604391	19.1533209087737	19.3621772252358	19.5764221720346
Q8C102	>sp|Q8C102|GALT5_MOUSE Polypeptide N-acetylgalactosaminyltransferase 5 OS=Mus musculus OX=10090 GN=Galnt5 PE=2 SV=2	GALNT5	16.8520791308287		17.4186151603315	16.8739363046418
Q9D4M9	>sp|Q9D4M9|GLTL5_MOUSE Inactive polypeptide N-acetylgalactosaminyltransferase-like protein 5 OS=Mus musculus OX=10090 GN=Galntl5 PE=1 SV=2	GALNTL5	18.0387741526481	18.4099021176961	18.4461232483739	18.054797935835
O35969	>sp|O35969|GAMT_MOUSE Guanidinoacetate N-methyltransferase OS=Mus musculus OX=10090 GN=Gamt PE=1 SV=1	GAMT	20.1111416518117	19.8478205935591	19.6546818163006	19.6990381975991
Q8CA72	>sp|Q8CA72|GAN_MOUSE Gigaxonin OS=Mus musculus OX=10090 GN=Gan PE=1 SV=2	GAN	17.7361753305541	17.8227904717849	17.7689069918809	18.3131178023419
Q8BHN3	>sp|Q8BHN3|GANAB_MOUSE Neutral alpha-glucosidase AB OS=Mus musculus OX=10090 GN=Ganab PE=1 SV=1	GANAB	19.645812497038	19.8199966481131	19.3324636995679	19.4629653631376
P16858	>sp|P16858|G3P_MOUSE Glyceraldehyde-3-phosphate dehydrogenase OS=Mus musculus OX=10090 GN=Gapdh PE=1 SV=2	GAPDH	21.0732948439234	21.1377802062201	21.286986577828	20.9819474169343
Q64467	>sp|Q64467|G3PT_MOUSE Glyceraldehyde-3-phosphate dehydrogenase, testis-specific OS=Mus musculus OX=10090 GN=Gapdhs PE=1 SV=1	GAPDHS	18.9139530887201	18.0202881289106	17.6378113624	18.1412883335783
Q9CZD3	>sp|Q9CZD3|GARS_MOUSE Glycine--tRNA ligase OS=Mus musculus OX=10090 GN=Gars1 PE=1 SV=1	GARS1	18.6008978680276	18.6562740358802	18.6330608965743	18.6237662317791
Q64737	>sp|Q64737|PUR2_MOUSE Trifunctional purine biosynthetic protein adenosine-3 OS=Mus musculus OX=10090 GN=Gart PE=1 SV=3	GART	18.5857714796759	18.6310846447174	18.6778926101743	18.7441519776317
Q01721	>sp|Q01721|GAS1_MOUSE Growth arrest-specific protein 1 OS=Mus musculus OX=10090 GN=Gas1 PE=1 SV=2	GAS1	19.5130480644971	18.6641436671987	19.9785965289642	19.0153465347482
P11862	>sp|P11862|GAS2_MOUSE Growth arrest-specific protein 2 OS=Mus musculus OX=10090 GN=Gas2 PE=1 SV=1	GAS2	21.1324557038441			21.2654194833363
Q61592	>sp|Q61592|GAS6_MOUSE Growth arrest-specific protein 6 OS=Mus musculus OX=10090 GN=Gas6 PE=2 SV=2	GAS6	19.3427467862115	18.9423946563668	19.897134427831	19.7263187512974
Q3UPI1	>sp|Q3UPI1|GAK1B_MOUSE Golgi-associated kinase 1B OS=Mus musculus OX=10090 GN=Gask1b PE=2 SV=1	GASK1B	19.0303757617045	19.0020614259328	19.0760002209554	19.4384474137286
Q9D172	>sp|Q9D172|GAL3A_MOUSE Glutamine amidotransferase-like class 1 domain-containing protein 3, mitochondrial OS=Mus musculus OX=10090 GN=Gatd3 PE=1 SV=1	GATD3	19.0017992399187	18.9854025079075	19.3230357863872	
Q9D964	>sp|Q9D964|GATM_MOUSE Glycine amidinotransferase, mitochondrial OS=Mus musculus OX=10090 GN=Gatm PE=1 SV=1	GATM	17.4685674304833	17.2629094785704	16.424917906016	17.5042509225352
P17439	>sp|P17439|GBA1_MOUSE Lysosomal acid glucosylceramidase OS=Mus musculus OX=10090 GN=Gba1 PE=1 SV=1	GBA1	18.8271352220432	18.9200104376288	18.3136308664497	18.6106221256584
Q6DFZ1	>sp|Q6DFZ1|GBF1_MOUSE Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1 OS=Mus musculus OX=10090 GN=Gbf1 PE=1 SV=1	GBF1	17.9084682826383	16.7028003168706	18.3895514029012	17.9252817383981
P21614	>sp|P21614|VTDB_MOUSE Vitamin D-binding protein OS=Mus musculus OX=10090 GN=Gc PE=1 SV=2	GC	20.22601104348	18.9952692846684	20.1314125530648	19.6916266774694
P97494	>sp|P97494|GSH1_MOUSE Glutamate--cysteine ligase catalytic subunit OS=Mus musculus OX=10090 GN=Gclc PE=1 SV=4	GCLC	17.9295166078585	17.866971026388	17.465236908672	17.324276570546
O09172	>sp|O09172|GSH0_MOUSE Glutamate--cysteine ligase regulatory subunit OS=Mus musculus OX=10090 GN=Gclm PE=1 SV=1	GCLM		18.9705490004715	18.4453568809865	18.3284702480787
Q91WK5	>sp|Q91WK5|GCSH_MOUSE Glycine cleavage system H protein, mitochondrial OS=Mus musculus OX=10090 GN=Gcsh PE=1 SV=2	GCSH	20.3469754820919	20.3538526077381	19.8907582022878	20.1422963625421
Q9Z1W4	>sp|Q9Z1W4|GDF11_MOUSE Growth/differentiation factor 11 OS=Mus musculus OX=10090 GN=Gdf11 PE=1 SV=1	GDF11	18.4713270258216	17.4264984807746	18.5562488956693	17.6834836771574
P43028	>sp|P43028|GDF6_MOUSE Growth/differentiation factor 6 OS=Mus musculus OX=10090 GN=Gdf6 PE=2 SV=2	GDF6	19.5168600706047	19.7041943027449	19.3604922215061	18.9618740272231
P50396	>sp|P50396|GDIA_MOUSE Rab GDP dissociation inhibitor alpha OS=Mus musculus OX=10090 GN=Gdi1 PE=1 SV=3	GDI1	18.9462409428465	19.1702373456294	19.1526745626509	19.1336212363187
