protein_id	fasta_headers	gene_symbols_or_id	MS1d4-Exo	MS2d4-Exo	MW1d4-Exo	MW2d4-Exo
P56546	>sp|P56546|CTBP2_MOUSE C-terminal-binding protein 2 OS=Mus musculus OX=10090 GN=Ctbp2 PE=1 SV=2	CTBP2	14.861647028578	15.4558751826172	14.6851648703931	
P26231	>sp|P26231|CTNA1_MOUSE Catenin alpha-1 OS=Mus musculus OX=10090 GN=Ctnna1 PE=1 SV=1	CTNNA1	17.4310383225302	17.8241676302584	17.9273269214731	18.0116060400261
Q02248	>sp|Q02248|CTNB1_MOUSE Catenin beta-1 OS=Mus musculus OX=10090 GN=Ctnnb1 PE=1 SV=1	CTNNB1	18.1835076422574	18.3004679097498	18.1015842410332	18.0834291616181
P30999	>sp|P30999|CTND1_MOUSE Catenin delta-1 OS=Mus musculus OX=10090 GN=Ctnnd1 PE=1 SV=2	CTNND1	17.2968061268871	18.924570275457	17.8762422729387	18.2618348626574
P70698	>sp|P70698|PYRG1_MOUSE CTP synthase 1 OS=Mus musculus OX=10090 GN=Ctps1 PE=1 SV=2	CTPS1	17.6226933325459	17.8427438132178	17.7111465047612	17.4436345773041
P70303	>sp|P70303|PYRG2_MOUSE CTP synthase 2 OS=Mus musculus OX=10090 GN=Ctps2 PE=1 SV=1	CTPS2	15.5383586048841	16.2167952970988	15.807034258394	17.0689381585067
Q9ER05	>tr|Q9ER05|Q9ER05_MOUSE Chymopasin OS=Mus musculus OX=10090 GN=Ctrl PE=1 SV=1	CTRL	19.8723529817312	19.1810235600823	19.5419957827928	20.8295544094622
P16675	>sp|P16675|PPGB_MOUSE Lysosomal protective protein OS=Mus musculus OX=10090 GN=Ctsa PE=1 SV=1	CTSA	17.8952492189835	18.5650446392369	18.6420001581063	17.9049224408874
P10605	>sp|P10605|CATB_MOUSE Cathepsin B OS=Mus musculus OX=10090 GN=Ctsb PE=1 SV=2	CTSB	17.7579565721796	16.8498132408161	17.552782882226	17.3117188817497
P18242	>sp|P18242|CATD_MOUSE Cathepsin D OS=Mus musculus OX=10090 GN=Ctsd PE=1 SV=1	CTSD	18.7420567038024	19.4131169340643	19.5508915632535	18.4423685292372
P06797	>sp|P06797|CATL1_MOUSE Procathepsin L OS=Mus musculus OX=10090 GN=Ctsl PE=1 SV=2	CTSL	19.8794487700408	18.4233711514696	19.6974431174342	20.4817567225446
Q9WUU7	>sp|Q9WUU7|CATZ_MOUSE Cathepsin Z OS=Mus musculus OX=10090 GN=Ctsz PE=1 SV=1	CTSZ	17.1777360224861	17.8002903905681	17.8004436508189	17.6248186004511
P40224	>sp|P40224|SDF1_MOUSE Stromal cell-derived factor 1 OS=Mus musculus OX=10090 GN=Cxcl12 PE=2 SV=2	CXCL12	19.5285455116331	20.3472810677207	19.1464360070828	18.4919196725231
P56395	>sp|P56395|CYB5_MOUSE Cytochrome b5 OS=Mus musculus OX=10090 GN=Cyb5a PE=1 SV=2	CYB5A	15.216600858962			16.228955786112
Q9DCN2	>sp|Q9DCN2|NB5R3_MOUSE NADH-cytochrome b5 reductase 3 OS=Mus musculus OX=10090 GN=Cyb5r3 PE=1 SV=3	CYB5R3	17.0195251270794	17.9147590337833	17.20006747826	
P62897	>sp|P62897|CYC_MOUSE Cytochrome c, somatic OS=Mus musculus OX=10090 GN=Cycs PE=1 SV=2	CYCS	18.1770003547614	18.0688022336763	18.7464899473504	19.0152107849525
Q7TMB8	>sp|Q7TMB8|CYFP1_MOUSE Cytoplasmic FMR1-interacting protein 1 OS=Mus musculus OX=10090 GN=Cyfip1 PE=1 SV=1	CYFIP1	16.9395019133475	17.8898408145963	16.8412114097492	16.5753894081588
Q62165	>sp|Q62165|DAG1_MOUSE Dystroglycan 1 OS=Mus musculus OX=10090 GN=Dag1 PE=1 SV=4	DAG1	17.0638585720694	16.8092233918166	17.1969953039073	17.2284842357745
Q922B2	>sp|Q922B2|SYDC_MOUSE Aspartate--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Dars1 PE=1 SV=2	DARS1	17.3746913266982	17.8826934762403	17.2927593996941	16.2072811597856
P31786	>sp|P31786|ACBP_MOUSE Acyl-CoA-binding protein OS=Mus musculus OX=10090 GN=Dbi PE=1 SV=2	DBI	18.8127514624487	19.4713328326268	19.3452556555019	20.0553560829243
Q62418	>sp|Q62418|DBNL_MOUSE Drebrin-like protein OS=Mus musculus OX=10090 GN=Dbnl PE=1 SV=2	DBNL	17.3017246948342	18.044344682201	18.3365462972854	
Q8N7N5	>sp|Q8N7N5|DCAF8_MOUSE DDB1- and CUL4-associated factor 8 OS=Mus musculus OX=10090 GN=Dcaf8 PE=1 SV=1	DCAF8	16.9371882711712	16.7882667195792	16.7025207324374	
Q9JLM8	>sp|Q9JLM8|DCLK1_MOUSE Serine/threonine-protein kinase DCLK1 OS=Mus musculus OX=10090 GN=Dclk1 PE=1 SV=1	DCLK1	17.8940430814864	17.2711776544642	18.4233612039014	18.4590370257505
P28654	>sp|P28654|PGS2_MOUSE Decorin OS=Mus musculus OX=10090 GN=Dcn PE=1 SV=1	DCN	16.225565356729	16.9823472180257	17.1614531770761	17.3744346644538
Q99KJ8	>sp|Q99KJ8|DCTN2_MOUSE Dynactin subunit 2 OS=Mus musculus OX=10090 GN=Dctn2 PE=1 SV=3	DCTN2	17.4301368149409	17.6913728154242	18.4479211256389	18.2710900169722
Q9CWS0	>sp|Q9CWS0|DDAH1_MOUSE N(G),N(G)-dimethylarginine dimethylaminohydrolase 1 OS=Mus musculus OX=10090 GN=Ddah1 PE=1 SV=3	DDAH1	18.8026187293805	18.4280304455421	18.8468576969723	17.3840666593993
Q99LD8	>sp|Q99LD8|DDAH2_MOUSE Putative hydrolase DDAH2 OS=Mus musculus OX=10090 GN=Ddah2 PE=1 SV=1	DDAH2	18.1838074988452	18.4517776489305	18.5171610362798	17.9094266976202
Q3U1J4	>sp|Q3U1J4|DDB1_MOUSE DNA damage-binding protein 1 OS=Mus musculus OX=10090 GN=Ddb1 PE=1 SV=2	DDB1	18.544190494522	19.1480449564588	18.2765150905362	17.465759898396
O54734	>sp|O54734|OST48_MOUSE Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Mus musculus OX=10090 GN=Ddost PE=1 SV=2	DDOST	17.4532110841365		18.4239172127436	
O35215	>sp|O35215|DOPD_MOUSE D-dopachrome decarboxylase OS=Mus musculus OX=10090 GN=Ddt PE=1 SV=3	DDT		19.0255453203584	20.03134031785	
Q91VR5	>sp|Q91VR5|DDX1_MOUSE ATP-dependent RNA helicase DDX1 OS=Mus musculus OX=10090 GN=Ddx1 PE=1 SV=1	DDX1	18.164467957413	17.5237049001429	18.1141699601096	18.1550428024336
Q501J6	>sp|Q501J6|DDX17_MOUSE Probable ATP-dependent RNA helicase DDX17 OS=Mus musculus OX=10090 GN=Ddx17 PE=1 SV=1	DDX17	17.8393767874542	18.0317194272812	17.6919843869829	17.7935131127809
Q9JIK5	>sp|Q9JIK5|DDX21_MOUSE Nucleolar RNA helicase 2 OS=Mus musculus OX=10090 GN=Ddx21 PE=1 SV=3	DDX21		17.4649277800771	16.80861113473	17.4751202428121
Q9Z1N5	>sp|Q9Z1N5|DX39B_MOUSE Spliceosome RNA helicase Ddx39b OS=Mus musculus OX=10090 GN=Ddx39b PE=1 SV=1	DDX39B	18.9070400736354	18.6926927977645	18.9967391265344	18.9730797023518
Q62167	>sp|Q62167|DDX3X_MOUSE ATP-dependent RNA helicase DDX3X OS=Mus musculus OX=10090 GN=Ddx3x PE=1 SV=3	DDX3X	19.3042567942295	19.0240161209269	18.9894565651664	18.769693457875
Q61656	>sp|Q61656|DDX5_MOUSE Probable ATP-dependent RNA helicase DDX5 OS=Mus musculus OX=10090 GN=Ddx5 PE=1 SV=2	DDX5	17.7927685049335	17.6626211280838	17.7331966442874	17.9478154050734
Q99MJ9	>sp|Q99MJ9|DDX50_MOUSE ATP-dependent RNA helicase DDX50 OS=Mus musculus OX=10090 GN=Ddx50 PE=2 SV=1	DDX50	17.1391395224485	17.4858187696599	16.7410625707755	
P54823	>sp|P54823|DDX6_MOUSE Probable ATP-dependent RNA helicase DDX6 OS=Mus musculus OX=10090 GN=Ddx6 PE=1 SV=1	DDX6	19.5420878122728		19.3671753759479	
Q7TNV0	>sp|Q7TNV0|DEK_MOUSE Protein DEK OS=Mus musculus OX=10090 GN=Dek PE=1 SV=1	DEK	16.9301197539115		16.7223987265089	
P31001	>sp|P31001|DESM_MOUSE Desmin OS=Mus musculus OX=10090 GN=Des PE=1 SV=3	DES	19.1298288992986	18.7000070364596	19.0744331857676	19.6028017790616
O35286	>sp|O35286|DHX15_MOUSE ATP-dependent RNA helicase DHX15 OS=Mus musculus OX=10090 GN=Dhx15 PE=1 SV=2	DHX15		15.6727150626922	16.1515184626107	17.6751346715863
O70133	>sp|O70133|DHX9_MOUSE ATP-dependent RNA helicase A OS=Mus musculus OX=10090 GN=Dhx9 PE=1 SV=2	DHX9	15.9673171771938	17.3256757619205	16.3241661491641	
Q3UH60	>sp|Q3UH60|DIP2B_MOUSE Disco-interacting protein 2 homolog B OS=Mus musculus OX=10090 GN=Dip2b PE=1 SV=1	DIP2B	16.7273621243208	17.130724070905	15.9625785249427	
B7ZMZ7	>tr|B7ZMZ7|B7ZMZ7_MOUSE Isoform of E9PWR4, Dip2c protein OS=Mus musculus OX=10090 GN=Dip2c PE=1 SV=1	DIP2C	17.4592670570959	17.0914493982257	17.1497273970056	
Q811D0	>sp|Q811D0|DLG1_MOUSE Disks large homolog 1 OS=Mus musculus OX=10090 GN=Dlg1 PE=1 SV=1	DLG1	17.7857045379326	17.7025954094014	17.93826095879	17.560283321932
B1AZP2	>sp|B1AZP2|DLGP4_MOUSE Disks large-associated protein 4 OS=Mus musculus OX=10090 GN=Dlgap4 PE=1 SV=1	DLGAP4	17.0027290912536	16.7839082913685	17.3518986449667	17.7793732242258
Q9D2G2	>sp|Q9D2G2|ODO2_MOUSE Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Mus musculus OX=10090 GN=Dlst PE=1 SV=1	DLST	16.1220622770827	16.2253141693507	16.3473724900324	
Q3V0Q1	>sp|Q3V0Q1|DYH12_MOUSE Dynein axonemal heavy chain 12 OS=Mus musculus OX=10090 GN=Dnah12 PE=1 SV=2	DNAH12	17.6960026126711	16.7246848617926	17.1371723023548	18.5974926279964
P63037	>sp|P63037|DNJA1_MOUSE DnaJ homolog subfamily A member 1 OS=Mus musculus OX=10090 GN=Dnaja1 PE=1 SV=1	DNAJA1	18.2296203953129	18.7607765519425	18.4732482096729	17.5682887340862
Q9QYJ0	>sp|Q9QYJ0|DNJA2_MOUSE DnaJ homolog subfamily A member 2 OS=Mus musculus OX=10090 GN=Dnaja2 PE=1 SV=1	DNAJA2	18.0779750249959	17.7563628765551	17.9457562047011	17.9067107006349
Q99M87	>sp|Q99M87|DNJA3_MOUSE DnaJ homolog subfamily A member 3, mitochondrial OS=Mus musculus OX=10090 GN=Dnaja3 PE=1 SV=1	DNAJA3	18.3308470890035			18.703448413385
Q99KV1	>sp|Q99KV1|DJB11_MOUSE DnaJ homolog subfamily B member 11 OS=Mus musculus OX=10090 GN=Dnajb11 PE=1 SV=1	DNAJB11	16.4146933970661	16.2264059351478	16.4512141338351	
O54946	>sp|O54946|DNJB6_MOUSE DnaJ homolog subfamily B member 6 OS=Mus musculus OX=10090 GN=Dnajb6 PE=1 SV=4	DNAJB6		17.5084222847046	18.0484298654807	
D4AFX7;G3X922	>tr|D4AFX7|D4AFX7_MOUSE DnaJ heat shock protein family (Hsp40) member C13 OS=Mus musculus OX=10090 GN=Dnajc13 PE=1 SV=1;>tr|G3X922|G3X922_MOUSE Isoform of D4AFX7, DnaJ heat shock protein family (Hsp40) member C13 OS=Mus musculus OX=10090 GN=Dnajc13 PE=1 SV=1	DNAJC13	17.323421552731	17.4013190516467	17.4616439709219	18.5421020751971
Q8K1M6	>sp|Q8K1M6|DNM1L_MOUSE Dynamin-1-like protein OS=Mus musculus OX=10090 GN=Dnm1l PE=1 SV=3	DNM1L	17.890724556354	17.9820044663958	18.0803031276543	16.5931805388148
P39054	>sp|P39054|DYN2_MOUSE Dynamin-2 OS=Mus musculus OX=10090 GN=Dnm2 PE=1 SV=2	DNM2	18.3094232756177	18.6442883712389	18.8083726371501	18.221358093034
Q9Z2W0	>sp|Q9Z2W0|DNPEP_MOUSE Aspartyl aminopeptidase OS=Mus musculus OX=10090 GN=Dnpep PE=1 SV=2	DNPEP	17.5408757569434	18.2971384126638	17.8107265489308	16.8001197407478
B2RY04	>sp|B2RY04|DOCK5_MOUSE Dedicator of cytokinesis protein 5 OS=Mus musculus OX=10090 GN=Dock5 PE=1 SV=2	DOCK5	16.2915477981019	16.497414438331	15.8777193882728	17.0879011399872
Q8R1A4	>sp|Q8R1A4|DOCK7_MOUSE Dedicator of cytokinesis protein 7 OS=Mus musculus OX=10090 GN=Dock7 PE=1 SV=3	DOCK7	16.8528860556474			16.8782628583268
P31428	>sp|P31428|DPEP1_MOUSE Dipeptidase 1 OS=Mus musculus OX=10090 GN=Dpep1 PE=1 SV=2	DPEP1	18.8947207947633	19.5630046291493	19.1636545762708	18.4024393137846
Q99KK7	>sp|Q99KK7|DPP3_MOUSE Dipeptidyl peptidase 3 OS=Mus musculus OX=10090 GN=Dpp3 PE=1 SV=2	DPP3		16.1981713308266	15.861758631512	
O08553	>sp|O08553|DPYL2_MOUSE Dihydropyrimidinase-related protein 2 OS=Mus musculus OX=10090 GN=Dpysl2 PE=1 SV=2	DPYSL2	18.3692303791593	18.3838677298571	18.4378973466997	18.2983775854993
E9PWE8	>tr|E9PWE8|E9PWE8_MOUSE Isoform of Q62188, Dihydropyrimidinase-like 3 OS=Mus musculus OX=10090 GN=Dpysl3 PE=1 SV=1	DPYSL3	18.0533020768386	18.3742096342557	18.5034964504237	18.1743130003252
P55849	>sp|P55849|DSC1_MOUSE Desmocollin-1 OS=Mus musculus OX=10090 GN=Dsc1 PE=1 SV=2	DSC1	19.3811707261023	17.2194544450939	19.4786997253976	20.3286023395318
E9Q557	>sp|E9Q557|DESP_MOUSE Desmoplakin OS=Mus musculus OX=10090 GN=Dsp PE=1 SV=1	DSP	17.0695070753669	17.3817918866879	16.3544534188134	16.8465430839287
Q9R0P5	>sp|Q9R0P5|DEST_MOUSE Destrin OS=Mus musculus OX=10090 GN=Dstn PE=1 SV=3	DSTN	20.1856877949793	19.2798425439495	20.0998955029703	20.9868821742882
Q9D7X3	>sp|Q9D7X3|DUS3_MOUSE Dual specificity protein phosphatase 3 OS=Mus musculus OX=10090 GN=Dusp3 PE=1 SV=1	DUSP3	17.6151392965041	18.0392754020899	17.3878202263763	17.4794724426777
Q9CQ43	>sp|Q9CQ43|DUT_MOUSE Deoxyuridine 5'-triphosphate nucleotidohydrolase OS=Mus musculus OX=10090 GN=Dut PE=1 SV=1	DUT	18.5762813977864	16.3975734184323	18.4044712950571	19.3391683146265
Q9JHU4	>sp|Q9JHU4|DYHC1_MOUSE Cytoplasmic dynein 1 heavy chain 1 OS=Mus musculus OX=10090 GN=Dync1h1 PE=1 SV=2	DYNC1H1	17.4528491297352	17.7392891079343	17.3910234434085	17.0975092450094
O88487	>sp|O88487|DC1I2_MOUSE Cytoplasmic dynein 1 intermediate chain 2 OS=Mus musculus OX=10090 GN=Dync1i2 PE=1 SV=1	DYNC1I2	18.7143263812161			19.1196287436928
Q8R1Q8	>sp|Q8R1Q8|DC1L1_MOUSE Cytoplasmic dynein 1 light intermediate chain 1 OS=Mus musculus OX=10090 GN=Dync1li1 PE=1 SV=1	DYNC1LI1		16.4280886641605	17.2270447198685	18.0410240053791
P63168	>sp|P63168|DYL1_MOUSE Dynein light chain 1, cytoplasmic OS=Mus musculus OX=10090 GN=Dynll1 PE=1 SV=1	DYNLL1	18.5820855406177	18.2087815429571	18.4215246802097	
P62627	>sp|P62627|DLRB1_MOUSE Dynein light chain roadblock-type 1 OS=Mus musculus OX=10090 GN=Dynlrb1 PE=1 SV=3	DYNLRB1	17.8675423566936	19.4768241324311	18.6124073134496	
Q61214	>sp|Q61214|DYR1A_MOUSE Dual specificity tyrosine-phosphorylation-regulated kinase 1A OS=Mus musculus OX=10090 GN=Dyrk1a PE=1 SV=1	DYRK1A	15.556083874974	16.3466299731856	16.8253008137266	17.0545610827864
A0A0N4SUJ2;A0A0N4SUN3;A0A0N4SVX9;E9PXU9	>tr|A0A0N4SUJ2|A0A0N4SUJ2_MOUSE Isoform of Q9ESD7, Dysferlin OS=Mus musculus OX=10090 GN=Dysf PE=1 SV=1;>tr|A0A0N4SUN3|A0A0N4SUN3_MOUSE Isoform of Q9ESD7, Dysferlin OS=Mus musculus OX=10090 GN=Dysf PE=1 SV=1;>tr|A0A0N4SVX9|A0A0N4SVX9_MOUSE Isoform of Q9ESD7, Dysferlin OS=Mus musculus OX=10090 GN=Dysf PE=1 SV=1;>tr|E9PXU9|E9PXU9_MOUSE Isoform of Q9ESD7, Dysferlin OS=Mus musculus OX=10090 GN=Dysf PE=1 SV=1	DYSF	16.6901217406293	18.5405869597508	18.6149468429544	17.141363428959
Q61508	>sp|Q61508|ECM1_MOUSE Extracellular matrix protein 1 OS=Mus musculus OX=10090 GN=Ecm1 PE=1 SV=2	ECM1	16.5358334984739	16.5754023524692	16.9490170707515	
Q99LS0	>sp|Q99LS0|AUGN_MOUSE Augurin OS=Mus musculus OX=10090 GN=Ecrg4 PE=1 SV=2	ECRG4		15.3913078692797	14.6323274515059	
O35474	>sp|O35474|EDIL3_MOUSE EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Mus musculus OX=10090 GN=Edil3 PE=1 SV=2	EDIL3	18.9081954433127	19.8001581376581	19.8844430508845	18.1739926256448
P10126	>sp|P10126|EF1A1_MOUSE Elongation factor 1-alpha 1 OS=Mus musculus OX=10090 GN=Eef1a1 PE=1 SV=3	EEF1A1	20.2872890721734	20.1035893644292	20.3693414274244	20.3355788992347
O70251	>sp|O70251|EF1B_MOUSE Elongation factor 1-beta OS=Mus musculus OX=10090 GN=Eef1b PE=1 SV=5	EEF1B	20.1511424253128	19.3413597227967	20.714039758465	20.6605537766603
A0A0R4J1E2;Q80T06	>tr|A0A0R4J1E2|A0A0R4J1E2_MOUSE Isoform of P57776, Elongation factor 1-delta OS=Mus musculus OX=10090 GN=Eef1d PE=1 SV=1;>tr|Q80T06|Q80T06_MOUSE Isoform of P57776, Elongation factor 1-delta OS=Mus musculus OX=10090 GN=Eef1d PE=1 SV=1	EEF1D	19.458568889055	19.1899652238473	19.6995246661364	20.1187973819968
Q9D1M4	>sp|Q9D1M4|MCA3_MOUSE Eukaryotic translation elongation factor 1 epsilon-1 OS=Mus musculus OX=10090 GN=Eef1e1 PE=1 SV=1	EEF1E1		15.4163517029547	15.0843204198234	
Q9D8N0	>sp|Q9D8N0|EF1G_MOUSE Elongation factor 1-gamma OS=Mus musculus OX=10090 GN=Eef1g PE=1 SV=3	EEF1G	18.7106379189161	19.0456161908141	18.8840111799362	18.8887414665788
P58252	>sp|P58252|EF2_MOUSE Elongation factor 2 OS=Mus musculus OX=10090 GN=Eef2 PE=1 SV=2	EEF2	18.8472110225446	19.0378378593689	19.0317988774881	19.3693847399033
Q9WVJ9	>sp|Q9WVJ9|FBLN4_MOUSE EGF-containing fibulin-like extracellular matrix protein 2 OS=Mus musculus OX=10090 GN=Efemp2 PE=1 SV=1	EFEMP2	17.4195152758937	17.4940534340047	17.1867121410072	17.608212710649
Q8C0D5	>sp|Q8C0D5|EFL1_MOUSE Elongation factor-like GTPase 1 OS=Mus musculus OX=10090 GN=Efl1 PE=1 SV=1	EFL1	15.8187488110655	16.8080333748074	16.6875532520941	
Q01279	>sp|Q01279|EGFR_MOUSE Epidermal growth factor receptor OS=Mus musculus OX=10090 GN=Egfr PE=1 SV=1	EGFR	17.3190793314263	17.5843956806122	17.419362423902	17.3854163080225
Q99MS7	>sp|Q99MS7|EH1L1_MOUSE EH domain-binding protein 1-like protein 1 OS=Mus musculus OX=10090 GN=Ehbp1l1 PE=1 SV=1	EHBP1L1		16.5979386473874	18.1331478793592	19.1319699427829
Q9WVK4	>sp|Q9WVK4|EHD1_MOUSE EH domain-containing protein 1 OS=Mus musculus OX=10090 GN=Ehd1 PE=1 SV=1	EHD1	18.9344790010493	19.1401769912317	18.7491904373744	18.2610087554259
Q8BH64	>sp|Q8BH64|EHD2_MOUSE EH domain-containing protein 2 OS=Mus musculus OX=10090 GN=Ehd2 PE=1 SV=1	EHD2		17.5829971984441	17.2405655311558	
Q9EQP2	>sp|Q9EQP2|EHD4_MOUSE EH domain-containing protein 4 OS=Mus musculus OX=10090 GN=Ehd4 PE=1 SV=1	EHD4	19.5180221896893	19.7879201218104	19.3674703381396	18.8499368612882
Q8BMJ3	>sp|Q8BMJ3|IF1AX_MOUSE Eukaryotic translation initiation factor 1A, X-chromosomal OS=Mus musculus OX=10090 GN=Eif1ax PE=2 SV=3	EIF1AX	17.5254814771809	16.1871041764458	18.0123853081183	17.9692003784477
Q8BJW6	>sp|Q8BJW6|EIF2A_MOUSE Eukaryotic translation initiation factor 2A OS=Mus musculus OX=10090 GN=Eif2a PE=1 SV=2	EIF2A	15.1127874063887	16.055842444809	15.6605456991106	16.9808240140838
Q6ZWX6	>sp|Q6ZWX6|IF2A_MOUSE Eukaryotic translation initiation factor 2 subunit 1 OS=Mus musculus OX=10090 GN=Eif2s1 PE=1 SV=3	EIF2S1	17.892016249795	17.9737950481433	18.0340636587649	17.7203360419216
Q9Z0N1	>sp|Q9Z0N1|IF2G_MOUSE Eukaryotic translation initiation factor 2 subunit 3, X-linked OS=Mus musculus OX=10090 GN=Eif2s3x PE=1 SV=2	EIF2S3X	18.1805508566447	18.1155658181036	18.2782280818045	18.3623416866635
P23116	>sp|P23116|EIF3A_MOUSE Eukaryotic translation initiation factor 3 subunit A OS=Mus musculus OX=10090 GN=Eif3a PE=1 SV=5	EIF3A	17.3706732733315	17.7615689362413	17.6256768548665	
Q8R1B4	>sp|Q8R1B4|EIF3C_MOUSE Eukaryotic translation initiation factor 3 subunit C OS=Mus musculus OX=10090 GN=Eif3c PE=1 SV=1	EIF3C	17.5320062323033	17.5534828218401	17.1118448222594	17.5017739980447
O70194	>sp|O70194|EIF3D_MOUSE Eukaryotic translation initiation factor 3 subunit D OS=Mus musculus OX=10090 GN=Eif3d PE=1 SV=2	EIF3D	18.4813393153175	18.2523084609241	18.2465790432519	19.6145385311551
P60229	>sp|P60229|EIF3E_MOUSE Eukaryotic translation initiation factor 3 subunit E OS=Mus musculus OX=10090 GN=Eif3e PE=1 SV=1	EIF3E	17.7445398049605	18.0961279280652	17.528175687271	17.6516624778619
Q9DCH4	>sp|Q9DCH4|EIF3F_MOUSE Eukaryotic translation initiation factor 3 subunit F OS=Mus musculus OX=10090 GN=Eif3f PE=1 SV=2	EIF3F		16.3074785851807	15.5824523221897	
Q9Z1D1	>sp|Q9Z1D1|EIF3G_MOUSE Eukaryotic translation initiation factor 3 subunit G OS=Mus musculus OX=10090 GN=Eif3g PE=1 SV=2	EIF3G	17.776189472046	17.809955103619	19.0259219820441	19.0471420978727
Q9QZD9	>sp|Q9QZD9|EIF3I_MOUSE Eukaryotic translation initiation factor 3 subunit I OS=Mus musculus OX=10090 GN=Eif3i PE=1 SV=1	EIF3I	17.749816473209	18.2413912949995	18.1743311378917	18.1095666281915
Q3UGC7;Q66JS6	>sp|Q3UGC7|EI3JA_MOUSE Eukaryotic translation initiation factor 3 subunit J-A OS=Mus musculus OX=10090 GN=Eif3j1 PE=2 SV=1;>sp|Q66JS6|EI3JB_MOUSE Eukaryotic translation initiation factor 3 subunit J-B OS=Mus musculus OX=10090 GN=Eif3j2 PE=1 SV=1	EIF3J1;EIF3J2	20.9248937568062			20.530664051997
Q8QZY1	>sp|Q8QZY1|EIF3L_MOUSE Eukaryotic translation initiation factor 3 subunit L OS=Mus musculus OX=10090 GN=Eif3l PE=1 SV=1	EIF3L	16.6404457681641	17.1430167055428	15.1609368285288	
Q99JX4	>sp|Q99JX4|EIF3M_MOUSE Eukaryotic translation initiation factor 3 subunit M OS=Mus musculus OX=10090 GN=Eif3m PE=1 SV=1	EIF3M		16.2362448922783	16.3911730460135	
P60843	>sp|P60843|IF4A1_MOUSE Eukaryotic initiation factor 4A-I OS=Mus musculus OX=10090 GN=Eif4a1 PE=1 SV=1	EIF4A1	19.3694723248409	19.675438275524	19.5093386563512	19.6481005357743
Q91VC3	>sp|Q91VC3|IF4A3_MOUSE Eukaryotic initiation factor 4A-III OS=Mus musculus OX=10090 GN=Eif4a3 PE=1 SV=3	EIF4A3	18.4625486233347		18.5989311290932	19.3758175263059
Q8BGD9	>sp|Q8BGD9|IF4B_MOUSE Eukaryotic translation initiation factor 4B OS=Mus musculus OX=10090 GN=Eif4b PE=1 SV=1	EIF4B	18.1158177985622	16.5062842934468	17.3795507526474	
P63073	>sp|P63073|IF4E_MOUSE Eukaryotic translation initiation factor 4E OS=Mus musculus OX=10090 GN=Eif4e PE=1 SV=1	EIF4E	16.6939909265684	17.5525030855669	16.9154835696417	
Q9WUK2	>sp|Q9WUK2|IF4H_MOUSE Eukaryotic translation initiation factor 4H OS=Mus musculus OX=10090 GN=Eif4h PE=1 SV=3	EIF4H		16.9553071595496	17.1998614992789	18.3779529011264
P59325	>sp|P59325|IF5_MOUSE Eukaryotic translation initiation factor 5 OS=Mus musculus OX=10090 GN=Eif5 PE=1 SV=1	EIF5	17.7406043522131	18.2244627465564	18.2961697187819	18.260506908921
P63242	>sp|P63242|IF5A1_MOUSE Eukaryotic translation initiation factor 5A-1 OS=Mus musculus OX=10090 GN=Eif5a PE=1 SV=2	EIF5A	18.3174272097622	18.2352461154086	18.594212147423	18.308009928008
O55135	>sp|O55135|IF6_MOUSE Eukaryotic translation initiation factor 6 OS=Mus musculus OX=10090 GN=Eif6 PE=1 SV=2	EIF6	18.7706049107675	18.578266252547	18.3899980486491	17.7433764535292
P70372	>sp|P70372|ELAV1_MOUSE ELAV-like protein 1 OS=Mus musculus OX=10090 GN=Elavl1 PE=1 SV=2	ELAVL1	17.9301551933017	17.5293394535906	18.4786409764768	19.0284755985349
Q8BHL5	>sp|Q8BHL5|ELMO2_MOUSE Engulfment and cell motility protein 2 OS=Mus musculus OX=10090 GN=Elmo2 PE=1 SV=1	ELMO2	17.5413743704194	18.568939694977	17.7536130141632	
P54320	>sp|P54320|ELN_MOUSE Elastin OS=Mus musculus OX=10090 GN=Eln PE=1 SV=2	ELN	18.8113286842918	17.5689441261205	18.6569713295806	19.4037644011556
P62869	>sp|P62869|ELOB_MOUSE Elongin-B OS=Mus musculus OX=10090 GN=Elob PE=1 SV=1	ELOB	16.2676260602292	17.8937197783733	17.449309380712	18.0151988311668
P83940	>sp|P83940|ELOC_MOUSE Elongin-C OS=Mus musculus OX=10090 GN=Eloc PE=1 SV=1	ELOC	16.5858672536347	17.2197570752351	16.1944757760152	
Q7TT37	>sp|Q7TT37|ELP1_MOUSE Elongator complex protein 1 OS=Mus musculus OX=10090 GN=Elp1 PE=1 SV=2	ELP1	17.5433655918938		17.3665236713364	
P21995	>sp|P21995|EMB_MOUSE Embigin OS=Mus musculus OX=10090 GN=Emb PE=1 SV=2	EMB	19.4597566303636	19.5839352597526	19.449585709074	19.6343047269148
Q9CRD2	>sp|Q9CRD2|EMC2_MOUSE ER membrane protein complex subunit 2 OS=Mus musculus OX=10090 GN=Emc2 PE=1 SV=1	EMC2		15.4825628328373	16.4287634503406	
O08579	>sp|O08579|EMD_MOUSE Emerin OS=Mus musculus OX=10090 GN=Emd PE=1 SV=1	EMD	17.9085495834368		17.0808186455207	18.9218563255196
