protein_id	fasta_headers	gene_symbols_or_id	FS1-L	FS2-L	FW1-L	FW2-L
Q99J47	>sp|Q99J47|DRS7B_MOUSE Dehydrogenase/reductase SDR family member 7B OS=Mus musculus OX=10090 GN=Dhrs7b PE=1 SV=1	DHRS7B	21.8081609642646	22.25048935339	21.4245795575195	21.6821576356736
O35286	>sp|O35286|DHX15_MOUSE ATP-dependent RNA helicase DHX15 OS=Mus musculus OX=10090 GN=Dhx15 PE=1 SV=2	DHX15	20.3643109717878	19.6551531235994	19.0343317417745	19.5016501446466
Q6PGC1	>sp|Q6PGC1|DHX29_MOUSE ATP-dependent RNA helicase DHX29 OS=Mus musculus OX=10090 GN=Dhx29 PE=1 SV=1	DHX29	19.4424603037123	19.7547108071539	20.5723279846589	20.4209825036218
Q99PU8	>sp|Q99PU8|DHX30_MOUSE ATP-dependent RNA helicase DHX30 OS=Mus musculus OX=10090 GN=Dhx30 PE=1 SV=1	DHX30	19.5401622864589	19.6548755169635	19.6274417343137	19.7113127892662
Q8VHK9	>sp|Q8VHK9|DHX36_MOUSE ATP-dependent DNA/RNA helicase DHX36 OS=Mus musculus OX=10090 GN=Dhx36 PE=1 SV=2	DHX36		16.7033828088567	18.0582911790956	18.3278898593221
Q80X98	>tr|Q80X98|Q80X98_MOUSE RNA helicase OS=Mus musculus OX=10090 GN=Dhx38 PE=1 SV=1	DHX38	18.0024702837174	17.6873756794466	18.7664458187095	18.6875049772409
O70133	>sp|O70133|DHX9_MOUSE ATP-dependent RNA helicase A OS=Mus musculus OX=10090 GN=Dhx9 PE=1 SV=2	DHX9	20.1381788762195	20.1168841748826	20.0109936371998	20.1448096544819
Q9JIQ3	>sp|Q9JIQ3|DBLOH_MOUSE Diablo IAP-binding mitochondrial protein OS=Mus musculus OX=10090 GN=Diablo PE=1 SV=2	DIABLO		17.8607178966345	18.8912034737738	18.8007506004057
E9PV41	>tr|E9PV41|E9PV41_MOUSE Isoform of O08808, Diaphanous related formin 1 OS=Mus musculus OX=10090 GN=Diaph1 PE=1 SV=1	DIAPH1	18.581582493397	17.5219624668643	17.8559319379002	18.1078521457089
Q9D0D4	>sp|Q9D0D4|DIM1_MOUSE Dimethyladenosine transferase OS=Mus musculus OX=10090 GN=Dimt1 PE=2 SV=1	DIMT1		18.5308621290182	18.3170670464925	18.321628565218
B7ZMZ7	>tr|B7ZMZ7|B7ZMZ7_MOUSE Isoform of E9PWR4, Dip2c protein OS=Mus musculus OX=10090 GN=Dip2c PE=1 SV=1	DIP2C	21.972712316296	21.9866642008351	21.474195857452	21.3177544979082
Q3USZ8	>sp|Q3USZ8|DIK2A_MOUSE Divergent protein kinase domain 2A OS=Mus musculus OX=10090 GN=Dipk2a PE=1 SV=2	DIPK2A		19.7305693303223	19.5242491237673	19.485937690412
Q9CSH3	>sp|Q9CSH3|RRP44_MOUSE Exosome complex exonuclease RRP44 OS=Mus musculus OX=10090 GN=Dis3 PE=1 SV=4	DIS3		17.61915049997	18.7294913107609	18.8066734760119
Q8CI75	>sp|Q8CI75|DI3L2_MOUSE DIS3-like exonuclease 2 OS=Mus musculus OX=10090 GN=Dis3l2 PE=1 SV=1	DIS3L2	21.8740162298773	21.2033517233614	21.0513191121896	21.2988566432891
Q80Y83	>sp|Q80Y83|DIXC1_MOUSE Dixin OS=Mus musculus OX=10090 GN=Dixdc1 PE=1 SV=1	DIXDC1	18.6179968838406	17.1451482295932	16.8170472443998	
Q9ESX5	>sp|Q9ESX5|DKC1_MOUSE H/ACA ribonucleoprotein complex subunit DKC1 OS=Mus musculus OX=10090 GN=Dkc1 PE=1 SV=4	DKC1	21.200500206254		21.3134983214482	21.3147868660733
Q9QYZ8	>sp|Q9QYZ8|DKK2_MOUSE Dickkopf-related protein 2 OS=Mus musculus OX=10090 GN=Dkk2 PE=1 SV=2	DKK2	19.4181419536652	19.357040215182	17.9062454677055	18.3364520519758
Q8BMF4	>sp|Q8BMF4|ODP2_MOUSE Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial OS=Mus musculus OX=10090 GN=Dlat PE=1 SV=2	DLAT	20.453437043812	20.4139017022261	20.7434513145189	20.6541234381855
O08749	>sp|O08749|DLDH_MOUSE Dihydrolipoyl dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Dld PE=1 SV=2	DLD	21.1790724490295	20.9015860188301	21.206304401419	21.3047116209312
Q811D0	>sp|Q811D0|DLG1_MOUSE Disks large homolog 1 OS=Mus musculus OX=10090 GN=Dlg1 PE=1 SV=1	DLG1	18.3632700490676	18.2508076405284	19.1411071967539	19.3139363361888
P70175	>sp|P70175|DLG3_MOUSE Disks large homolog 3 OS=Mus musculus OX=10090 GN=Dlg3 PE=1 SV=1	DLG3		16.2060286734473	17.6975541021361	17.3955626819024
B1AZP2	>sp|B1AZP2|DLGP4_MOUSE Disks large-associated protein 4 OS=Mus musculus OX=10090 GN=Dlgap4 PE=1 SV=1	DLGAP4	20.3958091176026	19.9891571960333	21.020300501661	20.9770330982322
Q9D2G2	>sp|Q9D2G2|ODO2_MOUSE Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Mus musculus OX=10090 GN=Dlst PE=1 SV=1	DLST	20.8498220909393	20.6959305300022	20.8596131702894	20.835817195987
P11531	>sp|P11531|DMD_MOUSE Dystrophin OS=Mus musculus OX=10090 GN=Dmd PE=1 SV=3	DMD	18.837039470984	18.9347560923355	19.1986155887678	19.2729711987168
B1AR51	>tr|B1AR51|B1AR51_MOUSE Dynein, axonemal, heavy chain 9 OS=Mus musculus OX=10090 GN=Dnah9 PE=1 SV=1	DNAH9		18.2994739643087	19.8956451091227	19.909097544545
P63037	>sp|P63037|DNJA1_MOUSE DnaJ homolog subfamily A member 1 OS=Mus musculus OX=10090 GN=Dnaja1 PE=1 SV=1	DNAJA1		18.0575485799355	19.4926289394523	19.1235946387843
Q99M87	>sp|Q99M87|DNJA3_MOUSE DnaJ homolog subfamily A member 3, mitochondrial OS=Mus musculus OX=10090 GN=Dnaja3 PE=1 SV=1	DNAJA3		18.4779283569106	19.6851294599649	19.4070066999124
Q9QYJ3	>sp|Q9QYJ3|DNJB1_MOUSE DnaJ homolog subfamily B member 1 OS=Mus musculus OX=10090 GN=Dnajb1 PE=1 SV=3	DNAJB1	21.0092386990571	21.2944715544767	20.5702053133955	20.5097861031991
Q99KV1	>sp|Q99KV1|DJB11_MOUSE DnaJ homolog subfamily B member 11 OS=Mus musculus OX=10090 GN=Dnajb11 PE=1 SV=1	DNAJB11	21.1939769119059	21.2344921708727	20.1566041358011	19.9879438754043
Q9QYI4	>sp|Q9QYI4|DJB12_MOUSE DnaJ homolog subfamily B member 12 OS=Mus musculus OX=10090 GN=Dnajb12 PE=1 SV=2	DNAJB12		18.0216788244792	17.1861720062336	16.9729339324017
Q9QYI5	>sp|Q9QYI5|DNJB2_MOUSE DnaJ homolog subfamily B member 2 OS=Mus musculus OX=10090 GN=Dnajb2 PE=1 SV=3	DNAJB2	19.7047270807061	19.5052813739585	19.1099039705866	19.4662180777221
Q9D832	>sp|Q9D832|DNJB4_MOUSE DnaJ homolog subfamily B member 4 OS=Mus musculus OX=10090 GN=Dnajb4 PE=1 SV=1	DNAJB4	19.4455730135265	19.435504589956	19.9056375113086	20.0181476939128
O54946	>sp|O54946|DNJB6_MOUSE DnaJ homolog subfamily B member 6 OS=Mus musculus OX=10090 GN=Dnajb6 PE=1 SV=4	DNAJB6	20.5937141017231	20.4743349093645	18.7942070011547	18.3894957040745
Q61712	>sp|Q61712|DNJC1_MOUSE DnaJ homolog subfamily C member 1 OS=Mus musculus OX=10090 GN=Dnajc1 PE=1 SV=1	DNAJC1		19.2685035755553	20.030139474085	19.5989811676239
Q9DC23	>sp|Q9DC23|DJC10_MOUSE DnaJ homolog subfamily C member 10 OS=Mus musculus OX=10090 GN=Dnajc10 PE=1 SV=2	DNAJC10		19.3032946241303	19.3531013267976	19.3909762598043
D4AFX7;G3X922	>tr|D4AFX7|D4AFX7_MOUSE DnaJ heat shock protein family (Hsp40) member C13 OS=Mus musculus OX=10090 GN=Dnajc13 PE=1 SV=1;>tr|G3X922|G3X922_MOUSE Isoform of D4AFX7, DnaJ heat shock protein family (Hsp40) member C13 OS=Mus musculus OX=10090 GN=Dnajc13 PE=1 SV=1	DNAJC13	21.0143970749205	20.9813371391256	20.1021113575363	20.1620397726394
Q9CQV7	>sp|Q9CQV7|TIM14_MOUSE Mitochondrial import inner membrane translocase subunit TIM14 OS=Mus musculus OX=10090 GN=Dnajc19 PE=1 SV=3	DNAJC19	20.675390988905	20.0663964387214	19.1933811076357	19.2897335796822
P54103	>sp|P54103|DNJC2_MOUSE DnaJ homolog subfamily C member 2 OS=Mus musculus OX=10090 GN=Dnajc2 PE=1 SV=2	DNAJC2		18.0744379201846	19.3421423375082	19.7764572176794
E9Q8D0	>sp|E9Q8D0|DJC21_MOUSE DnaJ homolog subfamily C member 21 OS=Mus musculus OX=10090 GN=Dnajc21 PE=1 SV=1	DNAJC21	16.692736397873	17.6871647038558	19.3158768677072	19.2787859108644
A2ALW5	>sp|A2ALW5|DJC25_MOUSE DnaJ homolog subfamily C member 25 OS=Mus musculus OX=10090 GN=Dnajc25 PE=1 SV=1	DNAJC25		18.9082918803032	18.6865546891233	18.7626440618171
Q91YW3	>sp|Q91YW3|DNJC3_MOUSE DnaJ homolog subfamily C member 3 OS=Mus musculus OX=10090 GN=Dnajc3 PE=1 SV=1	DNAJC3	17.7683546080042	18.7633329605936	18.5947642685064	18.607809266294
Q9QYI3	>sp|Q9QYI3|DNJC7_MOUSE DnaJ homolog subfamily C member 7 OS=Mus musculus OX=10090 GN=Dnajc7 PE=1 SV=2	DNAJC7	19.5941075876344	19.8381166280691	19.8223582786682	19.7824925238827
Q6NZB0	>sp|Q6NZB0|DNJC8_MOUSE DnaJ homolog subfamily C member 8 OS=Mus musculus OX=10090 GN=Dnajc8 PE=1 SV=2	DNAJC8	18.9500735699541	18.5376641483376	18.6299678508261	18.6228881655194
Q91WN1	>sp|Q91WN1|DNJC9_MOUSE DnaJ homolog subfamily C member 9 OS=Mus musculus OX=10090 GN=Dnajc9 PE=1 SV=2	DNAJC9	18.324800803518	18.2496375903582	18.3891621568829	18.4332610738643
Q8K1M6	>sp|Q8K1M6|DNM1L_MOUSE Dynamin-1-like protein OS=Mus musculus OX=10090 GN=Dnm1l PE=1 SV=3	DNM1L	20.0233386919217	19.2994248159717	19.2628846920593	19.4346142269649
P39054	>sp|P39054|DYN2_MOUSE Dynamin-2 OS=Mus musculus OX=10090 GN=Dnm2 PE=1 SV=2	DNM2	20.4779716404925	20.1075830447649	20.8923891602694	20.8885063650079
Q9Z2W0	>sp|Q9Z2W0|DNPEP_MOUSE Aspartyl aminopeptidase OS=Mus musculus OX=10090 GN=Dnpep PE=1 SV=2	DNPEP	19.4346737184155	19.1782567120526	19.8647181586754	19.6724357840108
Q99LB0	>sp|Q99LB0|TDIF1_MOUSE Deoxynucleotidyltransferase terminal-interacting protein 1 OS=Mus musculus OX=10090 GN=Dnttip1 PE=1 SV=1	DNTTIP1	18.9487476501625	19.2303496918389	19.4285057697906	19.385567659809
Q8R2M2	>sp|Q8R2M2|TDIF2_MOUSE Deoxynucleotidyltransferase terminal-interacting protein 2 OS=Mus musculus OX=10090 GN=Dnttip2 PE=1 SV=1	DNTTIP2	20.6657340343735	20.3909203975047	20.7248514243903	20.6291973303924
Q8BUR4	>sp|Q8BUR4|DOCK1_MOUSE Dedicator of cytokinesis protein 1 OS=Mus musculus OX=10090 GN=Dock1 PE=1 SV=3	DOCK1	18.1740177750278	17.9796890243432	17.6712198902919	17.6007948513867
B2RY04	>sp|B2RY04|DOCK5_MOUSE Dedicator of cytokinesis protein 5 OS=Mus musculus OX=10090 GN=Dock5 PE=1 SV=2	DOCK5	18.4828210696175	17.2219787126934	16.0731784568837	16.9544449305946
Q8R1A4	>sp|Q8R1A4|DOCK7_MOUSE Dedicator of cytokinesis protein 7 OS=Mus musculus OX=10090 GN=Dock7 PE=1 SV=3	DOCK7	20.0789182642824	19.5784983915418	19.0838875732274	19.1009805672609
Q99LN9	>sp|Q99LN9|DOHH_MOUSE Deoxyhypusine hydroxylase OS=Mus musculus OX=10090 GN=Dohh PE=1 SV=2	DOHH	19.342276776759	20.1028276587577	20.8318201876012	20.4543813014216
P97465	>sp|P97465|DOK1_MOUSE Docking protein 1 OS=Mus musculus OX=10090 GN=Dok1 PE=1 SV=2	DOK1	19.3861938372045	19.1451162287354	19.8060355193628	20.0148047467869
Q8BPA8	>sp|Q8BPA8|DPCD_MOUSE Protein DPCD OS=Mus musculus OX=10090 GN=Dpcd PE=1 SV=1	DPCD	20.1904676788644	19.3960672068877	20.2383377157119	20.4344275644984
Q61103	>sp|Q61103|REQU_MOUSE Zinc finger protein ubi-d4 OS=Mus musculus OX=10090 GN=Dpf2 PE=1 SV=1	DPF2		18.372411116067	18.7614442681119	18.6617277900168
Q9D1Q4	>sp|Q9D1Q4|DPM3_MOUSE Dolichol-phosphate mannosyltransferase subunit 3 OS=Mus musculus OX=10090 GN=Dpm3 PE=1 SV=1	DPM3	18.7079689157685		17.6925106799101	17.8559154497453
Q99KK7	>sp|Q99KK7|DPP3_MOUSE Dipeptidyl peptidase 3 OS=Mus musculus OX=10090 GN=Dpp3 PE=1 SV=2	DPP3		15.2935037860609	17.0622491536046	17.6532316717159
Q71B07	>sp|Q71B07|D19L3_MOUSE Protein C-mannosyl-transferase DPY19L3 OS=Mus musculus OX=10090 GN=Dpy19l3 PE=1 SV=2	DPY19L3		15.9023092419522	16.7047233573374	17.0313762773755
Q99LT0	>sp|Q99LT0|DPY30_MOUSE Protein dpy-30 homolog OS=Mus musculus OX=10090 GN=Dpy30 PE=1 SV=1	DPY30	17.5085755669541		16.0299641860552	16.6800172876043
O08553	>sp|O08553|DPYL2_MOUSE Dihydropyrimidinase-related protein 2 OS=Mus musculus OX=10090 GN=Dpysl2 PE=1 SV=2	DPYSL2	20.4239524909223	20.5860134370214	21.2528252578408	21.2437721646643
E9PWE8	>tr|E9PWE8|E9PWE8_MOUSE Isoform of Q62188, Dihydropyrimidinase-like 3 OS=Mus musculus OX=10090 GN=Dpysl3 PE=1 SV=1	DPYSL3	20.2195912939681	20.5484972464295	20.9700151410074	20.9503731626824
Q9EQF6	>sp|Q9EQF6|DPYL5_MOUSE Dihydropyrimidinase-related protein 5 OS=Mus musculus OX=10090 GN=Dpysl5 PE=1 SV=1	DPYSL5	19.0051949209657	19.3111638853821	18.257613826437	18.5419620158141
P32233	>sp|P32233|DRG1_MOUSE Developmentally-regulated GTP-binding protein 1 OS=Mus musculus OX=10090 GN=Drg1 PE=1 SV=1	DRG1	18.8867815451757	19.494299897385	19.6548445705706	19.5047936874069
Q9QXB9	>sp|Q9QXB9|DRG2_MOUSE Developmentally-regulated GTP-binding protein 2 OS=Mus musculus OX=10090 GN=Drg2 PE=1 SV=1	DRG2		20.0943334558011	20.2236932428395	20.1127593147995
S4R1P5	>tr|S4R1P5|S4R1P5_MOUSE Isoform of Q91ZU6, Dystonin OS=Mus musculus OX=10090 GN=Dst PE=1 SV=1	DST	18.9058048847386	19.1341544096981	19.3817116122832	19.4430572047372
Q9R0P5	>sp|Q9R0P5|DEST_MOUSE Destrin OS=Mus musculus OX=10090 GN=Dstn PE=1 SV=3	DSTN	22.1203396355582	23.0915371278302	23.6303224155932	23.6169892122037
Q9DD18	>sp|Q9DD18|DTD1_MOUSE D-aminoacyl-tRNA deacylase 1 OS=Mus musculus OX=10090 GN=Dtd1 PE=1 SV=2	DTD1	17.4188007776884	16.5414317855994	15.688043146871	16.1050230311791
Q9D2N4	>sp|Q9D2N4|DTNA_MOUSE Dystrobrevin alpha OS=Mus musculus OX=10090 GN=Dtna PE=1 SV=2	DTNA	18.1043495878489	16.6488109351373	17.0587269488401	16.9828194959906
P97930	>sp|P97930|KTHY_MOUSE Thymidylate kinase OS=Mus musculus OX=10090 GN=Dtymk PE=1 SV=2	DTYMK		22.5051866318616	23.0568858998633	23.2046884675445
Q91XI1	>sp|Q91XI1|DUS3L_MOUSE tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like OS=Mus musculus OX=10090 GN=Dus3l PE=1 SV=1	DUS3L	20.0936756326376	20.3064414660269	19.8432449728357	20.1396544432284
Q6NT99	>sp|Q6NT99|DUS23_MOUSE Dual specificity protein phosphatase 23 OS=Mus musculus OX=10090 GN=Dusp23 PE=1 SV=1	DUSP23		20.0291723857534	19.4631463614347	19.2565654483547
Q8BTR5	>sp|Q8BTR5|DUS28_MOUSE Dual specificity phosphatase 28 OS=Mus musculus OX=10090 GN=Dusp28 PE=1 SV=1	DUSP28	21.0256951008912	21.0465601358308	19.5943960415151	19.8032073309855
Q9D7X3	>sp|Q9D7X3|DUS3_MOUSE Dual specificity protein phosphatase 3 OS=Mus musculus OX=10090 GN=Dusp3 PE=1 SV=1	DUSP3	20.7414111451406	20.6473255653654	20.3360617703885	20.4423494133919
Q9CQ43	>sp|Q9CQ43|DUT_MOUSE Deoxyuridine 5'-triphosphate nucleotidohydrolase OS=Mus musculus OX=10090 GN=Dut PE=1 SV=1	DUT	20.0206030678427	20.0475398462841	20.0979519349036	19.8462779545554
P51141	>sp|P51141|DVL1_MOUSE Segment polarity protein dishevelled homolog DVL-1 OS=Mus musculus OX=10090 GN=Dvl1 PE=1 SV=2	DVL1		18.2905672716066	18.8965098674158	19.005160842712
Q9JHU4	>sp|Q9JHU4|DYHC1_MOUSE Cytoplasmic dynein 1 heavy chain 1 OS=Mus musculus OX=10090 GN=Dync1h1 PE=1 SV=2	DYNC1H1	19.479772353907	19.318272783636	20.0945549253217	20.1938971380165
O88487	>sp|O88487|DC1I2_MOUSE Cytoplasmic dynein 1 intermediate chain 2 OS=Mus musculus OX=10090 GN=Dync1i2 PE=1 SV=1	DYNC1I2	18.4816927698496	17.6631519199747	18.9492422528395	18.8787570185249
Q8R1Q8	>sp|Q8R1Q8|DC1L1_MOUSE Cytoplasmic dynein 1 light intermediate chain 1 OS=Mus musculus OX=10090 GN=Dync1li1 PE=1 SV=1	DYNC1LI1	18.4097663378894	19.1728530608507	18.6534784641008	18.5601971514529
Q5U4F6	>sp|Q5U4F6|DC2I2_MOUSE Cytoplasmic dynein 2 intermediate chain 2 OS=Mus musculus OX=10090 GN=Dync2i2 PE=1 SV=3	DYNC2I2		18.7867759805099	19.7110224839365	19.5522741964275
P63168	>sp|P63168|DYL1_MOUSE Dynein light chain 1, cytoplasmic OS=Mus musculus OX=10090 GN=Dynll1 PE=1 SV=1	DYNLL1	17.7530940168267	17.6879908487553	16.6477668877825	17.1381662627498
P62627	>sp|P62627|DLRB1_MOUSE Dynein light chain roadblock-type 1 OS=Mus musculus OX=10090 GN=Dynlrb1 PE=1 SV=3	DYNLRB1	24.4542056994257	24.1347199227823	23.1038366952496	23.3276523876584
Q9Z188	>sp|Q9Z188|DYR1B_MOUSE Dual specificity tyrosine-phosphorylation-regulated kinase 1B OS=Mus musculus OX=10090 GN=Dyrk1b PE=1 SV=3	DYRK1B		21.2958363057455		20.7332152523096
A0A0N4SUJ2;A0A0N4SUN3;A0A0N4SVX9;E9PXU9	>tr|A0A0N4SUJ2|A0A0N4SUJ2_MOUSE Isoform of Q9ESD7, Dysferlin OS=Mus musculus OX=10090 GN=Dysf PE=1 SV=1;>tr|A0A0N4SUN3|A0A0N4SUN3_MOUSE Isoform of Q9ESD7, Dysferlin OS=Mus musculus OX=10090 GN=Dysf PE=1 SV=1;>tr|A0A0N4SVX9|A0A0N4SVX9_MOUSE Isoform of Q9ESD7, Dysferlin OS=Mus musculus OX=10090 GN=Dysf PE=1 SV=1;>tr|E9PXU9|E9PXU9_MOUSE Isoform of Q9ESD7, Dysferlin OS=Mus musculus OX=10090 GN=Dysf PE=1 SV=1	DYSF	19.6011611509933	20.352103015285	21.5018994268906	21.8996602919701
Q9CXJ1	>sp|Q9CXJ1|SYEM_MOUSE Nondiscriminating glutamyl-tRNA synthetase EARS2, mitochondrial OS=Mus musculus OX=10090 GN=Ears2 PE=1 SV=1	EARS2	19.2213944422541		19.1857161034455	19.4241418684707
O08792	>sp|O08792|COE2_MOUSE Transcription factor COE2 OS=Mus musculus OX=10090 GN=Ebf2 PE=1 SV=4	EBF2		18.6835469504325	17.9716543442301	
Q9D903	>sp|Q9D903|EBP2_MOUSE Probable rRNA-processing protein EBP2 OS=Mus musculus OX=10090 GN=Ebna1bp2 PE=2 SV=1	EBNA1BP2	19.9992898131405	21.0217004478709	20.9831407568003	20.8036092501848
O35459	>sp|O35459|ECH1_MOUSE Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial OS=Mus musculus OX=10090 GN=Ech1 PE=1 SV=1	ECH1	17.7697561679298	16.5141618346444	16.5700153075246	16.4021216415679
Q8BH95	>sp|Q8BH95|ECHM_MOUSE Enoyl-CoA hydratase, mitochondrial OS=Mus musculus OX=10090 GN=Echs1 PE=1 SV=1	ECHS1		19.1273166489967	20.7117226226327	20.6612636018942
P42125	>sp|P42125|ECI1_MOUSE Enoyl-CoA delta isomerase 1, mitochondrial OS=Mus musculus OX=10090 GN=Eci1 PE=1 SV=2	ECI1	19.755366173673	20.1703845509071	19.3617482805795	19.3810342429486
E9PUY9;E9PVM6;E9PYA9;E9PYC6;E9Q7A8;E9Q858	>tr|E9PUY9|E9PUY9_MOUSE Isoform of Q9WUR2, Enoyl-Coenzyme A delta isomerase 2 (Fragment) OS=Mus musculus OX=10090 GN=Eci2 PE=1 SV=1;>tr|E9PVM6|E9PVM6_MOUSE Isoform of Q9WUR2, Enoyl-Coenzyme A delta isomerase 2 (Fragment) OS=Mus musculus OX=10090 GN=Eci2 PE=1 SV=1;>tr|E9PYA9|E9PYA9_MOUSE Isoform of Q9WUR2, Enoyl-Coenzyme A delta isomerase 2 (Fragment) OS=Mus musculus OX=10090 GN=Eci2 PE=1 SV=1;>tr|E9PYC6|E9PYC6_MOUSE Isoform of Q9WUR2, Enoyl-Coenzyme A delta isomerase 2 (Fragment) OS=Mus musculus OX=10090 GN=Eci2 PE=1 SV=1;>tr|E9Q7A8|E9Q7A8_MOUSE Isoform of Q9WUR2, Enoyl-Coenzyme A delta isomerase 2 (Fragment) OS=Mus musculus OX=10090 GN=Eci2 PE=1 SV=1;>tr|E9Q858|E9Q858_MOUSE Isoform of Q9WUR2, Enoyl-Coenzyme A delta isomerase 2 (Fragment) OS=Mus musculus OX=10090 GN=Eci2 PE=1 SV=1	ECI2	20.2738371608886	20.2905817375728	19.8088668447338	19.6182693096532
Q9WUR2	>sp|Q9WUR2|ECI2_MOUSE Enoyl-CoA delta isomerase 2 OS=Mus musculus OX=10090 GN=Eci2 PE=1 SV=2	ECI2		18.7172921756803	18.868398985924	18.7508364032874
Q61508	>sp|Q61508|ECM1_MOUSE Extracellular matrix protein 1 OS=Mus musculus OX=10090 GN=Ecm1 PE=1 SV=2	ECM1	20.423209171687	18.8496233008629	18.0886718229212	18.1204105240928
Q6PDI5	>sp|Q6PDI5|ECM29_MOUSE Proteasome adapter and scaffold protein ECM29 OS=Mus musculus OX=10090 GN=Ecpas PE=1 SV=4	ECPAS	18.345153944851	18.2192517617283	18.136864156338	18.3842854044675
Q8K2D3	>sp|Q8K2D3|EDC3_MOUSE Enhancer of mRNA-decapping protein 3 OS=Mus musculus OX=10090 GN=Edc3 PE=1 SV=1	EDC3	19.4565970815754	19.2233594621923	18.9833789342225	19.0317143965401
G5E896	>tr|G5E896|G5E896_MOUSE Isoform of Q3UJB9, Enhancer of mRNA-decapping protein 4 OS=Mus musculus OX=10090 GN=Edc4 PE=1 SV=1	EDC4	20.3133249032122	19.7963950080257	19.8334960507006	19.7952460486379
Q9JMG1	>sp|Q9JMG1|EDF1_MOUSE Endothelial differentiation-related factor 1 OS=Mus musculus OX=10090 GN=Edf1 PE=1 SV=1	EDF1	19.7116981966991	20.2754941523963	20.1979091268238	20.1630025204508
O35474	>sp|O35474|EDIL3_MOUSE EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Mus musculus OX=10090 GN=Edil3 PE=1 SV=2	EDIL3		18.0297947418637		16.7043235661302
Q8BL66	>sp|Q8BL66|EEA1_MOUSE Early endosome antigen 1 OS=Mus musculus OX=10090 GN=Eea1 PE=1 SV=2	EEA1	18.6978261081463	18.1222661293777	18.6963519557564	18.8486312802907
P10126	>sp|P10126|EF1A1_MOUSE Elongation factor 1-alpha 1 OS=Mus musculus OX=10090 GN=Eef1a1 PE=1 SV=3	EEF1A1	22.3193709133492	22.141806321694	22.2579310079032	22.3856148700768
Q9CY45	>sp|Q9CY45|EFMT1_MOUSE EEF1A lysine methyltransferase 1 OS=Mus musculus OX=10090 GN=Eef1akmt1 PE=1 SV=1	EEF1AKMT1		18.3873305134032	19.2886109221639	19.3119634535716
O70251	>sp|O70251|EF1B_MOUSE Elongation factor 1-beta OS=Mus musculus OX=10090 GN=Eef1b PE=1 SV=5	EEF1B	22.2351817256786	22.0417966494024	22.0265234303951	21.7707402382635
A0A0R4J1E2;Q80T06	>tr|A0A0R4J1E2|A0A0R4J1E2_MOUSE Isoform of P57776, Elongation factor 1-delta OS=Mus musculus OX=10090 GN=Eef1d PE=1 SV=1;>tr|Q80T06|Q80T06_MOUSE Isoform of P57776, Elongation factor 1-delta OS=Mus musculus OX=10090 GN=Eef1d PE=1 SV=1	EEF1D	21.099011719274	21.629767872466	22.0508553919089	21.8244888352821
A0A0R4J1L2;F6ZFU0	>tr|A0A0R4J1L2|A0A0R4J1L2_MOUSE Isoform of P57776, Elongation factor 1-delta OS=Mus musculus OX=10090 GN=Eef1d PE=1 SV=1;>tr|F6ZFU0|F6ZFU0_MOUSE Isoform of P57776, Elongation factor 1-delta (Fragment) OS=Mus musculus OX=10090 GN=Eef1d PE=1 SV=1	EEF1D	19.3268016026895	20.1053723740367	21.244431354724	21.0363649743227
Q9D1M4	>sp|Q9D1M4|MCA3_MOUSE Eukaryotic translation elongation factor 1 epsilon-1 OS=Mus musculus OX=10090 GN=Eef1e1 PE=1 SV=1	EEF1E1		16.5516657839492	16.9654289337117	16.5675222273575
Q9D8N0	>sp|Q9D8N0|EF1G_MOUSE Elongation factor 1-gamma OS=Mus musculus OX=10090 GN=Eef1g PE=1 SV=3	EEF1G	21.2193308200746	20.8025267346677	20.8467769948077	20.872625561007
P58252	>sp|P58252|EF2_MOUSE Elongation factor 2 OS=Mus musculus OX=10090 GN=Eef2 PE=1 SV=2	EEF2	20.8079612248371	20.8156173355943	21.7856221200093	21.8298280733867
O08796	>sp|O08796|EF2K_MOUSE Eukaryotic elongation factor 2 kinase OS=Mus musculus OX=10090 GN=Eef2k PE=1 SV=1	EEF2K		18.5027561167731	17.9033603073482	17.7816076207504
Q9JHW4	>sp|Q9JHW4|SELB_MOUSE Selenocysteine-specific elongation factor OS=Mus musculus OX=10090 GN=Eefsec PE=1 SV=2	EEFSEC		20.9915623797586	20.824382350062	21.2133932691504
Q9D8Y0	>sp|Q9D8Y0|EFHD2_MOUSE EF-hand domain-containing protein D2 OS=Mus musculus OX=10090 GN=Efhd2 PE=1 SV=1	EFHD2	18.0960042994853	18.7820255203987	18.6233916272895	18.7293153385208
Q8C0D5	>sp|Q8C0D5|EFL1_MOUSE Elongation factor-like GTPase 1 OS=Mus musculus OX=10090 GN=Efl1 PE=1 SV=1	EFL1	19.5947960041652	20.0485651588667	20.8377847193231	20.8316546215781
P52795	>sp|P52795|EFNB1_MOUSE Ephrin-B1 OS=Mus musculus OX=10090 GN=Efnb1 PE=1 SV=1	EFNB1	18.1068377189542	18.5275566697037	18.4818786043529	18.9874309585071
