protein_id	fasta_headers	gene_symbols_or_id	MS1-S	MS2-S	MW1-S	MW2-S
Q9D6N5	>sp|Q9D6N5|NC2A_MOUSE Dr1-associated corepressor OS=Mus musculus OX=10090 GN=Drap1 PE=1 SV=3	DRAP1	15.526965560665	14.9885603281261	13.8371531224174	
P32233	>sp|P32233|DRG1_MOUSE Developmentally-regulated GTP-binding protein 1 OS=Mus musculus OX=10090 GN=Drg1 PE=1 SV=1	DRG1	17.7283312998272	17.7395033752356	16.729783038603	
Q9R0P5	>sp|Q9R0P5|DEST_MOUSE Destrin OS=Mus musculus OX=10090 GN=Dstn PE=1 SV=3	DSTN	18.2922841191434	18.354599406567	18.9959209995219	17.7533217189945
Q9D7X3	>sp|Q9D7X3|DUS3_MOUSE Dual specificity protein phosphatase 3 OS=Mus musculus OX=10090 GN=Dusp3 PE=1 SV=1	DUSP3	16.5967120209209	16.8446360289597	15.3113454184915	
Q9CQ43	>sp|Q9CQ43|DUT_MOUSE Deoxyuridine 5'-triphosphate nucleotidohydrolase OS=Mus musculus OX=10090 GN=Dut PE=1 SV=1	DUT	19.2739973236251	19.0494792607436	18.3312921140275	20.4926021888531
Q9JHU4	>sp|Q9JHU4|DYHC1_MOUSE Cytoplasmic dynein 1 heavy chain 1 OS=Mus musculus OX=10090 GN=Dync1h1 PE=1 SV=2	DYNC1H1	16.5535820019627	17.1646631162289	16.6620802672803	
Q9D0M5	>sp|Q9D0M5|DYL2_MOUSE Dynein light chain 2, cytoplasmic OS=Mus musculus OX=10090 GN=Dynll2 PE=1 SV=1	DYNLL2	17.6514018055023	16.9188852376398	17.8857225444642	
P62627	>sp|P62627|DLRB1_MOUSE Dynein light chain roadblock-type 1 OS=Mus musculus OX=10090 GN=Dynlrb1 PE=1 SV=3	DYNLRB1	20.2617414580909	21.580646451495	17.1322800705445	21.5116670617981
Q61508	>sp|Q61508|ECM1_MOUSE Extracellular matrix protein 1 OS=Mus musculus OX=10090 GN=Ecm1 PE=1 SV=2	ECM1	18.2763905913798	18.1313858538891	18.0238150248005	
Q8BX35	>sp|Q8BX35|TNR27_MOUSE Tumor necrosis factor receptor superfamily member 27 OS=Mus musculus OX=10090 GN=Eda2r PE=2 SV=1	EDA2R	15.3700393536949	15.9308931982749	15.6985062495908	
Q8BL66	>sp|Q8BL66|EEA1_MOUSE Early endosome antigen 1 OS=Mus musculus OX=10090 GN=Eea1 PE=1 SV=2	EEA1	16.937273001144	17.5502837071689	16.1925917915192	
P10126	>sp|P10126|EF1A1_MOUSE Elongation factor 1-alpha 1 OS=Mus musculus OX=10090 GN=Eef1a1 PE=1 SV=3	EEF1A1	18.7461614191473	19.606352597605	18.8046837788331	20.5378608525048
Q9CY45	>sp|Q9CY45|EFMT1_MOUSE EEF1A lysine methyltransferase 1 OS=Mus musculus OX=10090 GN=Eef1akmt1 PE=1 SV=1	EEF1AKMT1	14.577949089293		14.3832869903049	
O70251	>sp|O70251|EF1B_MOUSE Elongation factor 1-beta OS=Mus musculus OX=10090 GN=Eef1b PE=1 SV=5	EEF1B	20.2190642550977	21.0733753136957	18.9892563375265	20.3736914283224
A0A0R4J1E2;Q80T06	>tr|A0A0R4J1E2|A0A0R4J1E2_MOUSE Isoform of P57776, Elongation factor 1-delta OS=Mus musculus OX=10090 GN=Eef1d PE=1 SV=1;>tr|Q80T06|Q80T06_MOUSE Isoform of P57776, Elongation factor 1-delta OS=Mus musculus OX=10090 GN=Eef1d PE=1 SV=1	EEF1D	20.5154964941414	20.6161223537133	19.5481080204626	20.8842466658772
Q9D8N0	>sp|Q9D8N0|EF1G_MOUSE Elongation factor 1-gamma OS=Mus musculus OX=10090 GN=Eef1g PE=1 SV=3	EEF1G	19.0109283497823	19.4415996848973	18.9898320388105	18.9128340153142
P58252	>sp|P58252|EF2_MOUSE Elongation factor 2 OS=Mus musculus OX=10090 GN=Eef2 PE=1 SV=2	EEF2	19.3806173108519	19.2520551695791	19.895451981012	19.8124316530428
Q9WVJ9	>sp|Q9WVJ9|FBLN4_MOUSE EGF-containing fibulin-like extracellular matrix protein 2 OS=Mus musculus OX=10090 GN=Efemp2 PE=1 SV=1	EFEMP2	17.5309965014401	17.9597415271234	18.7551221967554	
Q8C0D5	>sp|Q8C0D5|EFL1_MOUSE Elongation factor-like GTPase 1 OS=Mus musculus OX=10090 GN=Efl1 PE=1 SV=1	EFL1	16.3384820713519		15.7519797309919	
P52793	>sp|P52793|EFNA1_MOUSE Ephrin-A1 OS=Mus musculus OX=10090 GN=Efna1 PE=1 SV=1	EFNA1	17.584110266352		16.1137485778089	
P52795	>sp|P52795|EFNB1_MOUSE Ephrin-B1 OS=Mus musculus OX=10090 GN=Efnb1 PE=1 SV=1	EFNB1	17.1992450015007	15.8573419048064	15.7464660731042	
P52800	>sp|P52800|EFNB2_MOUSE Ephrin-B2 OS=Mus musculus OX=10090 GN=Efnb2 PE=1 SV=1	EFNB2	19.1975156309502	18.8340593870064	17.8002520997969	
Q01279	>sp|Q01279|EGFR_MOUSE Epidermal growth factor receptor OS=Mus musculus OX=10090 GN=Egfr PE=1 SV=1	EGFR		15.3167004346043	17.8171303310195	
Q99MS7	>sp|Q99MS7|EH1L1_MOUSE EH domain-binding protein 1-like protein 1 OS=Mus musculus OX=10090 GN=Ehbp1l1 PE=1 SV=1	EHBP1L1		16.9008252025242	14.2958231254708	
Q9WVK4	>sp|Q9WVK4|EHD1_MOUSE EH domain-containing protein 1 OS=Mus musculus OX=10090 GN=Ehd1 PE=1 SV=1	EHD1	17.4125468881905	17.3885364695805	16.0263294778857	
Q9EQP2	>sp|Q9EQP2|EHD4_MOUSE EH domain-containing protein 4 OS=Mus musculus OX=10090 GN=Ehd4 PE=1 SV=1	EHD4	16.7313225081848	17.2438541656835	16.5155732204659	
Q8BMJ3	>sp|Q8BMJ3|IF1AX_MOUSE Eukaryotic translation initiation factor 1A, X-chromosomal OS=Mus musculus OX=10090 GN=Eif1ax PE=2 SV=3	EIF1AX	16.6323104551861		17.5588473813646	20.0529469828775
Q8BJW6	>sp|Q8BJW6|EIF2A_MOUSE Eukaryotic translation initiation factor 2A OS=Mus musculus OX=10090 GN=Eif2a PE=1 SV=2	EIF2A	18.1905038557506	17.4500950575297	17.8038446373554	
Q6ZWX6	>sp|Q6ZWX6|IF2A_MOUSE Eukaryotic translation initiation factor 2 subunit 1 OS=Mus musculus OX=10090 GN=Eif2s1 PE=1 SV=3	EIF2S1	18.1295915091022	18.3319292564484	17.2215887235182	
Q9Z0N1	>sp|Q9Z0N1|IF2G_MOUSE Eukaryotic translation initiation factor 2 subunit 3, X-linked OS=Mus musculus OX=10090 GN=Eif2s3x PE=1 SV=2	EIF2S3X	17.85969469555	18.1630253812633	17.4616060245908	
P23116	>sp|P23116|EIF3A_MOUSE Eukaryotic translation initiation factor 3 subunit A OS=Mus musculus OX=10090 GN=Eif3a PE=1 SV=5	EIF3A	18.9722560741247	20.0259647113736	17.1229025010213	
Q8JZQ9	>sp|Q8JZQ9|EIF3B_MOUSE Eukaryotic translation initiation factor 3 subunit B OS=Mus musculus OX=10090 GN=Eif3b PE=1 SV=1	EIF3B	18.3693287605575	19.1639361008886	16.6604986548093	
Q8R1B4	>sp|Q8R1B4|EIF3C_MOUSE Eukaryotic translation initiation factor 3 subunit C OS=Mus musculus OX=10090 GN=Eif3c PE=1 SV=1	EIF3C	19.1720892712465	17.1502692827674	17.5520521855451	
O70194	>sp|O70194|EIF3D_MOUSE Eukaryotic translation initiation factor 3 subunit D OS=Mus musculus OX=10090 GN=Eif3d PE=1 SV=2	EIF3D	17.6429484513329	17.4696918269131	17.745931839554	18.3906248187148
P60229	>sp|P60229|EIF3E_MOUSE Eukaryotic translation initiation factor 3 subunit E OS=Mus musculus OX=10090 GN=Eif3e PE=1 SV=1	EIF3E	18.0038881026742	17.894864490016	16.7651043911199	
Q9DCH4	>sp|Q9DCH4|EIF3F_MOUSE Eukaryotic translation initiation factor 3 subunit F OS=Mus musculus OX=10090 GN=Eif3f PE=1 SV=2	EIF3F	18.0138597945173		18.3390709917161	
Q9Z1D1	>sp|Q9Z1D1|EIF3G_MOUSE Eukaryotic translation initiation factor 3 subunit G OS=Mus musculus OX=10090 GN=Eif3g PE=1 SV=2	EIF3G	17.938064139684		17.5717448849807	
Q91WK2	>sp|Q91WK2|EIF3H_MOUSE Eukaryotic translation initiation factor 3 subunit H OS=Mus musculus OX=10090 GN=Eif3h PE=1 SV=1	EIF3H	18.7677854989002	18.8056372341936	17.7765648750123	
Q9QZD9	>sp|Q9QZD9|EIF3I_MOUSE Eukaryotic translation initiation factor 3 subunit I OS=Mus musculus OX=10090 GN=Eif3i PE=1 SV=1	EIF3I	18.5830816319095	18.7486454431109	17.7026169996083	19.8740507337415
Q8QZY1	>sp|Q8QZY1|EIF3L_MOUSE Eukaryotic translation initiation factor 3 subunit L OS=Mus musculus OX=10090 GN=Eif3l PE=1 SV=1	EIF3L	20.3225123875985		20.3124937480464	
Q99JX4	>sp|Q99JX4|EIF3M_MOUSE Eukaryotic translation initiation factor 3 subunit M OS=Mus musculus OX=10090 GN=Eif3m PE=1 SV=1	EIF3M	18.2804577815307	18.9342841802853	16.9982907273839	
P60843	>sp|P60843|IF4A1_MOUSE Eukaryotic initiation factor 4A-I OS=Mus musculus OX=10090 GN=Eif4a1 PE=1 SV=1	EIF4A1	18.8897422599575	18.022303225116	19.5483158946431	17.275912548644
Q91VC3	>sp|Q91VC3|IF4A3_MOUSE Eukaryotic initiation factor 4A-III OS=Mus musculus OX=10090 GN=Eif4a3 PE=1 SV=3	EIF4A3	18.0603936503101	18.2107325401436	19.0200245995918	18.8770672359418
Q8BGD9	>sp|Q8BGD9|IF4B_MOUSE Eukaryotic translation initiation factor 4B OS=Mus musculus OX=10090 GN=Eif4b PE=1 SV=1	EIF4B	22.1364603404835	21.7678948806714	20.4391641687859	
P63073	>sp|P63073|IF4E_MOUSE Eukaryotic translation initiation factor 4E OS=Mus musculus OX=10090 GN=Eif4e PE=1 SV=1	EIF4E	19.0928571016404	17.8961464977093	18.7574947847001	
Q60876	>sp|Q60876|4EBP1_MOUSE Eukaryotic translation initiation factor 4E-binding protein 1 OS=Mus musculus OX=10090 GN=Eif4ebp1 PE=1 SV=3	EIF4EBP1	18.2788866670172	18.1734624062054	15.2269338131038	
Q6NZJ6	>sp|Q6NZJ6|IF4G1_MOUSE Eukaryotic translation initiation factor 4 gamma 1 OS=Mus musculus OX=10090 GN=Eif4g1 PE=1 SV=1	EIF4G1	15.7798011220137		16.0333236869317	
Q9WUK2	>sp|Q9WUK2|IF4H_MOUSE Eukaryotic translation initiation factor 4H OS=Mus musculus OX=10090 GN=Eif4h PE=1 SV=3	EIF4H	18.0936936970372	18.3065466211876	16.565655608594	
P59325	>sp|P59325|IF5_MOUSE Eukaryotic translation initiation factor 5 OS=Mus musculus OX=10090 GN=Eif5 PE=1 SV=1	EIF5	19.6931345373173	19.7129613766559	17.3149990931431	
P63242	>sp|P63242|IF5A1_MOUSE Eukaryotic translation initiation factor 5A-1 OS=Mus musculus OX=10090 GN=Eif5a PE=1 SV=2	EIF5A	20.5938702385237	20.1524740620625	19.3701116488205	18.5554402761325
O55135	>sp|O55135|IF6_MOUSE Eukaryotic translation initiation factor 6 OS=Mus musculus OX=10090 GN=Eif6 PE=1 SV=2	EIF6	16.8579919189491	16.4201086747957	16.5616930521074	
Q8K0G5	>sp|Q8K0G5|EIPR1_MOUSE EARP and GARP complex-interacting protein 1 OS=Mus musculus OX=10090 GN=Eipr1 PE=1 SV=2	EIPR1	16.0655748308143		14.9614726467832	
P70372	>sp|P70372|ELAV1_MOUSE ELAV-like protein 1 OS=Mus musculus OX=10090 GN=Elavl1 PE=1 SV=2	ELAVL1	18.1693910355846	18.1453949940551	17.5308510649113	
P62869	>sp|P62869|ELOB_MOUSE Elongin-B OS=Mus musculus OX=10090 GN=Elob PE=1 SV=1	ELOB	18.6408821014793	19.0291171981357	17.1835440203174	
P83940	>sp|P83940|ELOC_MOUSE Elongin-C OS=Mus musculus OX=10090 GN=Eloc PE=1 SV=1	ELOC	17.2833521935598	17.5849806874235	17.2465118118145	
Q99K41	>sp|Q99K41|EMIL1_MOUSE EMILIN-1 OS=Mus musculus OX=10090 GN=Emilin1 PE=1 SV=1	EMILIN1	17.5192440710393	17.4758388097441	17.4763262557591	
Q8K482	>sp|Q8K482|EMIL2_MOUSE EMILIN-2 OS=Mus musculus OX=10090 GN=Emilin2 PE=1 SV=1	EMILIN2	18.6874826994771	19.1864544360378	17.3979028320634	
E9QKR1	>tr|E9QKR1|E9QKR1_MOUSE Isoform of Q03173, ENAH actin regulator OS=Mus musculus OX=10090 GN=Enah PE=1 SV=2	ENAH	17.9009636050727	18.2841444390604	15.449544863089	
P17182	>sp|P17182|ENOA_MOUSE Alpha-enolase OS=Mus musculus OX=10090 GN=Eno1 PE=1 SV=3	ENO1	21.5209524097289	21.4105432926186	20.4968732150275	21.6480847479326
P17183	>sp|P17183|ENOG_MOUSE Gamma-enolase OS=Mus musculus OX=10090 GN=Eno2 PE=1 SV=2	ENO2	16.0211258784831		15.675289119826	
P21550	>sp|P21550|ENOB_MOUSE Beta-enolase OS=Mus musculus OX=10090 GN=Eno3 PE=1 SV=3	ENO3	20.6940173248151	20.7695045817196	19.9092750696238	19.3242398874701
Q8BGB7	>sp|Q8BGB7|ENOPH_MOUSE Enolase-phosphatase E1 OS=Mus musculus OX=10090 GN=Enoph1 PE=1 SV=1	ENOPH1	16.7330398818171		17.742048388026	
Q9JIX0	>sp|Q9JIX0|ENY2_MOUSE Transcription and mRNA export factor ENY2 OS=Mus musculus OX=10090 GN=Eny2 PE=1 SV=1	ENY2	17.9463821470547	19.7815047167672	17.544950776317	
O70318	>sp|O70318|E41L2_MOUSE Band 4.1-like protein 2 OS=Mus musculus OX=10090 GN=Epb41l2 PE=1 SV=2	EPB41L2	16.3823051769883		17.4196594525449	17.3325439695646
D0VYV6	>tr|D0VYV6|D0VYV6_MOUSE Isoform of Q9WV92, Erythrocyte membrane protein band 4.1 like 3 OS=Mus musculus OX=10090 GN=Epb41l3 PE=1 SV=1	EPB41L3	16.7449880456479	17.5064050272324	17.0524932518063	
Q99M71	>sp|Q99M71|EPDR1_MOUSE Mammalian ependymin-related protein 1 OS=Mus musculus OX=10090 GN=Epdr1 PE=1 SV=1	EPDR1	18.723344297098	18.475778237122	17.9839434470576	
Q03137	>sp|Q03137|EPHA4_MOUSE Ephrin type-A receptor 4 OS=Mus musculus OX=10090 GN=Epha4 PE=1 SV=2	EPHA4	17.9596819084574	18.1888465235837	17.7796540221653	
P54754	>sp|P54754|EPHB3_MOUSE Ephrin type-B receptor 3 OS=Mus musculus OX=10090 GN=Ephb3 PE=1 SV=2	EPHB3	16.7392097367207	16.5897602355304	15.1656364257669	
Q8CGC7	>sp|Q8CGC7|SYEP_MOUSE Bifunctional glutamate/proline--tRNA ligase OS=Mus musculus OX=10090 GN=Eprs1 PE=1 SV=4	EPRS1	16.6180958429911	16.4146288628349	16.0773610384808	19.9099987246115
P84089	>sp|P84089|ERH_MOUSE Enhancer of rudimentary homolog OS=Mus musculus OX=10090 GN=Erh PE=1 SV=1	ERH	18.4977910098508	18.473101331263	18.4275996425559	18.777071990928
Q8R180	>sp|Q8R180|ERO1A_MOUSE ERO1-like protein alpha OS=Mus musculus OX=10090 GN=Ero1a PE=1 SV=2	ERO1A	19.3052238740744	18.418441960434	19.378827108031	
P57759	>sp|P57759|ERP29_MOUSE Endoplasmic reticulum resident protein 29 OS=Mus musculus OX=10090 GN=Erp29 PE=1 SV=2	ERP29	20.1407943924992	19.9536953384419	18.7178629675432	16.8726325095104
Q9D1Q6	>sp|Q9D1Q6|ERP44_MOUSE Endoplasmic reticulum resident protein 44 OS=Mus musculus OX=10090 GN=Erp44 PE=1 SV=1	ERP44	19.2295161318086	18.7933762649228	18.1344837268418	
Q9R0P3	>sp|Q9R0P3|ESTD_MOUSE S-formylglutathione hydrolase OS=Mus musculus OX=10090 GN=Esd PE=1 SV=1	ESD	17.2910820798908	17.3405098515813	17.5773594664408	18.3243903051798
Q3U7R1	>sp|Q3U7R1|ESYT1_MOUSE Extended synaptotagmin-1 OS=Mus musculus OX=10090 GN=Esyt1 PE=1 SV=2	ESYT1	18.8638772205313	18.2696543152444	17.4202654168359	
Q3TZZ7	>sp|Q3TZZ7|ESYT2_MOUSE Extended synaptotagmin-2 OS=Mus musculus OX=10090 GN=Esyt2 PE=1 SV=1	ESYT2	14.7939910787417		15.8322455898394	
Q8BWY3	>sp|Q8BWY3|ERF1_MOUSE Eukaryotic peptide chain release factor subunit 1 OS=Mus musculus OX=10090 GN=Etf1 PE=1 SV=4	ETF1	19.1745562444345	18.8525477439126	18.6982256452796	
Q99LC5	>sp|Q99LC5|ETFA_MOUSE Electron transfer flavoprotein subunit alpha, mitochondrial OS=Mus musculus OX=10090 GN=Etfa PE=1 SV=2	ETFA	18.3432738235634		19.4545656639968	20.4000338018229
A7MCT6	>sp|A7MCT6|EKI2_MOUSE Ethanolamine kinase 2 OS=Mus musculus OX=10090 GN=Etnk2 PE=1 SV=1	ETNK2	19.4504277393611	19.8840995894739	19.2022771922792	
Q61545	>sp|Q61545|EWS_MOUSE RNA-binding protein EWS OS=Mus musculus OX=10090 GN=Ewsr1 PE=1 SV=2	EWSR1	16.4185348793194	17.1848594681293	15.0088844244583	
Q9D753	>sp|Q9D753|EXOS8_MOUSE Exosome complex component RRP43 OS=Mus musculus OX=10090 GN=Exosc8 PE=1 SV=1	EXOSC8	17.4006721057126		15.891171071366	
P97464	>sp|P97464|EXT1_MOUSE Exostosin-1 OS=Mus musculus OX=10090 GN=Ext1 PE=2 SV=1	EXT1	16.2795758538647		17.7963633638448	
P70428	>sp|P70428|EXT2_MOUSE Exostosin-2 OS=Mus musculus OX=10090 GN=Ext2 PE=1 SV=2	EXT2	16.6185004301165		17.6282619091492	
P26040	>sp|P26040|EZRI_MOUSE Ezrin OS=Mus musculus OX=10090 GN=Ezr PE=1 SV=3	EZR	17.907585539883	17.6579181178746	17.1009483623594	
O88947	>sp|O88947|FA10_MOUSE Coagulation factor X OS=Mus musculus OX=10090 GN=F10 PE=1 SV=1	F10	18.4491182545962	18.4394770257448	18.764039499325	
Q07968	>sp|Q07968|F13B_MOUSE Coagulation factor XIII B chain OS=Mus musculus OX=10090 GN=F13b PE=1 SV=2	F13B	16.6949815712921		17.4917124702968	
P19221	>sp|P19221|THRB_MOUSE Prothrombin OS=Mus musculus OX=10090 GN=F2 PE=1 SV=1	F2	19.0549498631762	19.9012457664941	19.5796991099694	
O88783	>sp|O88783|FA5_MOUSE Coagulation factor V OS=Mus musculus OX=10090 GN=F5 PE=1 SV=1	F5	19.120619249951	19.5854461386744	19.6109584525526	
P11404	>sp|P11404|FABPH_MOUSE Fatty acid-binding protein, heart OS=Mus musculus OX=10090 GN=Fabp3 PE=1 SV=5	FABP3	19.0093813085603	19.4835108360493	17.1540461301542	20.7837592315617
P04117	>sp|P04117|FABP4_MOUSE Fatty acid-binding protein, adipocyte OS=Mus musculus OX=10090 GN=Fabp4 PE=1 SV=3	FABP4	18.8336083517402	18.6145783137366	17.874182905663	19.6716846407825
Q05816	>sp|Q05816|FABP5_MOUSE Fatty acid-binding protein 5 OS=Mus musculus OX=10090 GN=Fabp5 PE=1 SV=3	FABP5	20.531039862253	20.560720621579	19.1069896475912	19.9713159989163
P51880	>sp|P51880|FABP7_MOUSE Fatty acid-binding protein, brain OS=Mus musculus OX=10090 GN=Fabp7 PE=1 SV=2	FABP7	20.1707450206816	19.8443174771649	18.6812031523765	18.7884407670119
P35505	>sp|P35505|FAAA_MOUSE Fumarylacetoacetase OS=Mus musculus OX=10090 GN=Fah PE=1 SV=2	FAH	19.7726802460378	18.65778211985	19.1039605182739	
Q9D281	>sp|Q9D281|NXP20_MOUSE Protein Noxp20 OS=Mus musculus OX=10090 GN=Fam114a1 PE=1 SV=1	FAM114A1	18.274172198284	17.7587421793713	16.9005842348972	
Q91VU0	>sp|Q91VU0|FAM3C_MOUSE Protein FAM3C OS=Mus musculus OX=10090 GN=Fam3c PE=1 SV=1	FAM3C	17.7156231627396	18.1342791280278	16.3897700519826	
Q9WV03	>sp|Q9WV03|FA50A_MOUSE Protein FAM50A OS=Mus musculus OX=10090 GN=Fam50a PE=1 SV=1	FAM50A	18.2133471861795	18.5873225842344	16.4229212507277	
Q8C0C7	>sp|Q8C0C7|SYFA_MOUSE Phenylalanine--tRNA ligase alpha subunit OS=Mus musculus OX=10090 GN=Farsa PE=1 SV=1	FARSA	18.8213362347742	18.8442733707878	16.957219865389	
Q9WUA2	>sp|Q9WUA2|SYFB_MOUSE Phenylalanine--tRNA ligase beta subunit OS=Mus musculus OX=10090 GN=Farsb PE=1 SV=2	FARSB	18.2745264659358	18.2195357854881	18.1619083062569	
P19096	>sp|P19096|FAS_MOUSE Fatty acid synthase OS=Mus musculus OX=10090 GN=Fasn PE=1 SV=2	FASN	17.8139853226372	18.0209312801254	17.5192427670696	
A0A087WRT4;A0A1L1SQU7;F2Z4A3	>tr|A0A087WRT4|A0A087WRT4_MOUSE FAT atypical cadherin 1 OS=Mus musculus OX=10090 GN=Fat1 PE=1 SV=2;>tr|A0A1L1SQU7|A0A1L1SQU7_MOUSE Isoform of A0A087WRT4, FAT atypical cadherin 1 OS=Mus musculus OX=10090 GN=Fat1 PE=1 SV=1;>tr|F2Z4A3|F2Z4A3_MOUSE Isoform of A0A087WRT4, FAT atypical cadherin 1 OS=Mus musculus OX=10090 GN=Fat1 PE=1 SV=1	FAT1	15.8948182670574	15.9845504696005	16.6383020782202	
P62862	>sp|P62862|RS30_MOUSE Ubiquitin-like FUBI-ribosomal protein eS30 fusion protein OS=Mus musculus OX=10090 GN=Fau PE=1 SV=2	FAU	18.522907267313	19.0310734467965	16.8842007846086	
P35550	>sp|P35550|FBRL_MOUSE rRNA 2'-O-methyltransferase fibrillarin OS=Mus musculus OX=10090 GN=Fbl PE=1 SV=2	FBL	16.0822600777768		17.0606225125974	
Q08879	>sp|Q08879|FBLN1_MOUSE Fibulin-1 OS=Mus musculus OX=10090 GN=Fbln1 PE=1 SV=2	FBLN1	18.0783851998281		19.3572715968745	
P37889	>sp|P37889|FBLN2_MOUSE Fibulin-2 OS=Mus musculus OX=10090 GN=Fbln2 PE=1 SV=2	FBLN2	17.4295195958861	17.5412875874166	18.3911419587243	21.0362399946211
Q501P1	>sp|Q501P1|FBLN7_MOUSE Fibulin-7 OS=Mus musculus OX=10090 GN=Fbln7 PE=1 SV=1	FBLN7	15.1993086298778	15.3728290684772	14.2292544572308	
Q61554	>sp|Q61554|FBN1_MOUSE Fibrillin-1 OS=Mus musculus OX=10090 GN=Fbn1 PE=1 SV=2	FBN1	19.9656136850519	20.1869054327011	19.2435779744847	19.9816828400374
Q61555	>sp|Q61555|FBN2_MOUSE Fibrillin-2 OS=Mus musculus OX=10090 GN=Fbn2 PE=1 SV=2	FBN2	19.8776171663239	19.0243745489185	18.6467145410156	18.2044028198165
Q6PFY1	>sp|Q6PFY1|FCSD1_MOUSE F-BAR and double SH3 domains protein 1 OS=Mus musculus OX=10090 GN=Fchsd1 PE=1 SV=1	FCHSD1	16.9629896065286	19.256435985698	16.1175191397556	
Q920E5	>sp|Q920E5|FPPS_MOUSE Farnesyl pyrophosphate synthase OS=Mus musculus OX=10090 GN=Fdps PE=1 SV=1	FDPS	16.6488522936721		17.8580194503594	
Q8CIB5	>sp|Q8CIB5|FERM2_MOUSE Fermitin family homolog 2 OS=Mus musculus OX=10090 GN=Fermt2 PE=1 SV=1	FERMT2	16.9471836677028		18.1030363509889	
Q8K0E8	>sp|Q8K0E8|FIBB_MOUSE Fibrinogen beta chain OS=Mus musculus OX=10090 GN=Fgb PE=1 SV=1	FGB	13.3030842500653		15.4620060317958	
Q9JJN1	>sp|Q9JJN1|FGF21_MOUSE Fibroblast growth factor 21 OS=Mus musculus OX=10090 GN=Fgf21 PE=1 SV=1	FGF21	19.4374055384345	19.086281535901	19.0013795613662	
P16092	>sp|P16092|FGFR1_MOUSE Fibroblast growth factor receptor 1 OS=Mus musculus OX=10090 GN=Fgfr1 PE=1 SV=2	FGFR1	18.5607149860957	18.6132940735245	17.8360250300869	
Q3UER8	>tr|Q3UER8|Q3UER8_MOUSE Isoform of Q8VCM7, Fibrinogen gamma chain OS=Mus musculus OX=10090 GN=Fgg PE=1 SV=1	FGG	17.1307462840719	16.653404988048	18.6455250305942	
P97807	>sp|P97807|FUMH_MOUSE Fumarate hydratase, mitochondrial OS=Mus musculus OX=10090 GN=Fh PE=1 SV=3	FH	18.4007907030054	18.5361339513581	17.5989454414986	18.8154218585577
Q9R059	>sp|Q9R059|FHL3_MOUSE Four and a half LIM domains protein 3 OS=Mus musculus OX=10090 GN=Fhl3 PE=1 SV=2	FHL3	15.4213142794333		16.0170428788379	
Q61576	>sp|Q61576|FKB10_MOUSE Peptidyl-prolyl cis-trans isomerase FKBP10 OS=Mus musculus OX=10090 GN=Fkbp10 PE=1 SV=2	FKBP10	17.8342994792887	17.2898393026579	17.6521054104311	
P59024	>sp|P59024|FKB14_MOUSE Peptidyl-prolyl cis-trans isomerase FKBP14 OS=Mus musculus OX=10090 GN=Fkbp14 PE=1 SV=1	FKBP14	19.72453201737	19.74853052258	18.7113780620957	
P26883	>sp|P26883|FKB1A_MOUSE Peptidyl-prolyl cis-trans isomerase FKBP1A OS=Mus musculus OX=10090 GN=Fkbp1a PE=1 SV=2	FKBP1A	19.8489972482188	19.9465180014823	18.1553410629114	18.758786633574
P45878	>sp|P45878|FKBP2_MOUSE Peptidyl-prolyl cis-trans isomerase FKBP2 OS=Mus musculus OX=10090 GN=Fkbp2 PE=1 SV=1	FKBP2	18.6324967343576	16.8363833835344	17.354539318632	
Q62446	>sp|Q62446|FKBP3_MOUSE Peptidyl-prolyl cis-trans isomerase FKBP3 OS=Mus musculus OX=10090 GN=Fkbp3 PE=1 SV=2	FKBP3	19.6393744796097	19.6874378116192	17.1455621325506	20.9579652818371
P30416	>sp|P30416|FKBP4_MOUSE Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Mus musculus OX=10090 GN=Fkbp4 PE=1 SV=5	FKBP4	19.4777680099605	19.5469588423946	18.9287341802996	
Q9Z247	>sp|Q9Z247|FKBP9_MOUSE Peptidyl-prolyl cis-trans isomerase FKBP9 OS=Mus musculus OX=10090 GN=Fkbp9 PE=1 SV=1	FKBP9	17.9719838648763	17.4702110154413	17.6834712733483	
Q8BTM8	>sp|Q8BTM8|FLNA_MOUSE Filamin-A OS=Mus musculus OX=10090 GN=Flna PE=1 SV=5	FLNA	19.6891987793565	19.5729489377016	18.9279127360741	18.5372109097052
Q80X90	>sp|Q80X90|FLNB_MOUSE Filamin-B OS=Mus musculus OX=10090 GN=Flnb PE=1 SV=3	FLNB	18.0763215383626	18.3294251723274	17.7790042706887	19.19931883307
Q8VHX6	>sp|Q8VHX6|FLNC_MOUSE Filamin-C OS=Mus musculus OX=10090 GN=Flnc PE=1 SV=3	FLNC	18.7418586074501	19.1133278368495	18.1753242149954	17.3890318989348
Q6RKD8	>sp|Q6RKD8|FLRT1_MOUSE Leucine-rich repeat transmembrane protein FLRT1 OS=Mus musculus OX=10090 GN=Flrt1 PE=1 SV=3	FLRT1	19.9439415543812	19.6435256410806	20.8189288134267	
P50608	>sp|P50608|FMOD_MOUSE Fibromodulin OS=Mus musculus OX=10090 GN=Fmod PE=2 SV=1	FMOD	21.4121709691965	20.6688535665891	19.5761732671621	21.1518768627623
