protein_id	fasta_headers	gene_symbols_or_id	FS1-L	FS2-L	FS1-S	FS2-S	FW1-L	FW2-L	FW1-S	FW2-S	MS1-L	MS2-L	MS1-S	MS2-S	MS1d4-Exo	MS2d4-Exo	MS1d4-L	MS2d4-L	MS1d4-S	MS2d4-S	MW1-L	MW2-L	MW1-S	MW2-S	MW1d4-Exo	MW2d4-Exo	MW1d4-L	MW2d4-L	MW1d4-S	MW2d4-S
P61025	>sp|P61025|CKS1_MOUSE Cyclin-dependent kinases regulatory subunit 1 OS=Mus musculus OX=10090 GN=Cks1b PE=3 SV=1	CKS1B			18.0198791999598	17.8144352817535	18.7053192978749	18.0673993596816	17.8776445539083	18.9642796991212	18.5705706326126	18.9434210800982	18.4869443121905	16.6563547533676			17.2795098086654	18.9993406178502			19.2308909366339	18.2158714385281					16.6211102509878	16.5251832974086		
P56390	>sp|P56390|CKS2_MOUSE Cyclin-dependent kinases regulatory subunit 2 OS=Mus musculus OX=10090 GN=Cks2 PE=1 SV=1	CKS2			18.6276870543963	17.4437529709414				17.4018628173954																				
Q80TV8	>sp|Q80TV8|CLAP1_MOUSE CLIP-associating protein 1 OS=Mus musculus OX=10090 GN=Clasp1 PE=1 SV=2	CLASP1	16.501345833096	18.0582504145459	17.3899831004638		19.1184724946278	19.3572024227535	18.2661573922485	18.4990558374276	18.1036896605632	18.0570109320128	16.8984355039798				17.4000355688234	19.1785404791528		17.8270225510502	18.0157859799917	18.0032728444298					17.2701593153588	16.8941741286648	18.1902298206754	17.823670703185
Q8BRT1	>sp|Q8BRT1|CLAP2_MOUSE CLIP-associating protein 2 OS=Mus musculus OX=10090 GN=Clasp2 PE=1 SV=1	CLASP2	17.7238331509958	18.4557330094903		17.7792263052259	19.5997202603729	19.5991367657265		17.6681502994829	18.6909915062518	18.8502507689141					18.3232867823732	19.7591750873749	17.8620042228016	17.8471113844959	18.9723742262189	18.6660452008597					18.0499825676367	18.3859261618311		18.385309626915
Q9QX15	>sp|Q9QX15|CA3A1_MOUSE Calcium-activated chloride channel regulator 3A-1 OS=Mus musculus OX=10090 GN=Clca3a1 PE=1 SV=1	CLCA3A1																		18.7635236166896										19.5736360938926
O70496	>sp|O70496|CLCN7_MOUSE H(+)/Cl(-) exchange transporter 7 OS=Mus musculus OX=10090 GN=Clcn7 PE=1 SV=1	CLCN7					13.921292385588	15.045222133469				14.2965004260238					14.1682490243209	16.8306885021918			14.4540229134118	14.5502537803511								
Q9WUB6	>sp|Q9WUB6|CLCKB_MOUSE Chloride channel protein ClC-Kb OS=Mus musculus OX=10090 GN=Clcnkb PE=1 SV=2	CLCNKB					15.9531438099342	16.572815670626										17.0242306689172												
O88200	>sp|O88200|CLC11_MOUSE C-type lectin domain family 11 member A OS=Mus musculus OX=10090 GN=Clec11a PE=1 SV=1	CLEC11A			18.4619229449116	17.9342049092793			17.7851709146263	18.9352395118115									20.1283055259679	21.1746724283855									20.8167238454641	20.8331382910998
Q8BWY2	>sp|Q8BWY2|CLC1A_MOUSE C-type lectin domain family 1 member A OS=Mus musculus OX=10090 GN=Clec1a PE=1 SV=1	CLEC1A															18.0987569094061	17.4805377831018									18.4745258780647	17.786524895098		
P43025	>sp|P43025|TETN_MOUSE Tetranectin OS=Mus musculus OX=10090 GN=Clec3b PE=1 SV=2	CLEC3B	17.2586701497296		21.1050191330786	20.3994786080167			18.1019245763923	19.6528776206716			20.0864025201991	19.1577975448226					18.0194255973005	18.9155552236069			19.5238362474855						18.8574346092003	18.5282837562053
Q9Z1Q5	>sp|Q9Z1Q5|CLIC1_MOUSE Chloride intracellular channel protein 1 OS=Mus musculus OX=10090 GN=Clic1 PE=1 SV=3	CLIC1	18.9594731960814	19.5058754722354	20.0007126828811	19.605295338916	21.1902681519692	21.245059816428	20.5231479985208	20.4854343663544	21.5190642628396	21.8270220909053	18.9917125437662	18.0832437164559	17.9258576153438	19.0976130597599	19.6306037557521	21.5498049250605	19.3161652008122	19.1122221828527	21.6134485389716	21.3668808099982	19.7882108622591	17.6702908345881	18.8420021940698	17.9805245906488	18.8695172165975	19.0318092820699	19.353310931646	19.5276404070231
Q9QYB1	>sp|Q9QYB1|CLIC4_MOUSE Chloride intracellular channel protein 4 OS=Mus musculus OX=10090 GN=Clic4 PE=1 SV=3	CLIC4	18.2099862502893	19.4957003448876	19.9690766442141	19.0865604718161	20.7888826991542	20.954754984704	20.1505091181379	19.6683881922951	20.867139753746	20.924817355946	19.179617362161	19.4483592279604	18.3124763944408	17.3878718738343	19.8143438374596	21.1815769515069	18.8096271174414	19.0705866089078	20.9123235621438	20.7161980447263	19.0466764232054	16.5996813780591	17.0872855119741		18.7842734760731	19.2413392691345	18.9286345012581	19.0631710438568
Q5SUH6	>tr|Q5SUH6|Q5SUH6_MOUSE Isoform of Q99KN9, Clathrin interactor 1 OS=Mus musculus OX=10090 GN=Clint1 PE=1 SV=1	CLINT1		18.4701146789289			18.9755765193493	18.2772964823379									19.1131444118334	19.6753265152704			18.1563151959078									
Q5SUH7	>tr|Q5SUH7|Q5SUH7_MOUSE Isoform of Q99KN9, Clathrin interactor 1 OS=Mus musculus OX=10090 GN=Clint1 PE=1 SV=1	CLINT1	18.2971678490301	18.5339948437614			19.6346358992426	19.2957925792406	16.6102446024657		19.1483584394674	18.9606388911175					19.1680235258276	19.87760826675	17.241388204418	17.6067509586227	19.1648807733422	18.6552091758846					18.9285332397479	18.7725565527656		17.6111781667918
Q922J3	>sp|Q922J3|CLIP1_MOUSE CAP-Gly domain-containing linker protein 1 OS=Mus musculus OX=10090 GN=Clip1 PE=1 SV=1	CLIP1	17.5208356749448	19.0098392486327	16.7726058863271		20.050676297152	20.2924117564147	17.7044475701389	18.2921867011142	18.8218158497061	19.0951055782731	18.2255676142865	18.048668829773	16.8309346008599		18.621239949562	20.7728499470091	17.6587314395016	17.6197321607206	19.2892510593385	18.9481654541738	17.5272388268745		18.2046499431743	18.1522063665234	18.2431921056594	18.3836607953548	17.4104885863174	17.8464428522729
Q9Z0H8	>sp|Q9Z0H8|CLIP2_MOUSE CAP-Gly domain-containing linker protein 2 OS=Mus musculus OX=10090 GN=Clip2 PE=1 SV=2	CLIP2	17.5989854350323	18.5047917246772	17.4131822855888	18.3012697955688	19.9077057262957	19.9488742021298	17.7730326550764	16.916315430522	19.4359193591674	19.2684570074913	17.3241357919189	18.1259894946093			18.5858033031546	20.2399744027543			19.1657140884313	19.2297682538494					17.9689095457018	18.2227388660506		
Q3U466;D6RE34	>tr|Q3U466|Q3U466_MOUSE Ceroid-lipofuscinosis, neuronal 6 OS=Mus musculus OX=10090 GN=Cln6 PE=1 SV=1;>tr|D6RE34|D6RE34_MOUSE Isoform of Q3U466, Ceroid-lipofuscinosis, neuronal 6 OS=Mus musculus OX=10090 GN=Cln6 PE=1 SV=1	CLN6		16.5656748169596			17.9527583072092	17.5216234416934			17.3302166426784	17.2535335967318					17.2599455033568	18.4932104631726			17.6098496500529	16.618672269049								
Q923F1	>tr|Q923F1|Q923F1_MOUSE Isoform of Q61189, Methylosome subunit pICln OS=Mus musculus OX=10090 GN=Clns1a PE=1 SV=1	CLNS1A	17.4944061158282	19.1869617849572	19.3051396284758	19.6744379044181	20.1531123042144	19.9697934610415	19.5018965719662	20.2856284005295	19.5356286059188	19.5271252084859	19.4292295247503	18.7950590002206	16.3041338315599	15.6447345758133	18.2423767810277	19.9546544335256	18.0276315273871	18.5450005335604	19.449591976064	19.4811165707522	17.658686255542	14.4856419074598	16.7988456901365	18.8998116325871	17.6456179558158	17.4328871097905	18.2663246799564	18.5102171396093
Q99LI9	>sp|Q99LI9|CLP1_MOUSE Polyribonucleotide 5'-hydroxyl-kinase Clp1 OS=Mus musculus OX=10090 GN=Clp1 PE=1 SV=1	CLP1					19.0484709092369	19.5524214432264	17.5035617910765	15.6112265667908	19.0832040172328	19.028494260239						18.8021218873775			18.9192474266269	18.919066986794								17.551047315546
O88696	>sp|O88696|CLPP_MOUSE ATP-dependent Clp protease proteolytic subunit, mitochondrial OS=Mus musculus OX=10090 GN=Clpp PE=1 SV=1	CLPP		18.0008004089465			19.1865483356719	19.2973762346415			19.2160580721596	19.2270038844145						19.7007455450139			19.2371381511343	18.9581071036889								
Q8VBZ3	>sp|Q8VBZ3|CLPT1_MOUSE Putative lipid scramblase CLPTM1 OS=Mus musculus OX=10090 GN=Clptm1 PE=1 SV=1	CLPTM1		17.5240366099031			18.3553769077703	17.6754402355456			17.5523013531155	17.1032468221753					17.7385870981226	18.8537694629839				17.1651425392472						18.1252570597197		
Q9JHS4	>sp|Q9JHS4|CLPX_MOUSE ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial OS=Mus musculus OX=10090 GN=Clpx PE=1 SV=2	CLPX	16.9564088198804	18.7912460592017			19.4593893760793	19.7004507574476			18.8484609105115	18.7943381773147					18.528556918241	19.9776224496745			19.0073391137415	18.7257744834273					17.8246877015587	17.6521633021368		
Q9EPL2	>sp|Q9EPL2|CSTN1_MOUSE Calsyntenin-1 OS=Mus musculus OX=10090 GN=Clstn1 PE=1 SV=1	CLSTN1			20.4050715429274	19.549592449077		18.2146360369822	20.5776773057312	20.6174998322284			19.2702223193324	18.7410755973362					20.1875542496139	20.1376445156817	16.5134943782218	15.8544719013125	18.564300583085	18.2275253242535					20.1077983670992	20.2702453554504
Q9ER65	>sp|Q9ER65|CSTN2_MOUSE Calsyntenin-2 OS=Mus musculus OX=10090 GN=Clstn2 PE=1 SV=2	CLSTN2																	18.4055865572591	18.399330594083									19.0984421025916	18.7971329601696
B1AWE0;Q6PFA2	>tr|B1AWE0|B1AWE0_MOUSE Isoform of O08585, Clathrin light chain OS=Mus musculus OX=10090 GN=Clta PE=1 SV=1;>tr|Q6PFA2|Q6PFA2_MOUSE Isoform of O08585, Clathrin light chain OS=Mus musculus OX=10090 GN=Clta PE=1 SV=1	CLTA	21.4313014358011	22.4222624974637	18.989328809708	19.058600479917	23.668610948944	23.661904423019	19.9229369431637	20.4293142164213	22.9795349871118	23.1313916276775	19.6090109374853	20.2109795844424	19.7678759960842	19.8942507465793	22.7323621197279	23.7861192624678	20.6859115966875	20.46727854236	23.3910554270341	23.102608162183	18.297814028877		19.832043573062	19.3024650356449	22.150219869291	22.2231225896208	20.0216266450566	20.0408685924714
Q6IRU5	>sp|Q6IRU5|CLCB_MOUSE Clathrin light chain B OS=Mus musculus OX=10090 GN=Cltb PE=1 SV=1	CLTB	20.0289277566167	21.3844467754342		19.4318409703713	21.1236561951647	21.4372176616875		20.5980695809197	20.9475730379931	21.0662554381366		19.2165142290688			22.5599656923568	22.1909500005677	20.2658848031711	20.0605311717811	21.2059551201229	20.9412601735971					22.4218099608354	20.4167103254991	20.2629192663777	20.5915799182086
Q68FD5	>sp|Q68FD5|CLH1_MOUSE Clathrin heavy chain 1 OS=Mus musculus OX=10090 GN=Cltc PE=1 SV=3	CLTC	18.1456123606133	18.931639195411	19.1172766401113	18.059659955843	21.5077531677917	21.7018406315967	18.9520693024838	18.7161769770125	22.3002596143227	21.8189272544341	17.1753947806683	16.4212906085134	20.5287763764747	21.0537379476355	19.2086832052968	21.5481142530666	18.7684893193714	18.3494063998304	21.9567293873107	21.3987960072613	18.0923475780059	16.3352970029358	20.5971029101971	19.5416532680712	18.837116969271	18.7488591204552	18.7508353640916	19.1152370355377
Q06890	>sp|Q06890|CLUS_MOUSE Clusterin OS=Mus musculus OX=10090 GN=Clu PE=1 SV=1	CLU			18.6166499897704	18.8487409069425				19.2339150833974						18.305537902768		18.302828303849	20.1848912726621	20.56155474237									21.1317240262597	20.4545987358394
A0A0R4J140;Z4YLI8	>tr|A0A0R4J140|A0A0R4J140_MOUSE Isoform of Q5SW19, Clustered mitochondria protein homolog OS=Mus musculus OX=10090 GN=Cluh PE=1 SV=1;>tr|Z4YLI8|Z4YLI8_MOUSE Isoform of Q5SW19, Clustered mitochondria protein homolog OS=Mus musculus OX=10090 GN=Cluh PE=1 SV=1	CLUH	17.6615840365024	18.3939112416545	17.6891038719382	17.470628205107	20.5923909538014	20.7572321733415	17.8270015177922	18.2954646133396	20.0337560198581	19.4180322981543	16.596715153847		17.4453625987962	18.0587432401122	18.9489014147135	20.5841612103874	19.018633827666	18.6449497225324	19.7616927646416	19.5060262100235	17.0790174621733		18.1386935354438		19.2795877974364	17.7547126420623	18.7063054641345	19.0632719593904
Q8R4N0	>sp|Q8R4N0|CLYBL_MOUSE Citramalyl-CoA lyase, mitochondrial OS=Mus musculus OX=10090 GN=Clybl PE=1 SV=2	CLYBL		18.7150980027621			19.8805529148032	19.8866062656282			19.4812063042932	19.0608230517823					19.7084634974909	20.9007277897007			19.3966556586358	19.1258139560195					18.4913744259602	19.0498285751008		17.1004681548693
Q99KK2	>sp|Q99KK2|NEUA_MOUSE N-acylneuraminate cytidylyltransferase OS=Mus musculus OX=10090 GN=Cmas PE=1 SV=2	CMAS					18.9104846342828	18.4970448656651										19.7700508547162												
Q9CPZ8	>sp|Q9CPZ8|COXM1_MOUSE COX assembly mitochondrial protein homolog OS=Mus musculus OX=10090 GN=Cmc1 PE=1 SV=1	CMC1	17.9357280590532	18.7162114803364			20.166691602265	20.1637744659968			19.2565985197779	19.3753782527884					19.6355267047055	20.6467537411359			19.4906617484643	19.4675153924841					19.4322417299841	19.3626416215604		
Q8K199	>sp|Q8K199|COXM2_MOUSE COX assembly mitochondrial protein 2 homolog OS=Mus musculus OX=10090 GN=Cmc2 PE=3 SV=1	CMC2	18.5942660655791	18.1589351194008			18.0480060104066	18.3455772703301			16.5733549256401	17.1612490343296					19.011470372928	19.0414265874102			17.6689404411396	17.5655779903325					19.2781882938225	19.0007257158257		
Q9DBP5	>sp|Q9DBP5|KCY_MOUSE UMP-CMP kinase OS=Mus musculus OX=10090 GN=Cmpk1 PE=1 SV=1	CMPK1	18.3802414067542	19.4695910772631	20.55780282928	20.4497060530549	21.0003244368145	21.0379092693816	21.1351784781939	21.624710909532	20.6339893993673	20.9671518791707	20.1092661349769	18.4769308020862	18.3788135521935	17.9220802345924	19.7241389013158	21.8153765765201	19.5749399317239	19.5695348789058	20.8486781543657	20.6586912921635	18.9372075131237	15.9202499983783	18.6011669767874	18.1674672294081	18.9029724133076	19.2330644501643	19.7062562388946	19.865562359736
Q9DBC3	>sp|Q9DBC3|CMTR1_MOUSE Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1 OS=Mus musculus OX=10090 GN=Cmtr1 PE=1 SV=1	CMTR1	17.2694310138551	17.3344635765855	14.8967749134735		20.0639092950847	20.7622866684987	16.6907847051183	16.2874129424865	20.1796834407563	19.8087702543535					17.9459907311409	20.3140207902419			19.5059000792582	19.6475556726492	16.0029648747508				16.554206727786	18.603362684421	16.4440249068567	
A0A0N4SVS6	>tr|A0A0N4SVS6|A0A0N4SVS6_MOUSE Isoform of P53996, CCHC-type zinc finger nucleic acid binding protein OS=Mus musculus OX=10090 GN=Cnbp PE=1 SV=1	CNBP	18.1065333019177	19.7840909221281	17.3401043760024	16.8983527925471	21.5823424340273	21.7356001064754	18.4281892110177	18.403598038408	21.3005072492864	21.5063896487875	16.9323290882272	16.4254695519805			18.8827724576138	21.2603488441559	19.3928699327575	19.0624233308733	21.5249214216185	21.390032902014	17.4607536661647		17.3761803282567	17.9132124452637	18.5804135106489	19.3991458173185	19.230612605543	19.5671802166652
P53996	>sp|P53996|CNBP_MOUSE CCHC-type zinc finger nucleic acid binding protein OS=Mus musculus OX=10090 GN=Cnbp PE=1 SV=2	CNBP		22.4916231563114			24.3408984017897	24.7791095522877			23.8082524905032	24.4048814303455						25.5898400440877	22.0228791194386		24.4842284458553	22.5216651318288							22.6170625006543	22.468668287295
Q9D1A2	>sp|Q9D1A2|CNDP2_MOUSE Cytosolic non-specific dipeptidase OS=Mus musculus OX=10090 GN=Cndp2 PE=1 SV=1	CNDP2	17.7092946853336	19.1260050554597	19.8681351295487	19.3676699864385	20.1541237017817	20.1898932941642	20.2189670149306	19.6906794924608	20.5041507395434	20.6049097580515	19.319631742075	18.4267496790003	16.7740232078139	17.3496632235815	19.4686435479475	20.5188701069025	17.8939911212547	17.9722919220602	20.4961155695735	20.5409860497506	17.6418834477704		16.8251963768459		18.5419423146409	18.7722292930363	18.0266244621486	18.305756420832
Q3UW12	>sp|Q3UW12|CNGA4_MOUSE Cyclic nucleotide-gated channel alpha-4 OS=Mus musculus OX=10090 GN=Cnga4 PE=2 SV=1	CNGA4																	17.5464121951194	18.158294103604										19.1143498408834
Q08091	>sp|Q08091|CNN1_MOUSE Calponin-1 OS=Mus musculus OX=10090 GN=Cnn1 PE=1 SV=1	CNN1	18.4727925730783	19.9930534863084			21.79163771651	21.8067637035394		14.4440240350245	21.0777477776456	21.7575348874494					19.9400631000834	22.1876144626383			21.355927849918	20.7590209408131					20.5235183309537	19.4038225183274		
Q08093	>sp|Q08093|CNN2_MOUSE Calponin-2 OS=Mus musculus OX=10090 GN=Cnn2 PE=1 SV=1	CNN2	19.7405554991701	20.3818085479184	18.8513313473729	19.2294984031137	22.3951088433997	22.2679257984333	19.1269453955761	20.1289151404026	21.3715440171318	22.0939274990139	19.631335045272	18.7306699043684	18.0561726864325	17.5616037892544	21.2136457790593	21.8388742368384	18.9262750296135	18.9338716839863	21.969186221452	21.379751869859	17.6730831756425		18.0855286641386	17.743902000779	20.3231482935851	20.2652605320852	18.6256212894467	18.7269927576818
Q9DAW9	>sp|Q9DAW9|CNN3_MOUSE Calponin-3 OS=Mus musculus OX=10090 GN=Cnn3 PE=1 SV=1	CNN3	20.5240662099341	22.1341370047948	16.9142628178891	17.7878177457261	23.6744646211253	23.4153005520483	16.9719854616025	18.9675364794124	22.1166254275339	22.1879495885221	19.0424894759563	18.9586032694432	22.16082475978		21.8713661933039	23.7930384864266	18.5417028554762	19.0351042951952	22.3632196755162	22.1523219101071	16.8181379633247		17.1448796110002	16.3550222792715	20.7338261443585	21.1388852386574	18.5941478522964	19.770328896671
Q32NY4	>sp|Q32NY4|CNNM3_MOUSE Metal transporter CNNM3 OS=Mus musculus OX=10090 GN=Cnnm3 PE=1 SV=2	CNNM3					19.6051647912493	19.2577054967698			18.2626408558556	17.6401531264621						19.428415381823												
Q6ZQ08	>sp|Q6ZQ08|CNOT1_MOUSE CCR4-NOT transcription complex subunit 1 OS=Mus musculus OX=10090 GN=Cnot1 PE=1 SV=2	CNOT1	16.1306837187895	17.8277174857897			19.3440537259361	19.7380567629931			19.4168963984581	18.9549931553006		16.3960569062368			18.2509388157198	19.8391504750435	16.8484734624859		19.3668763452802	18.5620485897712					17.5971187369442	18.0671182238386		
Q9CWN7	>sp|Q9CWN7|CNO11_MOUSE CCR4-NOT transcription complex subunit 11 OS=Mus musculus OX=10090 GN=Cnot11 PE=1 SV=1	CNOT11																	18.4923617695434										20.2512211832768	19.8239036350719
Q8C5L3	>sp|Q8C5L3|CNOT2_MOUSE CCR4-NOT transcription complex subunit 2 OS=Mus musculus OX=10090 GN=Cnot2 PE=1 SV=2	CNOT2					20.018075970323	19.727135007807			18.7922695652463	18.7549275338723						19.250071779905			19.1942633413972	18.8797892513279								
Q8K0V4	>sp|Q8K0V4|CNOT3_MOUSE CCR4-NOT transcription complex subunit 3 OS=Mus musculus OX=10090 GN=Cnot3 PE=1 SV=1	CNOT3	19.2280844620413	20.5944470137619	18.9325537235422	19.7228018248526	21.6675448996387	21.5783446896579	19.8021671434929	20.3956577036456	20.7477056566251	20.5036672595752	20.1908251719975	18.4053517651382			20.2500933690873	21.8044265023179	19.0984392107176	19.6832425999453	20.8746374358421	20.6187708353626	18.6865483327855				19.6539245579595	20.3700465588599	19.4166766088956	19.344213775368
Q8BT14	>sp|Q8BT14|CNOT4_MOUSE CCR4-NOT transcription complex subunit 4 OS=Mus musculus OX=10090 GN=Cnot4 PE=1 SV=2	CNOT4					20.2515794919129	19.9506726465567			19.8537329193993	20.3972401013478									20.0591490262966	19.982327961155								20.2812735310327
Q8VEG6	>sp|Q8VEG6|CNO6L_MOUSE CCR4-NOT transcription complex subunit 6-like OS=Mus musculus OX=10090 GN=Cnot6l PE=1 SV=2	CNOT6L		19.5322607917083			20.2624137589476	20.0835312667425																						
Q9JKY0	>sp|Q9JKY0|CNOT9_MOUSE CCR4-NOT transcription complex subunit 9 OS=Mus musculus OX=10090 GN=Cnot9 PE=1 SV=1	CNOT9		16.8124465972329			19.2408913776305	19.497859436425		16.6141411778586	19.3533397905545	19.29149888777					14.9971921009176	19.4709294760715	16.7271550369388	16.8628458985753	19.3019112699248	19.167285353045							16.4866500671551	16.4599563868766
Q9QXT0	>sp|Q9QXT0|CNPY2_MOUSE Protein canopy homolog 2 OS=Mus musculus OX=10090 GN=Cnpy2 PE=1 SV=1	CNPY2	17.438803450517	19.8764222161017	20.4674611465634	20.4655222982749	22.1582160328933	21.9582850184743	21.399256590076	21.0885889062294	21.6008169682866	21.8348018200075	19.5025192599047	18.3244085812381	17.3636547133973		19.7726693996386	22.4849696448043	20.3182380428768	20.5174870615779	21.7046528264477	21.6607959829054	18.3667185689538	18.3751725267736	16.2291107698822	17.8433783522581	18.5278192977873	19.9042810436624	20.6810990878838	20.6225181582786
Q9DAU1	>sp|Q9DAU1|CNPY3_MOUSE Protein canopy homolog 3 OS=Mus musculus OX=10090 GN=Cnpy3 PE=1 SV=1	CNPY3	18.5405772312438	20.6132920508572		19.382318928031	21.7341542566514	21.8441427613204	16.8084583465742	18.6849733463938	21.3942644150743	21.4615036452661	18.6572998348492	18.9642181603718			21.3269250067069	22.3788965113562	18.4980191152063	19.20694704509	21.6861121818531	21.6061120619833	18.0698551333258				20.3946902953177	20.8362766614722	18.1388423951485	18.411841230685
Q8BQ47	>sp|Q8BQ47|CNPY4_MOUSE Protein canopy homolog 4 OS=Mus musculus OX=10090 GN=Cnpy4 PE=1 SV=1	CNPY4	19.5291904272266	20.5162824521013	18.8301485311604	19.412370675879	21.4586323937354	21.411481371365	18.9057385636126	19.7571421034122	20.9354321897416	21.0214802349419	19.1461455407786	19.0621233968832			21.0630429417254	21.9409464330052	19.5753555928039	18.6949818228719	21.2431257656757	21.0718108325183	17.8324692283754	16.306230220827	17.23847108447		20.5564156055052	20.5007955991419	19.2916595381287	19.4034024112409
Q5M8N0	>sp|Q5M8N0|CNRP1_MOUSE CB1 cannabinoid receptor-interacting protein 1 OS=Mus musculus OX=10090 GN=Cnrip1 PE=1 SV=1	CNRIP1	17.7754498861346				20.4903521632469	20.4307927225194			20.5534987176158	20.5702201798187				14.8887289816695		20.1269020007733			20.3000694443818	20.1885247679941			14.3018819671538				19.027778514022	
P12960	>sp|P12960|CNTN1_MOUSE Contactin-1 OS=Mus musculus OX=10090 GN=Cntn1 PE=1 SV=1	CNTN1			18.4237936436921				17.2647343425824	17.7723538690235			18.1037812437932	18.4556089594347									16.8445313749631							
O54991	>sp|O54991|CNTP1_MOUSE Contactin-associated protein 1 OS=Mus musculus OX=10090 GN=Cntnap1 PE=1 SV=2	CNTNAP1							15.8656100450523	15.6831618572822			18.4323379956935	18.0911977551454					18.3498513650014	18.140445365608			18.4727265317974						18.7221404506375	18.4194047452389
A2AL36	>sp|A2AL36|CNTRL_MOUSE Centriolin OS=Mus musculus OX=10090 GN=Cntrl PE=1 SV=2	CNTRL																			16.2417169383691									
Q9D2R6	>sp|Q9D2R6|COA3_MOUSE Cytochrome c oxidase assembly factor 3 homolog, mitochondrial OS=Mus musculus OX=10090 GN=Coa3 PE=1 SV=1	COA3	18.1232163606491	19.635962215852			21.6785864439962	21.7172801975793			21.14236547947	21.2544633775068					20.4097403592036	22.4251261663031			21.3074882204846	21.1584651408937					19.0090178323131	19.304099845753		16.0928084050408
Q99M07	>sp|Q99M07|COA5_MOUSE Cytochrome c oxidase assembly factor 5 OS=Mus musculus OX=10090 GN=Coa5 PE=1 SV=1	COA5		19.771389522473			21.2139787194515	21.3746447206868			19.3638417317719	19.2781181854815					19.8501257797177	20.897142320565			19.7808537081242	19.6506223038291						19.6827374655383		
Q8BGD8	>sp|Q8BGD8|COA6_MOUSE Cytochrome c oxidase assembly factor 6 homolog OS=Mus musculus OX=10090 GN=Coa6 PE=1 SV=1	COA6	18.4281075344227	18.3282166000799			20.3499997642494	20.6084516619488			19.7834907879027	19.8168428406507					18.2890810980432	20.4645407165703	16.9466409847765	17.2538708411132	20.021395485833	20.0441737928996					19.0184714261375	19.1809527534619	17.1363979771621	17.1546748962976
Q921H9	>sp|Q921H9|COA7_MOUSE Cytochrome c oxidase assembly factor 7 OS=Mus musculus OX=10090 GN=Coa7 PE=1 SV=1	COA7	18.3771212691842	19.4940324725379			19.7462970235665	19.9572256334282			18.6411795053644	18.6290420205404					18.990992715276	19.6496385133857			18.926368927341	18.9660696573298					19.0009128094092	19.0355283387297		
Q5NBX1	>sp|Q5NBX1|COBL_MOUSE Protein cordon-bleu OS=Mus musculus OX=10090 GN=Cobl PE=1 SV=1	COBL	18.334212975662	20.7914759574086			22.1332929815064	22.3924717303632			18.0040019402537	16.7492156924455			18.9368821912199	18.6069356862755	21.3645480836056	23.5490774172116	18.2911464857732	18.7818022090374	19.1991271353326	20.1673967230909			19.4286168009346	16.3845325388148	19.78011797036	20.9631805902042	17.9670666256427	18.6422400499816
Q3UMF0	>sp|Q3UMF0|COBL1_MOUSE Cordon-bleu protein-like 1 OS=Mus musculus OX=10090 GN=Cobll1 PE=1 SV=2	COBLL1					17.3042710984007	17.9547926895119			18.6487437658476	19.4354159277117					17.4401878782682	19.2178133719308			17.3711555393265	16.5297858765319						16.581150552876		
F6RK91	>tr|F6RK91|F6RK91_MOUSE Isoform of Q9Z160, Conserved oligomeric Golgi complex subunit 1 (Fragment) OS=Mus musculus OX=10090 GN=Cog1 PE=1 SV=1	COG1	17.6363626438475	18.2220590313029			18.9200416756024	19.4878282603889			17.1083713093155	17.2208600777682					19.5707673857858	19.8229146473994			18.5222137001117	17.4198614499004					19.4072885134604	19.2072169370138		
Q9Z160	>sp|Q9Z160|COG1_MOUSE Conserved oligomeric Golgi complex subunit 1 OS=Mus musculus OX=10090 GN=Cog1 PE=1 SV=3	COG1	16.3740486148581	17.9901520567286			19.16750203673	19.2242240322411			18.6960535450486	18.8184760197174					16.5807747713116	19.3108257853721			18.7884698983494	18.5008244837707						17.8700467567542		
Q921L5	>sp|Q921L5|COG2_MOUSE Conserved oligomeric Golgi complex subunit 2 OS=Mus musculus OX=10090 GN=Cog2 PE=1 SV=2	COG2					17.9246011864368	17.8196686616512			17.7017767664534	17.6138149380825						18.2101124048876			17.8276289817945	17.7770991565263								
Q8C0L8	>sp|Q8C0L8|COG5_MOUSE Conserved oligomeric Golgi complex subunit 5 OS=Mus musculus OX=10090 GN=Cog5 PE=1 SV=3	COG5																												18.4082343607694
Q8R3I3	>sp|Q8R3I3|COG6_MOUSE Conserved oligomeric Golgi complex subunit 6 OS=Mus musculus OX=10090 GN=Cog6 PE=1 SV=2	COG6			19.401383711179	18.9740196006608	19.0257208455492	18.8500464005479			18.5414369761875	17.981701056769						20.1821785188663			18.5806486949658	18.1364004119092						17.9708754433249		
Q9JJA2	>sp|Q9JJA2|COG8_MOUSE Conserved oligomeric Golgi complex subunit 8 OS=Mus musculus OX=10090 GN=Cog8 PE=1 SV=3	COG8					18.0022028720493	18.1278008577421			18.3076042534767	18.1078152694058						18.4629166916276			17.803784895178	17.8820948579104								
