protein_id	fasta_headers	gene_symbols_or_id	MS1d4-L	MS2d4-L	MW1d4-L	MW2d4-L
Q99LU0	>sp|Q99LU0|CH1B1_MOUSE Charged multivesicular body protein 1B1 OS=Mus musculus OX=10090 GN=Chmp1b1 PE=1 SV=1	CHMP1B1	20.580980080095	19.6910475278128	20.4147214882077	20.620057169281
Q9CQD4	>sp|Q9CQD4|CH1B2_MOUSE Charged multivesicular body protein 1B2 OS=Mus musculus OX=10090 GN=Chmp1b2 PE=2 SV=2	CHMP1B2	20.902411713034	20.0065004695834	20.24409076463	20.7026192907732
Q9DB34	>sp|Q9DB34|CHM2A_MOUSE Charged multivesicular body protein 2a OS=Mus musculus OX=10090 GN=Chmp2a PE=1 SV=1	CHMP2A	18.1364929389233	19.8622192237691	18.128849691593	18.6665552177254
Q8BJF9	>sp|Q8BJF9|CHM2B_MOUSE Charged multivesicular body protein 2b OS=Mus musculus OX=10090 GN=Chmp2b PE=1 SV=1	CHMP2B	18.6051059810397	18.3956546440503	18.0482791125072	18.2809304051044
Q9D8B3	>sp|Q9D8B3|CHM4B_MOUSE Charged multivesicular body protein 4b OS=Mus musculus OX=10090 GN=Chmp4b PE=1 SV=2	CHMP4B	20.4631177476371	19.6525539475479	20.472142507539	19.6371308115982
P0C0A3	>sp|P0C0A3|CHMP6_MOUSE Charged multivesicular body protein 6 OS=Mus musculus OX=10090 GN=Chmp6 PE=1 SV=2	CHMP6	20.4179701694661	18.5345074932293	20.9848237988378	20.6564035865911
Q8R1T1	>sp|Q8R1T1|CHMP7_MOUSE Charged multivesicular body protein 7 OS=Mus musculus OX=10090 GN=Chmp7 PE=1 SV=1	CHMP7	22.0757698413976	21.2453955113815	22.3218889484112	21.997338242952
Q3UU43	>tr|Q3UU43|Q3UU43_MOUSE Hexosyltransferase OS=Mus musculus OX=10090 GN=Chpf2 PE=1 SV=1	CHPF2	20.1658187389943	19.6926979269099	20.4723454447961	20.2611223336262
Q9JKP8	>sp|Q9JKP8|CHRC1_MOUSE Chromatin accessibility complex protein 1 OS=Mus musculus OX=10090 GN=Chrac1 PE=1 SV=1	CHRAC1	20.1851556971942	20.1415957970778		20.1212572946984
P04760	>sp|P04760|ACHG_MOUSE Acetylcholine receptor subunit gamma OS=Mus musculus OX=10090 GN=Chrng PE=2 SV=1	CHRNG	18.94686565514	19.4853915548612	18.5730354837529	19.515230304359
Q8BIW9	>sp|Q8BIW9|CTF18_MOUSE Chromosome transmission fidelity protein 18 homolog OS=Mus musculus OX=10090 GN=Chtf18 PE=1 SV=2	CHTF18	19.3039453291275	18.2066839210423	20.9975646192792	
Q9CY57	>sp|Q9CY57|CHTOP_MOUSE Chromatin target of PRMT1 protein OS=Mus musculus OX=10090 GN=Chtop PE=1 SV=2	CHTOP	18.453446986591	18.3971391391052	18.8399139606764	18.7781831842776
Q99KN2	>sp|Q99KN2|CIAO1_MOUSE Probable cytosolic iron-sulfur protein assembly protein CIAO1 OS=Mus musculus OX=10090 GN=Ciao1 PE=1 SV=1	CIAO1		15.7747130793785		15.2789233011207
Q9DCL2	>sp|Q9DCL2|CIA2A_MOUSE Cytosolic iron-sulfur assembly component 2A OS=Mus musculus OX=10090 GN=Ciao2a PE=1 SV=1	CIAO2A	20.6954047245098	20.0833122383481	21.1215953366314	20.6007906520723
Q9D187	>sp|Q9D187|CIA2B_MOUSE Cytosolic iron-sulfur assembly component 2B OS=Mus musculus OX=10090 GN=Ciao2b PE=1 SV=1	CIAO2B	20.1736087383936	18.3685736837178	20.0400419679638	19.9532800852853
Q8WTY4	>sp|Q8WTY4|CPIN1_MOUSE Anamorsin OS=Mus musculus OX=10090 GN=Ciapin1 PE=1 SV=1	CIAPIN1	19.0316453844757	19.7932730876447	19.1891087331017	19.7131133139675
Q924A2	>sp|Q924A2|CIC_MOUSE Protein capicua homolog OS=Mus musculus OX=10090 GN=Cic PE=1 SV=2	CIC	18.5982801061335	17.8427190418042	18.1692507490318	18.4662665189365
Q66K08	>sp|Q66K08|CILP1_MOUSE Cartilage intermediate layer protein 1 OS=Mus musculus OX=10090 GN=Cilp PE=1 SV=1	CILP	19.3591833186428	18.9640020043386	19.5260694993786	19.8558333397303
Q8BWY9	>sp|Q8BWY9|CIP2A_MOUSE Protein CIP2A OS=Mus musculus OX=10090 GN=Cip2a PE=1 SV=3	CIP2A		16.4739114661732		17.0417490537935
P60824	>sp|P60824|CIRBP_MOUSE Cold-inducible RNA-binding protein OS=Mus musculus OX=10090 GN=Cirbp PE=1 SV=1	CIRBP	19.9338472337108	19.2096313542728	20.2782355719147	19.983081916375
Q9CQB5	>sp|Q9CQB5|CISD2_MOUSE CDGSH iron-sulfur domain-containing protein 2 OS=Mus musculus OX=10090 GN=Cisd2 PE=1 SV=1	CISD2	18.847289907629	17.4811646098898	19.25041040804	19.1419663561366
B1AR13	>sp|B1AR13|CISD3_MOUSE CDGSH iron-sulfur domain-containing protein 3, mitochondrial OS=Mus musculus OX=10090 GN=Cisd3 PE=1 SV=1	CISD3	19.7913880011567	19.7275636365046	20.1754156443755	20.3640247092835
A2AN61;F6XWQ4;Q3UUV0;Q8VEH2	>tr|A2AN61|A2AN61_MOUSE Isoform of Q8VEH2, CDKN1A interacting zinc finger protein 1 OS=Mus musculus OX=10090 GN=Ciz1 PE=1 SV=1;>tr|F6XWQ4|F6XWQ4_MOUSE Isoform of Q8VEH2, CDKN1A interacting zinc finger protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Ciz1 PE=1 SV=1;>tr|Q3UUV0|Q3UUV0_MOUSE Isoform of Q8VEH2, CDKN1A interacting zinc finger protein 1 OS=Mus musculus OX=10090 GN=Ciz1 PE=1 SV=1;>tr|Q8VEH2|Q8VEH2_MOUSE CDKN1A interacting zinc finger protein 1 OS=Mus musculus OX=10090 GN=Ciz1 PE=1 SV=1	CIZ1		15.9989070724118		14.7111038899404
Q8BMK4	>sp|Q8BMK4|CKAP4_MOUSE Cytoskeleton-associated protein 4 OS=Mus musculus OX=10090 GN=Ckap4 PE=1 SV=2	CKAP4	20.5284171028187	21.2904759694035	20.3409835354474	20.6395558160639
A2AGT5	>sp|A2AGT5|CKAP5_MOUSE Cytoskeleton-associated protein 5 OS=Mus musculus OX=10090 GN=Ckap5 PE=1 SV=1	CKAP5	18.635025228359	18.5061298424688	18.4907021703255	18.783086199928
Q04447	>sp|Q04447|KCRB_MOUSE Creatine kinase B-type OS=Mus musculus OX=10090 GN=Ckb PE=1 SV=1	CKB	20.8450655082868	21.0518582106658	20.9927158268949	20.939613463477
P07310	>sp|P07310|KCRM_MOUSE Creatine kinase M-type OS=Mus musculus OX=10090 GN=Ckm PE=1 SV=1	CKM	20.6398232183236	20.969084058577	21.4067929246589	21.8453971782444
P61025	>sp|P61025|CKS1_MOUSE Cyclin-dependent kinases regulatory subunit 1 OS=Mus musculus OX=10090 GN=Cks1b PE=3 SV=1	CKS1B	17.3594993745064	17.6860970292742	17.3982675104596	17.1246457873109
Q80TV8	>sp|Q80TV8|CLAP1_MOUSE CLIP-associating protein 1 OS=Mus musculus OX=10090 GN=Clasp1 PE=1 SV=2	CLASP1	17.3431192411034	17.5012457390147	18.0275963336853	17.3092224300437
Q8BRT1	>sp|Q8BRT1|CLAP2_MOUSE CLIP-associating protein 2 OS=Mus musculus OX=10090 GN=Clasp2 PE=1 SV=1	CLASP2	19.0487372704399	18.2645348398246	19.2212763737375	19.1881859566666
Q8BWY2	>sp|Q8BWY2|CLC1A_MOUSE C-type lectin domain family 1 member A OS=Mus musculus OX=10090 GN=Clec1a PE=1 SV=1	CLEC1A	18.27985402671	15.9074478536949	19.2579397880858	18.3922440355536
Q9Z1Q5	>sp|Q9Z1Q5|CLIC1_MOUSE Chloride intracellular channel protein 1 OS=Mus musculus OX=10090 GN=Clic1 PE=1 SV=3	CLIC1	19.3486007177157	19.6379036349827	19.2441143905475	19.3036431746191
Q9QYB1	>sp|Q9QYB1|CLIC4_MOUSE Chloride intracellular channel protein 4 OS=Mus musculus OX=10090 GN=Clic4 PE=1 SV=3	CLIC4	19.8016065532319	19.8531967506139	19.230844869536	19.7365391289018
Q5SUH7	>tr|Q5SUH7|Q5SUH7_MOUSE Isoform of Q99KN9, Clathrin interactor 1 OS=Mus musculus OX=10090 GN=Clint1 PE=1 SV=1	CLINT1	18.9026198472247	17.8719117840701	19.3670554624369	18.8188733260126
Q922J3	>sp|Q922J3|CLIP1_MOUSE CAP-Gly domain-containing linker protein 1 OS=Mus musculus OX=10090 GN=Clip1 PE=1 SV=1	CLIP1	19.0417837919792	19.2152815657081	19.1342052151446	19.0354641126212
Q9Z0H8	>sp|Q9Z0H8|CLIP2_MOUSE CAP-Gly domain-containing linker protein 2 OS=Mus musculus OX=10090 GN=Clip2 PE=1 SV=2	CLIP2	18.8760059685377	19.186734992887	18.727040139666	18.9228364115777
Q923F1	>tr|Q923F1|Q923F1_MOUSE Isoform of Q61189, Methylosome subunit pICln OS=Mus musculus OX=10090 GN=Clns1a PE=1 SV=1	CLNS1A	17.6374866699011	17.5999357758678	17.6706687947101	17.3170405662734
Q8VBZ3	>sp|Q8VBZ3|CLPT1_MOUSE Putative lipid scramblase CLPTM1 OS=Mus musculus OX=10090 GN=Clptm1 PE=1 SV=1	CLPTM1	17.9196842154162	17.2806795338346		18.7309762001716
Q9JHS4	>sp|Q9JHS4|CLPX_MOUSE ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial OS=Mus musculus OX=10090 GN=Clpx PE=1 SV=2	CLPX	19.3257955914117	19.1747621073241	19.2242431674169	19.0645754989274
B1AWE0;Q6PFA2	>tr|B1AWE0|B1AWE0_MOUSE Isoform of O08585, Clathrin light chain OS=Mus musculus OX=10090 GN=Clta PE=1 SV=1;>tr|Q6PFA2|Q6PFA2_MOUSE Isoform of O08585, Clathrin light chain OS=Mus musculus OX=10090 GN=Clta PE=1 SV=1	CLTA	22.5421278391939	22.1196410342117	22.7495150597005	22.532603764345
Q6IRU5	>sp|Q6IRU5|CLCB_MOUSE Clathrin light chain B OS=Mus musculus OX=10090 GN=Cltb PE=1 SV=1	CLTB	22.280280337583	20.1515569382728	22.8877556422388	21.999096812237
Q68FD5	>sp|Q68FD5|CLH1_MOUSE Clathrin heavy chain 1 OS=Mus musculus OX=10090 GN=Cltc PE=1 SV=3	CLTC	19.4030459841347	20.047537434146	19.5083307932277	19.5246853742426
A0A0R4J140;Z4YLI8	>tr|A0A0R4J140|A0A0R4J140_MOUSE Isoform of Q5SW19, Clustered mitochondria protein homolog OS=Mus musculus OX=10090 GN=Cluh PE=1 SV=1;>tr|Z4YLI8|Z4YLI8_MOUSE Isoform of Q5SW19, Clustered mitochondria protein homolog OS=Mus musculus OX=10090 GN=Cluh PE=1 SV=1	CLUH	19.4135277359575	18.7444210907463	19.939877205488	19.0050343590311
Q8R4N0	>sp|Q8R4N0|CLYBL_MOUSE Citramalyl-CoA lyase, mitochondrial OS=Mus musculus OX=10090 GN=Clybl PE=1 SV=2	CLYBL	19.9660003226417	19.4786180460046	19.5700176366591	19.7324795337055
Q9CPZ8	>sp|Q9CPZ8|COXM1_MOUSE COX assembly mitochondrial protein homolog OS=Mus musculus OX=10090 GN=Cmc1 PE=1 SV=1	CMC1	19.4566893688298	18.8356839903523	19.8317515918329	19.8939965888922
Q8K199	>sp|Q8K199|COXM2_MOUSE COX assembly mitochondrial protein 2 homolog OS=Mus musculus OX=10090 GN=Cmc2 PE=3 SV=1	CMC2	19.1925674902422	17.4683366582226	20.0616022038427	19.6064448562749
Q9DBP5	>sp|Q9DBP5|KCY_MOUSE UMP-CMP kinase OS=Mus musculus OX=10090 GN=Cmpk1 PE=1 SV=1	CMPK1	19.5829411455313	19.8483203012626	19.5539259340057	19.6134749948197
Q9DBC3	>sp|Q9DBC3|CMTR1_MOUSE Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1 OS=Mus musculus OX=10090 GN=Cmtr1 PE=1 SV=1	CMTR1	18.5882961381437	17.7578193936949	17.9437307028759	18.5424299542113
A0A0N4SVS6	>tr|A0A0N4SVS6|A0A0N4SVS6_MOUSE Isoform of P53996, CCHC-type zinc finger nucleic acid binding protein OS=Mus musculus OX=10090 GN=Cnbp PE=1 SV=1	CNBP	18.5598974823452	19.2934603260522	19.382492213883	19.4757495055352
Q9D1A2	>sp|Q9D1A2|CNDP2_MOUSE Cytosolic non-specific dipeptidase OS=Mus musculus OX=10090 GN=Cndp2 PE=1 SV=1	CNDP2	18.4539870907815	18.1942721607446	18.8296323406865	17.9634732937738
Q08091	>sp|Q08091|CNN1_MOUSE Calponin-1 OS=Mus musculus OX=10090 GN=Cnn1 PE=1 SV=1	CNN1	21.3649643668729	21.0136200562265	21.8553321695036	20.810961760653
Q08093	>sp|Q08093|CNN2_MOUSE Calponin-2 OS=Mus musculus OX=10090 GN=Cnn2 PE=1 SV=1	CNN2	20.2560199587604	19.8412465023713	20.2140054314128	19.7397947048813
Q9DAW9	>sp|Q9DAW9|CNN3_MOUSE Calponin-3 OS=Mus musculus OX=10090 GN=Cnn3 PE=1 SV=1	CNN3	21.1526606064131	21.3878593621503	20.7177359096039	20.8416644600461
Q6ZQ08	>sp|Q6ZQ08|CNOT1_MOUSE CCR4-NOT transcription complex subunit 1 OS=Mus musculus OX=10090 GN=Cnot1 PE=1 SV=2	CNOT1	18.6802846618501	18.9161641448427	18.6211841525956	18.8879545085617
Q8K0V4	>sp|Q8K0V4|CNOT3_MOUSE CCR4-NOT transcription complex subunit 3 OS=Mus musculus OX=10090 GN=Cnot3 PE=1 SV=1	CNOT3	22.2034412230248	21.7762231599683	21.7459470614637	22.2843742927914
Q9QXT0	>sp|Q9QXT0|CNPY2_MOUSE Protein canopy homolog 2 OS=Mus musculus OX=10090 GN=Cnpy2 PE=1 SV=1	CNPY2	19.9624910097558	21.1143224815073	19.4571005680648	20.5194400865126
Q9DAU1	>sp|Q9DAU1|CNPY3_MOUSE Protein canopy homolog 3 OS=Mus musculus OX=10090 GN=Cnpy3 PE=1 SV=1	CNPY3	21.1411359929138	20.7375205288466	20.711402251459	21.1102375924125
Q8BQ47	>sp|Q8BQ47|CNPY4_MOUSE Protein canopy homolog 4 OS=Mus musculus OX=10090 GN=Cnpy4 PE=1 SV=1	CNPY4	20.4497705451649	19.2926431095284	20.7074253126922	20.2717073162052
Q9D2R6	>sp|Q9D2R6|COA3_MOUSE Cytochrome c oxidase assembly factor 3 homolog, mitochondrial OS=Mus musculus OX=10090 GN=Coa3 PE=1 SV=1	COA3	20.8205915843367	21.2493675950631	20.1722191079256	20.3084987742073
Q99M07	>sp|Q99M07|COA5_MOUSE Cytochrome c oxidase assembly factor 5 OS=Mus musculus OX=10090 GN=Coa5 PE=1 SV=1	COA5	20.0312228970473	19.3240523915402		20.2884566059812
Q8BGD8	>sp|Q8BGD8|COA6_MOUSE Cytochrome c oxidase assembly factor 6 homolog OS=Mus musculus OX=10090 GN=Coa6 PE=1 SV=1	COA6	18.401278592959	18.5053006476398	19.5511636257825	19.8547581528539
Q921H9	>sp|Q921H9|COA7_MOUSE Cytochrome c oxidase assembly factor 7 OS=Mus musculus OX=10090 GN=Coa7 PE=1 SV=1	COA7	18.8043106176994	18.1930895474474	19.4165475045374	19.2734682642856
Q5NBX1	>sp|Q5NBX1|COBL_MOUSE Protein cordon-bleu OS=Mus musculus OX=10090 GN=Cobl PE=1 SV=1	COBL	20.6788864990815	20.6387389993494	19.7589478510359	20.5155055092536
Q3UMF0	>sp|Q3UMF0|COBL1_MOUSE Cordon-bleu protein-like 1 OS=Mus musculus OX=10090 GN=Cobll1 PE=1 SV=2	COBLL1	17.6212849955512	17.6447234428181		17.1868696933548
F6RK91	>tr|F6RK91|F6RK91_MOUSE Isoform of Q9Z160, Conserved oligomeric Golgi complex subunit 1 (Fragment) OS=Mus musculus OX=10090 GN=Cog1 PE=1 SV=1	COG1	19.7518645031131	18.2498247183303	20.1907024234762	19.8129360774585
Q9Z160	>sp|Q9Z160|COG1_MOUSE Conserved oligomeric Golgi complex subunit 1 OS=Mus musculus OX=10090 GN=Cog1 PE=1 SV=3	COG1		18.9966822562466		19.7186752720061
Q8R3I3	>sp|Q8R3I3|COG6_MOUSE Conserved oligomeric Golgi complex subunit 6 OS=Mus musculus OX=10090 GN=Cog6 PE=1 SV=2	COG6		18.6090885898158		18.5765945837783
Q61245	>sp|Q61245|COBA1_MOUSE Collagen alpha-1(XI) chain OS=Mus musculus OX=10090 GN=Col11a1 PE=1 SV=2	COL11A1	19.0130047405853	19.3087404385679	18.9317583361125	19.0534633327976
F6WIM8	>tr|F6WIM8|F6WIM8_MOUSE Isoform of Q60847, Collagen, type XII, alpha 1 (Fragment) OS=Mus musculus OX=10090 GN=Col12a1 PE=1 SV=1	COL12A1	19.0383431204831		19.5920859126248	19.2614594774202
Q60847	>sp|Q60847|COCA1_MOUSE Collagen alpha-1(XII) chain OS=Mus musculus OX=10090 GN=Col12a1 PE=2 SV=3	COL12A1	18.4935681096826	18.9208904952801	18.4515249646902	18.4731647743979
Q80X19	>sp|Q80X19|COEA1_MOUSE Collagen alpha-1(XIV) chain OS=Mus musculus OX=10090 GN=Col14a1 PE=1 SV=2	COL14A1	19.7466855208217	20.8165443433845	20.1532350706023	20.741678279139
O35206	>sp|O35206|COFA1_MOUSE Collagen alpha-1(XV) chain OS=Mus musculus OX=10090 GN=Col15a1 PE=1 SV=2	COL15A1		19.5680131065113	21.0289596530798	
Q8BLX7	>sp|Q8BLX7|COGA1_MOUSE Collagen alpha-1(XVI) chain OS=Mus musculus OX=10090 GN=Col16a1 PE=1 SV=2	COL16A1	20.417164925112	18.7520618320234	20.8523854145379	20.5778225461523
P39061	>sp|P39061|COIA1_MOUSE Collagen alpha-1(XVIII) chain OS=Mus musculus OX=10090 GN=Col18a1 PE=1 SV=4	COL18A1	20.1829313496713	20.549788607768	20.2875481717941	20.2605369487281
P11087	>sp|P11087|CO1A1_MOUSE Collagen alpha-1(I) chain OS=Mus musculus OX=10090 GN=Col1a1 PE=1 SV=4	COL1A1	20.0804506103413	20.8883969658311	19.9792884617584	19.9688963644987
Q01149	>sp|Q01149|CO1A2_MOUSE Collagen alpha-2(I) chain OS=Mus musculus OX=10090 GN=Col1a2 PE=1 SV=2	COL1A2	20.0458746041901	20.6468827617135	20.0227747134747	19.9137351441195
P08121	>sp|P08121|CO3A1_MOUSE Collagen alpha-1(III) chain OS=Mus musculus OX=10090 GN=Col3a1 PE=1 SV=4	COL3A1	20.2027861482818	21.2293326708717	20.1953106240115	20.5784137190453
O88207	>sp|O88207|CO5A1_MOUSE Collagen alpha-1(V) chain OS=Mus musculus OX=10090 GN=Col5a1 PE=1 SV=2	COL5A1	19.9086247638667	19.6188162123418	19.9651499966799	19.7066472791313
Q3U962	>sp|Q3U962|CO5A2_MOUSE Collagen alpha-2(V) chain OS=Mus musculus OX=10090 GN=Col5a2 PE=1 SV=1	COL5A2	19.5785656674838	20.3592941948012	19.3742375147067	19.5664932527584
Q04857	>sp|Q04857|CO6A1_MOUSE Collagen alpha-1(VI) chain OS=Mus musculus OX=10090 GN=Col6a1 PE=1 SV=1	COL6A1	19.078319043332	19.3607064637549	19.2956762499414	19.2588220674759
Q02788	>sp|Q02788|CO6A2_MOUSE Collagen alpha-2(VI) chain OS=Mus musculus OX=10090 GN=Col6a2 PE=1 SV=3	COL6A2	18.9642179852552	19.0037449689327	19.0246436012518	19.3187090477869
E9PWQ3	>tr|E9PWQ3|E9PWQ3_MOUSE Collagen, type VI, alpha 3 OS=Mus musculus OX=10090 GN=Col6a3 PE=1 SV=2	COL6A3	19.430224284866	19.4980212042112	19.382365072228	19.5295429287381
J3QQ16	>tr|J3QQ16|J3QQ16_MOUSE Isoform of E9PWQ3, Collagen, type VI, alpha 3 OS=Mus musculus OX=10090 GN=Col6a3 PE=1 SV=1	COL6A3	17.1641802678555	16.9329380695743	17.5315463300028	17.8817646666798
Q8K4Q8	>sp|Q8K4Q8|COL12_MOUSE Collectin-12 OS=Mus musculus OX=10090 GN=Colec12 PE=1 SV=1	COLEC12	18.2110355903197	18.0416363113771	19.710009782084	18.5244426996643
Q8K297	>sp|Q8K297|GT251_MOUSE Procollagen galactosyltransferase 1 OS=Mus musculus OX=10090 GN=Colgalt1 PE=1 SV=2	COLGALT1	21.877076489646	20.9415615096125	22.26322536311	21.8463338352864
Q8K4M5	>sp|Q8K4M5|COMD1_MOUSE COMM domain-containing protein 1 OS=Mus musculus OX=10090 GN=Commd1 PE=1 SV=2	COMMD1	19.7904111450808	19.9813434126964	19.1866381867434	19.7767126373967
Q8BXC6	>sp|Q8BXC6|COMD2_MOUSE COMM domain-containing protein 2 OS=Mus musculus OX=10090 GN=Commd2 PE=1 SV=1	COMMD2	21.3194151710964	20.9355666197228	21.0242983883832	21.2122635175673
Q63829	>sp|Q63829|COMD3_MOUSE COMM domain-containing protein 3 OS=Mus musculus OX=10090 GN=Commd3 PE=1 SV=1	COMMD3	20.7435953251978	19.2313835919096	20.8959402655271	20.3831895746811
Q3V4B5	>sp|Q3V4B5|COMD6_MOUSE COMM domain-containing protein 6 OS=Mus musculus OX=10090 GN=Commd6 PE=1 SV=1	COMMD6	19.3551134368237	19.4720534731434	18.7679238171414	18.9467356951963
Q8K2Q0	>sp|Q8K2Q0|COMD9_MOUSE COMM domain-containing protein 9 OS=Mus musculus OX=10090 GN=Commd9 PE=1 SV=3	COMMD9	19.0601542705065	20.2515723824413		19.0574172845295
O88587	>sp|O88587|COMT_MOUSE Catechol O-methyltransferase OS=Mus musculus OX=10090 GN=Comt PE=1 SV=2	COMT	19.750159084452	18.3907064632243	20.6645547631998	19.970088946251
Q8CIE6	>sp|Q8CIE6|COPA_MOUSE Coatomer subunit alpha OS=Mus musculus OX=10090 GN=Copa PE=1 SV=2	COPA	20.1562251885697	20.0984133460291	20.0701304809279	20.1494610287501
Q9JIF7	>sp|Q9JIF7|COPB_MOUSE Coatomer subunit beta OS=Mus musculus OX=10090 GN=Copb1 PE=1 SV=1	COPB1	20.3886635376656	19.479821749048	19.678368050496	20.1876049017757
O55029	>sp|O55029|COPB2_MOUSE Coatomer subunit beta' OS=Mus musculus OX=10090 GN=Copb2 PE=1 SV=2	COPB2	19.9136220537771	19.4441164757633	19.8883185209729	19.9661774150549
O89079	>sp|O89079|COPE_MOUSE Coatomer subunit epsilon OS=Mus musculus OX=10090 GN=Cope PE=1 SV=3	COPE	19.9644932340148	18.6960656351107	20.3600434299764	19.958919699195
Q9QZE5	>sp|Q9QZE5|COPG1_MOUSE Coatomer subunit gamma-1 OS=Mus musculus OX=10090 GN=Copg1 PE=1 SV=1	COPG1	20.6194777620359	20.3570618719756	20.7688147662058	20.3358210541089
P61202	>sp|P61202|CSN2_MOUSE COP9 signalosome complex subunit 2 OS=Mus musculus OX=10090 GN=Cops2 PE=1 SV=1	COPS2	18.2072909275574	18.260950522113	18.4657090251415	18.0301561060795
O88543	>sp|O88543|CSN3_MOUSE COP9 signalosome complex subunit 3 OS=Mus musculus OX=10090 GN=Cops3 PE=1 SV=3	COPS3	18.9436038085736	18.3085370789743	19.185969649555	19.3625133921728
O88544	>sp|O88544|CSN4_MOUSE COP9 signalosome complex subunit 4 OS=Mus musculus OX=10090 GN=Cops4 PE=1 SV=1	COPS4	17.7311151991509	17.1379106830273	17.6449146324221	17.7368129695268
O35864	>sp|O35864|CSN5_MOUSE COP9 signalosome complex subunit 5 OS=Mus musculus OX=10090 GN=Cops5 PE=1 SV=3	COPS5	19.618938394086	18.7894889830441	19.9302216658526	19.9239753942941
Q8VBV7	>sp|Q8VBV7|CSN8_MOUSE COP9 signalosome complex subunit 8 OS=Mus musculus OX=10090 GN=Cops8 PE=1 SV=1	COPS8	20.6205065797488	19.4065656076019	20.7131360932561	20.4807965535227
P61924	>sp|P61924|COPZ1_MOUSE Coatomer subunit zeta-1 OS=Mus musculus OX=10090 GN=Copz1 PE=1 SV=1	COPZ1		18.6807644791759		19.7055446329779
Q9JHH9	>sp|Q9JHH9|COPZ2_MOUSE Coatomer subunit zeta-2 OS=Mus musculus OX=10090 GN=Copz2 PE=1 SV=1	COPZ2		19.9959312316735	18.0606468157198	18.7894514322982
Q8BGB8	>sp|Q8BGB8|COQ4_MOUSE Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial OS=Mus musculus OX=10090 GN=Coq4 PE=1 SV=1	COQ4	20.2144636549402	19.2508929823057	20.6372838630833	20.0778070386652
Q8R1S0	>sp|Q8R1S0|COQ6_MOUSE Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial OS=Mus musculus OX=10090 GN=Coq6 PE=1 SV=3	COQ6	20.2785696732751	20.0950431611718	20.0429232842769	20.4276976712186
P97478	>sp|P97478|COQ7_MOUSE 5-demethoxyubiquinone hydroxylase, mitochondrial OS=Mus musculus OX=10090 GN=Coq7 PE=1 SV=3	COQ7	17.8329546600591	18.4862835805865	18.7667304333488	18.2242336948259
Q60936	>sp|Q60936|COQ8A_MOUSE Atypical kinase COQ8A, mitochondrial OS=Mus musculus OX=10090 GN=Coq8a PE=1 SV=2	COQ8A		17.459706467883		17.5881557373547
Q8K1Z0	>sp|Q8K1Z0|COQ9_MOUSE Ubiquinone biosynthesis protein COQ9, mitochondrial OS=Mus musculus OX=10090 GN=Coq9 PE=1 SV=1	COQ9	20.1541499699422	20.0941322712903	21.4363747633096	21.2967184810356
Q9WUM3	>sp|Q9WUM3|COR1B_MOUSE Coronin-1B OS=Mus musculus OX=10090 GN=Coro1b PE=1 SV=1	CORO1B	19.6422245078507	19.6512611909822	19.7918508905059	19.5557007455267
Q9WUM4	>sp|Q9WUM4|COR1C_MOUSE Coronin-1C OS=Mus musculus OX=10090 GN=Coro1c PE=1 SV=2	CORO1C	19.4421323880029	19.9659290818213	19.4221473619033	19.6481348236399
Q9D2V7	>sp|Q9D2V7|CORO7_MOUSE Coronin-7 OS=Mus musculus OX=10090 GN=Coro7 PE=1 SV=2	CORO7	19.6126554500328	19.8663477815125	19.6075517935958	20.0542153779076
Q9CQI6	>sp|Q9CQI6|COTL1_MOUSE Coactosin-like protein OS=Mus musculus OX=10090 GN=Cotl1 PE=1 SV=3	COTL1	18.65902530901	18.2548341997648	19.3505678692534	18.6170173843018
Q9CR63	>sp|Q9CR63|COX16_MOUSE Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial OS=Mus musculus OX=10090 GN=Cox16 PE=3 SV=1	COX16	18.8374067514518	18.4168921204971	17.9056959387989	19.022026001032
P56394	>sp|P56394|COX17_MOUSE Cytochrome c oxidase copper chaperone OS=Mus musculus OX=10090 GN=Cox17 PE=1 SV=2	COX17	16.1536641329393	15.9541274219535	16.7405658427677	16.8008163944687
Q8K0C8	>sp|Q8K0C8|COX19_MOUSE Cytochrome c oxidase assembly protein COX19 OS=Mus musculus OX=10090 GN=Cox19 PE=1 SV=1	COX19	20.4499234890167	18.8743196934283	20.7378135580403	20.8602033221441
P19783	>sp|P19783|COX41_MOUSE Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Mus musculus OX=10090 GN=Cox4i1 PE=1 SV=2	COX4I1	20.1941161617035	20.6680179770319	20.5830076354836	20.5760793237892
P12787	>sp|P12787|COX5A_MOUSE Cytochrome c oxidase subunit 5A, mitochondrial OS=Mus musculus OX=10090 GN=Cox5a PE=1 SV=2	COX5A	24.5125412400063	22.8767335323264	24.6561280887569	24.5535668742063
P19536	>sp|P19536|COX5B_MOUSE Cytochrome c oxidase subunit 5B, mitochondrial OS=Mus musculus OX=10090 GN=Cox5b PE=1 SV=1	COX5B	20.0672246785219	20.2000721611985	20.6170881095421	20.5857493058483
