protein_id	fasta_headers	gene_symbols_or_id	FS1-S	FS2-S	FW1-S	FW2-S
Q9D8N0	>sp|Q9D8N0|EF1G_MOUSE Elongation factor 1-gamma OS=Mus musculus OX=10090 GN=Eef1g PE=1 SV=3	EEF1G	19.9608093798372	20.6488322318988	20.5373502919089	20.1857035779623
P58252	>sp|P58252|EF2_MOUSE Elongation factor 2 OS=Mus musculus OX=10090 GN=Eef2 PE=1 SV=2	EEF2	20.7850318129035	20.8414764128971	21.0326604215534	20.3674612834371
Q8BPB5	>sp|Q8BPB5|FBLN3_MOUSE EGF-containing fibulin-like extracellular matrix protein 1 OS=Mus musculus OX=10090 GN=Efemp1 PE=1 SV=1	EFEMP1	19.4852001886908	17.5588631958705	19.3096658722292	18.8477709170014
Q9WVJ9	>sp|Q9WVJ9|FBLN4_MOUSE EGF-containing fibulin-like extracellular matrix protein 2 OS=Mus musculus OX=10090 GN=Efemp2 PE=1 SV=1	EFEMP2	19.3705472378014	17.9430447845708	19.3314341397669	19.1023719952461
P52793	>sp|P52793|EFNA1_MOUSE Ephrin-A1 OS=Mus musculus OX=10090 GN=Efna1 PE=1 SV=1	EFNA1	18.5825357762726	18.6859030033012	18.188773994808	19.1051969029511
P52795	>sp|P52795|EFNB1_MOUSE Ephrin-B1 OS=Mus musculus OX=10090 GN=Efnb1 PE=1 SV=1	EFNB1	18.0107363271332	17.6388574228298	18.3793057839397	18.4549411040888
P52800	>sp|P52800|EFNB2_MOUSE Ephrin-B2 OS=Mus musculus OX=10090 GN=Efnb2 PE=1 SV=1	EFNB2	18.5555192345769	19.369625845267	20.085266230202	19.8134049797584
O08810	>sp|O08810|U5S1_MOUSE 116 kDa U5 small nuclear ribonucleoprotein component OS=Mus musculus OX=10090 GN=Eftud2 PE=1 SV=1	EFTUD2	18.5926026477177	18.0404934771874	18.6473820944228	17.7720586712542
Q01279	>sp|Q01279|EGFR_MOUSE Epidermal growth factor receptor OS=Mus musculus OX=10090 GN=Egfr PE=1 SV=1	EGFR	18.0483287728414	16.9245891402464	17.9825312969992	17.34829664497
Q99MS7	>sp|Q99MS7|EH1L1_MOUSE EH domain-binding protein 1-like protein 1 OS=Mus musculus OX=10090 GN=Ehbp1l1 PE=1 SV=1	EHBP1L1		17.0253112499344		17.4759421968385
Q9WVK4	>sp|Q9WVK4|EHD1_MOUSE EH domain-containing protein 1 OS=Mus musculus OX=10090 GN=Ehd1 PE=1 SV=1	EHD1	18.8471499719031	19.2520027764916	18.3395525818131	18.7876063579082
Q8BH64	>sp|Q8BH64|EHD2_MOUSE EH domain-containing protein 2 OS=Mus musculus OX=10090 GN=Ehd2 PE=1 SV=1	EHD2	18.4134070651734	18.6846469924392	18.3118001792571	19.1836061778662
P48024	>sp|P48024|EIF1_MOUSE Eukaryotic translation initiation factor 1 OS=Mus musculus OX=10090 GN=Eif1 PE=1 SV=2	EIF1		18.7397723716204		17.3082126805741
Q8BMJ3	>sp|Q8BMJ3|IF1AX_MOUSE Eukaryotic translation initiation factor 1A, X-chromosomal OS=Mus musculus OX=10090 GN=Eif1ax PE=2 SV=3	EIF1AX	18.4220111069903	16.9192075826236	16.3706272457574	15.6432950044984
Q8BJW6	>sp|Q8BJW6|EIF2A_MOUSE Eukaryotic translation initiation factor 2A OS=Mus musculus OX=10090 GN=Eif2a PE=1 SV=2	EIF2A	18.997587132944	18.5879907318875	18.687772478931	18.2573227743703
Q6ZWX6	>sp|Q6ZWX6|IF2A_MOUSE Eukaryotic translation initiation factor 2 subunit 1 OS=Mus musculus OX=10090 GN=Eif2s1 PE=1 SV=3	EIF2S1	19.4527142045096	19.7389470771627	18.8887859575013	19.7465802656213
Q99L45	>sp|Q99L45|IF2B_MOUSE Eukaryotic translation initiation factor 2 subunit 2 OS=Mus musculus OX=10090 GN=Eif2s2 PE=1 SV=1	EIF2S2	17.6447602428076	19.4834968036691	16.0866305810562	17.6598297573462
Q9Z0N1	>sp|Q9Z0N1|IF2G_MOUSE Eukaryotic translation initiation factor 2 subunit 3, X-linked OS=Mus musculus OX=10090 GN=Eif2s3x PE=1 SV=2	EIF2S3X	18.0313470438588	19.0930864836942	18.7919253022719	19.1605739889614
P23116	>sp|P23116|EIF3A_MOUSE Eukaryotic translation initiation factor 3 subunit A OS=Mus musculus OX=10090 GN=Eif3a PE=1 SV=5	EIF3A	18.4165974456545	19.0146188649956	18.2833671429424	19.4185868279097
Q8JZQ9	>sp|Q8JZQ9|EIF3B_MOUSE Eukaryotic translation initiation factor 3 subunit B OS=Mus musculus OX=10090 GN=Eif3b PE=1 SV=1	EIF3B	19.255653849305	18.9493256000321	19.0452247107107	19.4510455459041
Q8R1B4	>sp|Q8R1B4|EIF3C_MOUSE Eukaryotic translation initiation factor 3 subunit C OS=Mus musculus OX=10090 GN=Eif3c PE=1 SV=1	EIF3C	19.0875896509777	19.3712188556842	18.6384671855539	19.3203151838946
O70194	>sp|O70194|EIF3D_MOUSE Eukaryotic translation initiation factor 3 subunit D OS=Mus musculus OX=10090 GN=Eif3d PE=1 SV=2	EIF3D	19.0982205368584	18.7926557660998	18.6158122105981	19.1074224215605
P60229	>sp|P60229|EIF3E_MOUSE Eukaryotic translation initiation factor 3 subunit E OS=Mus musculus OX=10090 GN=Eif3e PE=1 SV=1	EIF3E	18.733856479314	18.4879715468326	18.3357134478348	18.9910254572975
Q9DCH4	>sp|Q9DCH4|EIF3F_MOUSE Eukaryotic translation initiation factor 3 subunit F OS=Mus musculus OX=10090 GN=Eif3f PE=1 SV=2	EIF3F	18.5527046079565	19.5503053126568	17.6511067939691	18.0599971100546
Q9Z1D1	>sp|Q9Z1D1|EIF3G_MOUSE Eukaryotic translation initiation factor 3 subunit G OS=Mus musculus OX=10090 GN=Eif3g PE=1 SV=2	EIF3G	18.7693851004224	19.8831965900668	19.3745898368955	18.9396541523344
Q91WK2	>sp|Q91WK2|EIF3H_MOUSE Eukaryotic translation initiation factor 3 subunit H OS=Mus musculus OX=10090 GN=Eif3h PE=1 SV=1	EIF3H	19.187334704771	19.8527605953243	18.8205453287546	19.2483534944625
Q9QZD9	>sp|Q9QZD9|EIF3I_MOUSE Eukaryotic translation initiation factor 3 subunit I OS=Mus musculus OX=10090 GN=Eif3i PE=1 SV=1	EIF3I	19.3143188661446	19.5959021678935	19.0707776460847	19.4323901219446
Q3UGC7;Q66JS6	>sp|Q3UGC7|EI3JA_MOUSE Eukaryotic translation initiation factor 3 subunit J-A OS=Mus musculus OX=10090 GN=Eif3j1 PE=2 SV=1;>sp|Q66JS6|EI3JB_MOUSE Eukaryotic translation initiation factor 3 subunit J-B OS=Mus musculus OX=10090 GN=Eif3j2 PE=1 SV=1	EIF3J1;EIF3J2	17.6728909589938	19.0611338509066	17.0270682765789	19.1951159216992
Q9DBZ5	>sp|Q9DBZ5|EIF3K_MOUSE Eukaryotic translation initiation factor 3 subunit K OS=Mus musculus OX=10090 GN=Eif3k PE=1 SV=1	EIF3K	19.6322675981219	19.8709856881978	19.0337166587755	19.7247438498583
Q8QZY1	>sp|Q8QZY1|EIF3L_MOUSE Eukaryotic translation initiation factor 3 subunit L OS=Mus musculus OX=10090 GN=Eif3l PE=1 SV=1	EIF3L	20.0975811697432	20.0403753941899	20.2074912311167	19.955946350987
Q99JX4	>sp|Q99JX4|EIF3M_MOUSE Eukaryotic translation initiation factor 3 subunit M OS=Mus musculus OX=10090 GN=Eif3m PE=1 SV=1	EIF3M	18.8677975272377	19.4097914365975	18.3364710089671	18.3677596030317
P60843	>sp|P60843|IF4A1_MOUSE Eukaryotic initiation factor 4A-I OS=Mus musculus OX=10090 GN=Eif4a1 PE=1 SV=1	EIF4A1	20.0450813805209	19.7800777693922	20.1679662175067	19.3324023173201
Q8BGD9	>sp|Q8BGD9|IF4B_MOUSE Eukaryotic translation initiation factor 4B OS=Mus musculus OX=10090 GN=Eif4b PE=1 SV=1	EIF4B	19.6106499261869	20.5866043222844	19.6473158694034	20.1229577494442
P63073	>sp|P63073|IF4E_MOUSE Eukaryotic translation initiation factor 4E OS=Mus musculus OX=10090 GN=Eif4e PE=1 SV=1	EIF4E	20.6230600779074	20.1646637687267	19.8355613043169	19.9683151612816
Q60876	>sp|Q60876|4EBP1_MOUSE Eukaryotic translation initiation factor 4E-binding protein 1 OS=Mus musculus OX=10090 GN=Eif4ebp1 PE=1 SV=3	EIF4EBP1	19.8372777813572	20.4193990921368	18.0613095195752	19.5728839934257
Q6NZJ6	>sp|Q6NZJ6|IF4G1_MOUSE Eukaryotic translation initiation factor 4 gamma 1 OS=Mus musculus OX=10090 GN=Eif4g1 PE=1 SV=1	EIF4G1	18.9892970838035	19.2819881361517	18.7891666789875	17.3238633740726
A0A0N4SVL0;A0AAA9WW03	>tr|A0A0N4SVL0|A0A0N4SVL0_MOUSE Isoform of Q80XI3, Eukaryotic translation initiation factor 4 gamma, 3 OS=Mus musculus OX=10090 GN=Eif4g3 PE=1 SV=2;>tr|A0AAA9WW03|A0AAA9WW03_MOUSE Isoform of Q80XI3, Eukaryotic translation initiation factor 4 gamma, 3 OS=Mus musculus OX=10090 GN=Eif4g3 PE=1 SV=1	EIF4G3		16.8280009907816	16.3346205774037	17.7734483169841
Q9WUK2	>sp|Q9WUK2|IF4H_MOUSE Eukaryotic translation initiation factor 4H OS=Mus musculus OX=10090 GN=Eif4h PE=1 SV=3	EIF4H	18.2968296815696	18.2987260420682	17.7812456655448	19.1340490444927
P59325	>sp|P59325|IF5_MOUSE Eukaryotic translation initiation factor 5 OS=Mus musculus OX=10090 GN=Eif5 PE=1 SV=1	EIF5	18.5983764252125	19.226456689436	18.6042677670775	19.5160778465667
P63242	>sp|P63242|IF5A1_MOUSE Eukaryotic translation initiation factor 5A-1 OS=Mus musculus OX=10090 GN=Eif5a PE=1 SV=2	EIF5A	22.0645296211828	23.0565889988122	20.5033426338351	21.69808848579
O55135	>sp|O55135|IF6_MOUSE Eukaryotic translation initiation factor 6 OS=Mus musculus OX=10090 GN=Eif6 PE=1 SV=2	EIF6	18.8862514276909	18.3935964000567	18.9777836923181	18.798997778922
Q8K0G5	>sp|Q8K0G5|EIPR1_MOUSE EARP and GARP complex-interacting protein 1 OS=Mus musculus OX=10090 GN=Eipr1 PE=1 SV=2	EIPR1	17.7645228219698		18.0138416462822	17.7432287152104
P70372	>sp|P70372|ELAV1_MOUSE ELAV-like protein 1 OS=Mus musculus OX=10090 GN=Elavl1 PE=1 SV=2	ELAVL1	18.8209053382782	19.9571199496528	18.6153931874185	18.9010031891495
P62869	>sp|P62869|ELOB_MOUSE Elongin-B OS=Mus musculus OX=10090 GN=Elob PE=1 SV=1	ELOB	20.2030250325863	20.6089329305342	19.4099538005855	20.2134861198372
P83940	>sp|P83940|ELOC_MOUSE Elongin-C OS=Mus musculus OX=10090 GN=Eloc PE=1 SV=1	ELOC	19.2398107018811	18.6985737296066	19.5430389193128	19.466330105252
P21995	>sp|P21995|EMB_MOUSE Embigin OS=Mus musculus OX=10090 GN=Emb PE=1 SV=2	EMB	16.8483188208417		17.1035315979362	17.3407325463836
Q99K41	>sp|Q99K41|EMIL1_MOUSE EMILIN-1 OS=Mus musculus OX=10090 GN=Emilin1 PE=1 SV=1	EMILIN1	18.3547750641183	18.689202714908	18.2725493950356	19.2780908604092
Q8K482	>sp|Q8K482|EMIL2_MOUSE EMILIN-2 OS=Mus musculus OX=10090 GN=Emilin2 PE=1 SV=1	EMILIN2	18.0176182845141	18.1754903728074	17.6572239519123	19.1345857067097
Q5SQM0	>sp|Q5SQM0|EMAL6_MOUSE Echinoderm microtubule-associated protein-like 6 OS=Mus musculus OX=10090 GN=Eml6 PE=2 SV=1	EML6	22.7348881831879	21.4325020098982	21.7948579889755	19.8193117352777
E9QKR1	>tr|E9QKR1|E9QKR1_MOUSE Isoform of Q03173, ENAH actin regulator OS=Mus musculus OX=10090 GN=Enah PE=1 SV=2	ENAH	18.1444566191021	17.7125628051378	17.9235407200403	17.576736177268
P17182	>sp|P17182|ENOA_MOUSE Alpha-enolase OS=Mus musculus OX=10090 GN=Eno1 PE=1 SV=3	ENO1	22.4431680958102	22.5405231183275	22.3079073676443	22.330419004658
P17183	>sp|P17183|ENOG_MOUSE Gamma-enolase OS=Mus musculus OX=10090 GN=Eno2 PE=1 SV=2	ENO2	17.9952124118894	17.9230986221362	19.1924591470584	18.2953609446611
P21550	>sp|P21550|ENOB_MOUSE Beta-enolase OS=Mus musculus OX=10090 GN=Eno3 PE=1 SV=3	ENO3	19.6631820174266	19.5037813791973	20.9669544490721	19.7823004872785
Q8BGB7	>sp|Q8BGB7|ENOPH_MOUSE Enolase-phosphatase E1 OS=Mus musculus OX=10090 GN=Enoph1 PE=1 SV=1	ENOPH1	20.6290687045243	19.8671837315831	20.235426342892	18.2097896766857
P60840	>sp|P60840|ENSA_MOUSE Alpha-endosulfine OS=Mus musculus OX=10090 GN=Ensa PE=1 SV=1	ENSA		17.4184929851163		18.704332067145
Q9JIX0	>sp|Q9JIX0|ENY2_MOUSE Transcription and mRNA export factor ENY2 OS=Mus musculus OX=10090 GN=Eny2 PE=1 SV=1	ENY2		18.6711362442361	18.5292283657569	19.1620190047923
O70318	>sp|O70318|E41L2_MOUSE Band 4.1-like protein 2 OS=Mus musculus OX=10090 GN=Epb41l2 PE=1 SV=2	EPB41L2	18.2296367818993	18.329080185633	17.6297486556788	18.4209950576675
Q80UE5	>tr|Q80UE5|Q80UE5_MOUSE Isoform of O70318, Epb4.1l2 protein OS=Mus musculus OX=10090 GN=Epb41l2 PE=1 SV=1	EPB41L2	18.6532064232023	18.3693347437098	17.9024492411012	18.297857758303
D0VYV6	>tr|D0VYV6|D0VYV6_MOUSE Isoform of Q9WV92, Erythrocyte membrane protein band 4.1 like 3 OS=Mus musculus OX=10090 GN=Epb41l3 PE=1 SV=1	EPB41L3	17.4518180969519	18.2329904329491	17.2311552649721	17.9231113561615
Q99M71	>sp|Q99M71|EPDR1_MOUSE Mammalian ependymin-related protein 1 OS=Mus musculus OX=10090 GN=Epdr1 PE=1 SV=1	EPDR1	19.9408131515457	18.950770804037	20.0847366734062	19.2857042754871
Q03137	>sp|Q03137|EPHA4_MOUSE Ephrin type-A receptor 4 OS=Mus musculus OX=10090 GN=Epha4 PE=1 SV=2	EPHA4	19.0046866477427	18.9592999563426	19.5465682988933	19.1705493919519
P54763	>sp|P54763|EPHB2_MOUSE Ephrin type-B receptor 2 OS=Mus musculus OX=10090 GN=Ephb2 PE=1 SV=3	EPHB2	15.9131435616776		17.891218991632	
P54754	>sp|P54754|EPHB3_MOUSE Ephrin type-B receptor 3 OS=Mus musculus OX=10090 GN=Ephb3 PE=1 SV=2	EPHB3	17.03497025364	16.698867266399	17.5276626376729	16.6615139142049
Q8CGC7	>sp|Q8CGC7|SYEP_MOUSE Bifunctional glutamate/proline--tRNA ligase OS=Mus musculus OX=10090 GN=Eprs1 PE=1 SV=4	EPRS1	18.1812430398283	18.7893976232337	18.3124017420683	19.1025479468208
Q60902	>sp|Q60902|EP15R_MOUSE Epidermal growth factor receptor substrate 15-like 1 OS=Mus musculus OX=10090 GN=Eps15l1 PE=1 SV=3	EPS15L1	19.1626382527322	19.896834559481	19.3724610429632	20.001497818804
Q08509	>sp|Q08509|EPS8_MOUSE Epidermal growth factor receptor kinase substrate 8 OS=Mus musculus OX=10090 GN=Eps8 PE=1 SV=2	EPS8		17.3645997072064		18.1554508667328
Q99MI1	>sp|Q99MI1|RB6I2_MOUSE ELKS/Rab6-interacting/CAST family member 1 OS=Mus musculus OX=10090 GN=Erc1 PE=1 SV=1	ERC1		18.4497739063537		17.9358827678312
P84089	>sp|P84089|ERH_MOUSE Enhancer of rudimentary homolog OS=Mus musculus OX=10090 GN=Erh PE=1 SV=1	ERH	20.050384318819	19.9576241015868	20.4114470492491	19.7788722567307
Q8R180	>sp|Q8R180|ERO1A_MOUSE ERO1-like protein alpha OS=Mus musculus OX=10090 GN=Ero1a PE=1 SV=2	ERO1A	18.5049000599122	18.5805414195869	19.0562092614904	18.0131087520667
P57759	>sp|P57759|ERP29_MOUSE Endoplasmic reticulum resident protein 29 OS=Mus musculus OX=10090 GN=Erp29 PE=1 SV=2	ERP29	20.5603403896531	20.7979104543968	20.9489790496047	20.9227987635767
Q9D1Q6	>sp|Q9D1Q6|ERP44_MOUSE Endoplasmic reticulum resident protein 44 OS=Mus musculus OX=10090 GN=Erp44 PE=1 SV=1	ERP44	18.8418983991435	19.0304083767186	19.062653844537	19.2918693912467
Q9R0P3	>sp|Q9R0P3|ESTD_MOUSE S-formylglutathione hydrolase OS=Mus musculus OX=10090 GN=Esd PE=1 SV=1	ESD	19.3872532369605	18.5271705009951	19.3008409485234	18.976466313777
Q3U7R1	>sp|Q3U7R1|ESYT1_MOUSE Extended synaptotagmin-1 OS=Mus musculus OX=10090 GN=Esyt1 PE=1 SV=2	ESYT1	19.3622705595483	19.7672757664723	19.6102629256184	19.7820738866176
Q8BWY3	>sp|Q8BWY3|ERF1_MOUSE Eukaryotic peptide chain release factor subunit 1 OS=Mus musculus OX=10090 GN=Etf1 PE=1 SV=4	ETF1	20.3566572833226	21.1157276432052	20.8017051489966	20.1638269781131
Q99LC5	>sp|Q99LC5|ETFA_MOUSE Electron transfer flavoprotein subunit alpha, mitochondrial OS=Mus musculus OX=10090 GN=Etfa PE=1 SV=2	ETFA	15.7961228986022			15.0754014456943
Q9DCM0	>sp|Q9DCM0|ETHE1_MOUSE Persulfide dioxygenase ETHE1, mitochondrial OS=Mus musculus OX=10090 GN=Ethe1 PE=1 SV=2	ETHE1	16.3893804016771			16.4839684596313
A7MCT6	>sp|A7MCT6|EKI2_MOUSE Ethanolamine kinase 2 OS=Mus musculus OX=10090 GN=Etnk2 PE=1 SV=1	ETNK2	18.5196529041598	18.6678620057284	16.002524968155	
Q921I9	>sp|Q921I9|EXOS4_MOUSE Exosome complex component RRP41 OS=Mus musculus OX=10090 GN=Exosc4 PE=1 SV=3	EXOSC4	16.378261463422		16.6977753861459	16.8176677343595
Q8BTW3	>sp|Q8BTW3|EXOS6_MOUSE Exosome complex component MTR3 OS=Mus musculus OX=10090 GN=Exosc6 PE=1 SV=1	EXOSC6	15.724526623335	15.5955946778299	15.6637322441742	16.6951825316938
Q9D753	>sp|Q9D753|EXOS8_MOUSE Exosome complex component RRP43 OS=Mus musculus OX=10090 GN=Exosc8 PE=1 SV=1	EXOSC8	17.8435376566161	18.2974615659454	17.1377058409488	17.8841634639777
P97464	>sp|P97464|EXT1_MOUSE Exostosin-1 OS=Mus musculus OX=10090 GN=Ext1 PE=2 SV=1	EXT1	18.3011744589639	17.0042225318808	18.0909520725598	18.0537237874978
P70428	>sp|P70428|EXT2_MOUSE Exostosin-2 OS=Mus musculus OX=10090 GN=Ext2 PE=1 SV=2	EXT2	18.2068815136789	18.667636653717	18.6551886320356	18.2220049362245
P26040	>sp|P26040|EZRI_MOUSE Ezrin OS=Mus musculus OX=10090 GN=Ezr PE=1 SV=3	EZR	18.7820577180762	18.7479469825136	18.9225256007282	18.7616519373559
O88947	>sp|O88947|FA10_MOUSE Coagulation factor X OS=Mus musculus OX=10090 GN=F10 PE=1 SV=1	F10	20.0926684343268	19.194885837417	19.4464405345026	19.6730508708442
P19221	>sp|P19221|THRB_MOUSE Prothrombin OS=Mus musculus OX=10090 GN=F2 PE=1 SV=1	F2	20.7408081965148	20.1010836362324	19.1986196991881	19.4379710901366
O88783	>sp|O88783|FA5_MOUSE Coagulation factor V OS=Mus musculus OX=10090 GN=F5 PE=1 SV=1	F5	19.5713526800232	18.5170034813672	18.7888570300063	18.0855416145954
P11404	>sp|P11404|FABPH_MOUSE Fatty acid-binding protein, heart OS=Mus musculus OX=10090 GN=Fabp3 PE=1 SV=5	FABP3	20.405434527902	18.671832712009	20.8088681277972	18.8739689625435
P04117	>sp|P04117|FABP4_MOUSE Fatty acid-binding protein, adipocyte OS=Mus musculus OX=10090 GN=Fabp4 PE=1 SV=3	FABP4	20.8853094108202	20.7051581231273	20.0403299736506	20.0093309849323
Q05816	>sp|Q05816|FABP5_MOUSE Fatty acid-binding protein 5 OS=Mus musculus OX=10090 GN=Fabp5 PE=1 SV=3	FABP5	20.7646294209266	20.6478943434622	20.6667974891579	20.9850326580988
P51880	>sp|P51880|FABP7_MOUSE Fatty acid-binding protein, brain OS=Mus musculus OX=10090 GN=Fabp7 PE=1 SV=2	FABP7	21.0950822302573	20.1917473200287	20.257940216454	20.9760287764318
P54731	>sp|P54731|FAF1_MOUSE FAS-associated factor 1 OS=Mus musculus OX=10090 GN=Faf1 PE=1 SV=2	FAF1	16.2695252268339	16.3662622047367	15.0930350102724	15.4934866518819
P35505	>sp|P35505|FAAA_MOUSE Fumarylacetoacetase OS=Mus musculus OX=10090 GN=Fah PE=1 SV=2	FAH	20.1448486641671	19.5076843619339	20.1409040606561	19.3302214653573
Q9D281	>sp|Q9D281|NXP20_MOUSE Protein Noxp20 OS=Mus musculus OX=10090 GN=Fam114a1 PE=1 SV=1	FAM114A1	18.6496889006716	18.318700901075	18.3390290797856	18.5987848865534
Q8VE88	>sp|Q8VE88|F1142_MOUSE Protein FAM114A2 OS=Mus musculus OX=10090 GN=Fam114a2 PE=1 SV=2	FAM114A2	17.8593907494744	17.8304155307405	16.9928686298513	18.2888802192944
Q8VCS3	>sp|Q8VCS3|XYLK_MOUSE Glycosaminoglycan xylosylkinase OS=Mus musculus OX=10090 GN=Fam20b PE=1 SV=1	FAM20B	16.190576198414		16.9867665650346	
Q91VU0	>sp|Q91VU0|FAM3C_MOUSE Protein FAM3C OS=Mus musculus OX=10090 GN=Fam3c PE=1 SV=1	FAM3C	18.6336794447029	18.039696720279	18.2200945830462	18.961601911415
Q9WV03	>sp|Q9WV03|FA50A_MOUSE Protein FAM50A OS=Mus musculus OX=10090 GN=Fam50a PE=1 SV=1	FAM50A	18.4172027596713	19.4396460675486	17.7295923353026	19.0302027897466
Q8C0C7	>sp|Q8C0C7|SYFA_MOUSE Phenylalanine--tRNA ligase alpha subunit OS=Mus musculus OX=10090 GN=Farsa PE=1 SV=1	FARSA	16.9217011133112	17.4822632555895	16.8979376798319	16.9099557818785
Q9WUA2	>sp|Q9WUA2|SYFB_MOUSE Phenylalanine--tRNA ligase beta subunit OS=Mus musculus OX=10090 GN=Farsb PE=1 SV=2	FARSB	19.4355493857618	19.4455420503432	19.3217427979145	19.2859966719851
P19096	>sp|P19096|FAS_MOUSE Fatty acid synthase OS=Mus musculus OX=10090 GN=Fasn PE=1 SV=2	FASN	18.7773479047291	18.5670688018195	18.3755045043186	18.0937974173765
A0A087WRT4;A0A1L1SQU7;F2Z4A3	>tr|A0A087WRT4|A0A087WRT4_MOUSE FAT atypical cadherin 1 OS=Mus musculus OX=10090 GN=Fat1 PE=1 SV=2;>tr|A0A1L1SQU7|A0A1L1SQU7_MOUSE Isoform of A0A087WRT4, FAT atypical cadherin 1 OS=Mus musculus OX=10090 GN=Fat1 PE=1 SV=1;>tr|F2Z4A3|F2Z4A3_MOUSE Isoform of A0A087WRT4, FAT atypical cadherin 1 OS=Mus musculus OX=10090 GN=Fat1 PE=1 SV=1	FAT1	18.2848707366494	18.1966846762002	18.8688612457189	18.0133886534373
P62862	>sp|P62862|RS30_MOUSE Ubiquitin-like FUBI-ribosomal protein eS30 fusion protein OS=Mus musculus OX=10090 GN=Fau PE=1 SV=2	FAU	19.5592137396934	19.5627600433157	18.8970812187752	20.6467122599386
Q08879	>sp|Q08879|FBLN1_MOUSE Fibulin-1 OS=Mus musculus OX=10090 GN=Fbln1 PE=1 SV=2	FBLN1	19.7837399251489	18.5480422969075	19.9453130219068	19.4556697349047
P37889	>sp|P37889|FBLN2_MOUSE Fibulin-2 OS=Mus musculus OX=10090 GN=Fbln2 PE=1 SV=2	FBLN2	20.5655061353482	20.0166482157821	20.87640405577	20.7844976803926
Q9WVH9	>sp|Q9WVH9|FBLN5_MOUSE Fibulin-5 OS=Mus musculus OX=10090 GN=Fbln5 PE=1 SV=1	FBLN5		17.387369669164	16.3987396596898	18.9821867376345
Q501P1	>sp|Q501P1|FBLN7_MOUSE Fibulin-7 OS=Mus musculus OX=10090 GN=Fbln7 PE=1 SV=1	FBLN7	18.3048668885554	17.5479985402254	16.3937512541925	16.9722001241005
Q61554	>sp|Q61554|FBN1_MOUSE Fibrillin-1 OS=Mus musculus OX=10090 GN=Fbn1 PE=1 SV=2	FBN1	19.0372111929317	19.2056901407776	18.8083139428824	20.2225402271279
Q61555	>sp|Q61555|FBN2_MOUSE Fibrillin-2 OS=Mus musculus OX=10090 GN=Fbn2 PE=1 SV=2	FBN2	18.3019738311714	18.9032537052872	18.9541053438539	19.8622388811156
Q9QZN4	>sp|Q9QZN4|FBX6_MOUSE F-box only protein 6 OS=Mus musculus OX=10090 GN=Fbxo6 PE=1 SV=1	FBXO6	17.0794753924353	17.0150774732274	18.0926472868923	
Q6PFY1	>sp|Q6PFY1|FCSD1_MOUSE F-BAR and double SH3 domains protein 1 OS=Mus musculus OX=10090 GN=Fchsd1 PE=1 SV=1	FCHSD1	17.4365845512072		17.9346051770874	17.5434682694458
Q5DRQ8	>sp|Q5DRQ8|FCRLB_MOUSE Fc receptor-like B OS=Mus musculus OX=10090 GN=Fcrlb PE=2 SV=2	FCRLB		18.3994401766564	18.0301089963077	
Q920E5	>sp|Q920E5|FPPS_MOUSE Farnesyl pyrophosphate synthase OS=Mus musculus OX=10090 GN=Fdps PE=1 SV=1	FDPS	20.6099485157644	20.5189669120781	20.3317752474774	18.9875996937468
Q9CPW2	>sp|Q9CPW2|FDX2_MOUSE Ferredoxin-2, mitochondrial OS=Mus musculus OX=10090 GN=Fdx2 PE=1 SV=1	FDX2	18.016156410736	18.4907103108794	17.7220015018379	18.3355315001567
P39749	>sp|P39749|FEN1_MOUSE Flap endonuclease 1 OS=Mus musculus OX=10090 GN=Fen1 PE=1 SV=1	FEN1		16.2847571209438	15.9455943801496	16.6848429494112
Q8CIB5	>sp|Q8CIB5|FERM2_MOUSE Fermitin family homolog 2 OS=Mus musculus OX=10090 GN=Fermt2 PE=1 SV=1	FERMT2	17.1659030987918	17.7251246855747	17.682680498669	17.9896453766453
E9PV24	>sp|E9PV24|FIBA_MOUSE Fibrinogen alpha chain OS=Mus musculus OX=10090 GN=Fga PE=1 SV=1	FGA	20.5630015609477	19.0217190471994	17.8723566192599	18.2448863370926
Q8K0E8	>sp|Q8K0E8|FIBB_MOUSE Fibrinogen beta chain OS=Mus musculus OX=10090 GN=Fgb PE=1 SV=1	FGB	18.0788126465763	16.8350546924204	15.4980227449066	16.2089215545146
Q69ZL1	>sp|Q69ZL1|FGD6_MOUSE FYVE, RhoGEF and PH domain-containing protein 6 OS=Mus musculus OX=10090 GN=Fgd6 PE=1 SV=2	FGD6	18.852406950297		19.2392082952749	17.9003987801528
P16092	>sp|P16092|FGFR1_MOUSE Fibroblast growth factor receptor 1 OS=Mus musculus OX=10090 GN=Fgfr1 PE=1 SV=2	FGFR1	19.8211190450199	19.1854881259536	19.3109697402168	19.8141773404758
Q3UER8	>tr|Q3UER8|Q3UER8_MOUSE Isoform of Q8VCM7, Fibrinogen gamma chain OS=Mus musculus OX=10090 GN=Fgg PE=1 SV=1	FGG	19.479084618314	17.9141726012134	18.0509507057997	17.9952484063017
P97807	>sp|P97807|FUMH_MOUSE Fumarate hydratase, mitochondrial OS=Mus musculus OX=10090 GN=Fh PE=1 SV=3	FH	19.4323017350096	18.981773015991	19.3761131404907	18.4295575846974
A2AEX8	>tr|A2AEX8|A2AEX8_MOUSE Isoform of P97447, Four and a half LIM domains 1 OS=Mus musculus OX=10090 GN=Fhl1 PE=1 SV=1	FHL1	18.6761203475701	18.6884703694305	19.0809632355178	18.5035748761164
